spec,dv,country,income_group,variable,sum_beta,sum_phi,longrun_multiplier,se,t_stat,p_value,ci_lo,ci_hi
Baseline (p=2),gini,Guatemala,Lower middle income,public_debt,0.26246903008243927,0.9776285958938082,11.732344954145967,28.947237865213925,0.4053010172775344,0.6879532979928707,-47.23124905457909,70.69593896287103
Baseline (p=2),gini,Guatemala,Lower middle income,growth,3.1779046788632743,0.9776285958938082,142.05208862968604,253.7613595189129,0.5597861270092181,0.5795230629227877,-374.8428858561541,658.9470631155262
Baseline (p=2),gini,Guatemala,Lower middle income,life_exp,-0.031610651925362096,0.9776285958938082,-1.4129936491832973,1.4266766574130616,-0.9904091735442176,0.32940444391572854,-4.3190389030041665,1.4930516046375721
Baseline (p=2),gini,Guatemala,Lower middle income,gdp_x_debt,-11.030395716110377,0.9776285958938082,-493.0578189796089,735.7188007582835,-0.6701715634715721,0.5075563097176632,-1991.6679756546355,1005.5523376954178
Baseline (p=2),gini,Honduras,Lower middle income,public_debt,0.6523550466611799,0.9878479800184694,53.68284841965947,111.87797347267771,0.47983393650555917,0.635877105439419,-177.75437284285564,285.1200696821746
Baseline (p=2),gini,Honduras,Lower middle income,growth,5.494911351932363,0.9878479800184694,452.1809016347798,894.3445213460394,0.505600348458804,0.6179485524788988,-1397.9116987842856,2302.2735020538453
Baseline (p=2),gini,Honduras,Lower middle income,life_exp,-0.022104422900533546,0.9878479800184694,-1.8189916519335256,2.9037024973747503,-0.6264387118095204,0.5371956798344,-7.825757921520599,4.187774617653548
Baseline (p=2),gini,Honduras,Lower middle income,gdp_x_debt,-9.410988721424339,0.9878479800184694,-774.4382197961946,1545.2692250281773,-0.5011671799663733,0.6210163909210642,-3971.071162297078,2422.194722704689
Baseline (p=2),gini,Iceland,High income,public_debt,0.37939158053308275,0.855831455600166,2.631583623962286,2.743174411826138,0.9593205640214595,0.36001716734066047,-3.480589860802127,8.7437571087267
Baseline (p=2),gini,Iceland,High income,growth,3.3649917630040673,0.855831455600166,23.340679320945846,48.37091166190093,0.4825354436999375,0.6398140046031346,-84.43642825893156,131.11778690082323
