spec,dv,country,term,estimate,std_error,t_value,p_value
Baseline (p=3),p90p100,Bahrain,"L(public_debt, 1)",0.016700079219625654,0.04291513168997201,0.3891419777124432,0.7001149382798904
Baseline (p=3),p90p100,Bahrain,"L(public_debt, 2)",-0.05672931541770025,0.03399491672356779,-1.6687587699949062,0.10631098786881764
Baseline (p=3),p90p100,Bahrain,growth,-0.008552271465114855,0.012798157431755561,-0.6682424021362984,0.5094504704519525
Baseline (p=3),p90p100,Bahrain,"L(growth, 1)",-0.018998933607506867,0.012667182236326784,-1.4998547627286807,0.14484426876027282
Baseline (p=3),p90p100,Bahrain,life_exp,-0.0010942322701518853,8.720920717023537e-4,-1.2547210388186494,0.2199526635124312
Baseline (p=3),p90p100,Bahrain,gdp_x_debt,0.08030846928527856,0.06333286350823684,1.2680378690730434,0.21522739778936198
Baseline (p=3),p90p100,Bahrain,"L(gdp_x_debt, 1)",0.08351362716107354,0.06601202819668793,1.2651274236301033,0.21625348499927025
Baseline (p=3),p90p100,Bahrain,"L(gdp_x_debt, 2)",0.07293170327891049,0.04368669980264166,1.6694257888186932,0.10617766726896335
Baseline (p=3),p90p100,Bangladesh,(Intercept),0.05888391723871582,0.0127244959241433,4.627603135695946,6.227418403148693e-5
Baseline (p=3),p90p100,Bangladesh,"L(p90p100, 1)",1.3597468554232983,0.10490214037436604,12.962050636629021,4.6828846047004726e-14
Baseline (p=3),p90p100,Bangladesh,"L(p90p100, 2)",-0.6289710924833323,0.10063496915143955,-6.2500251929012,6.036085790814428e-7
Baseline (p=3),p90p100,Bangladesh,public_debt,-0.02503743563383595,0.042262200287713714,-0.5924309539821742,0.5578590018145587
Baseline (p=3),p90p100,Bangladesh,"L(public_debt, 1)",0.10765748801453853,0.0403066954787478,2.670957932319266,0.011939856337605182
Baseline (p=3),p90p100,Bangladesh,growth,-0.03168841477231959,0.10649549144502038,-0.2975563973868239,0.7680267640732932
Baseline (p=3),p90p100,Bangladesh,life_exp,0.003493847947280753,7.350558308529928e-4,4.753173569450269,4.3524712523316274e-5
Baseline (p=3),p90p100,Bangladesh,"L(life_exp, 1)",-0.003019119958968169,7.200551056283993e-4,-4.192901259040935,2.1310653898047664e-4
Baseline (p=3),p90p100,Bangladesh,gdp_x_debt,0.03598964832649039,0.34210348682884173,0.10520105673315286,0.9168940349138469
Baseline (p=3),p90p100,Belgium,(Intercept),0.19206295545624694,0.0478493050173528,4.013913167319657,3.111558836007422e-4
Baseline (p=3),p90p100,Belgium,"L(p90p100, 1)",0.49217786508853784,0.1175359622652195,4.187466164423277,1.8860556131478008e-4
Baseline (p=3),p90p100,Belgium,public_debt,-0.0722282498319598,0.0222934536011776,-3.239886072570852,0.0026741228809617308
Baseline (p=3),p90p100,Belgium,"L(public_debt, 1)",0.0700240775275223,0.020074770450575846,3.488163299297584,0.0013645898197058755
Baseline (p=3),p90p100,Belgium,growth,-0.22389544586203355,0.14757644508123222,-1.5171489307713855,0.13847302029208836
