spec,dv,country,ect_coefficient,ecm_r_squared
Baseline (p=2),p99p100,Pakistan,-0.22703313227401034,0.22778000553434213
Baseline (p=2),p99p100,Panama,-0.6197453971973523,0.40342291257120727
Baseline (p=2),p99p100,Paraguay,-0.45205674790231243,0.6705944047333516
Baseline (p=2),p99p100,Portugal,-0.20951446549810915,0.13072281967716226
Baseline (p=2),p99p100,Singapore,-0.1845640441725771,0.27259290943260367
Baseline (p=2),p99p100,South Africa,-0.06513307113441302,0.5168262972283624
Baseline (p=2),p99p100,South Korea,-0.383346883654643,0.7655560251781842
Baseline (p=2),p99p100,Spain,-0.3603219602466612,0.2618183435418466
Baseline (p=2),p99p100,Sweden,-0.22572166137326855,0.5188371432092302
Baseline (p=2),p99p100,Switzerland,-0.3874759011527037,0.2875792671333941
Baseline (p=2),p99p100,Thailand,-0.04800507836673196,0.2613051488528288
Baseline (p=2),p99p100,Togo,-0.5339683828460192,0.5806429744639862
Baseline (p=2),p99p100,Trinidad and Tobago,-0.7422224349474245,0.38164857644256234
Baseline (p=2),p99p100,Turkey,-0.20294144772691936,0.32109197052954414
Baseline (p=2),p99p100,United Arab Emirates,-0.05938911596514984,0.5107522628879965
Baseline (p=2),p99p100,United Kingdom,-0.361717368086271,0.4089547776523212
Baseline (p=2),p99p100,United States,-0.3780768861037789,0.1997609536649665
Baseline (p=2),p99p100,Uruguay,-0.8041053694979241,0.8495590048059347
Baseline (p=2),p99p100,Venezuela,-0.7569882655807779,0.8232595987777216
Baseline (p=2),p99p100,Zambia,-0.41455355750813083,0.6858894635254701
Baseline (p=2),gini,Argentina,-0.022288131568578562,0.9219194931030713
Baseline (p=2),gini,Australia,-0.26357410663041714,0.47856946079336454
Baseline (p=2),gini,Austria,-0.2087971681028582,0.8109151332380125
Baseline (p=2),gini,Bangladesh,-0.10401437665669888,0.6906324797740643
Baseline (p=2),gini,Belgium,-0.02496593836783556,0.6031927620915641
Baseline (p=2),gini,Belize,-0.010099758698564831,0.8262065912792839
Baseline (p=2),gini,Bolivia,-0.15912505351440442,0.976582644822737
Baseline (p=2),gini,Brazil,-0.09780694427109915,0.8186482188110994
Baseline (p=2),gini,Burkina Faso,-0.4089699183839903,0.7754070337098535
Baseline (p=2),gini,Canada,-0.07951139438349986,0.5193813434421258
Baseline (p=2),gini,Chile,-0.02649206957991823,0.8707867461747756
Baseline (p=2),gini,Colombia,-0.01960910916759262,0.5372491117308799
Baseline (p=2),gini,Costa Rica,-0.08936917550613255,0.61162838960511
Baseline (p=2),gini,Cyprus,0.010997449333826737,0.4376798278104036
Baseline (p=2),gini,Denmark,-0.058408439315341565,0.5387423314473331
Baseline (p=2),gini,Egypt,0.005994894605103163,0.5487414352661334
Baseline (p=2),gini,El Salvador,-0.2882165596747379,0.936984353720775
Baseline (p=2),gini,Finland,-0.11006607983862338,0.7170859422751399
Baseline (p=2),gini,France,-0.15808563322193447,0.4194946524415409
Baseline (p=2),gini,Germany,-0.07593612860854182,0.4962425398971853
Baseline (p=2),gini,Ghana,0.16670246960419544,0.927643189808084
Baseline (p=2),gini,Greece,-0.059127087866827965,0.6147729632073634
Baseline (p=2),gini,Guatemala,-0.02237140410619176,0.5337109604283691
Baseline (p=2),gini,Honduras,-0.012152019981530593,0.8364097880344578
Baseline (p=2),gini,Iceland,-0.14416854439983395,0.9077806146071531
Baseline (p=2),gini,India,0.7687120826833918,0.7971382880671025
Baseline (p=2),gini,Indonesia,-0.008117722545812667,0.8829099249229132
Baseline (p=2),gini,Iran,0.05778079084539778,0.8265866828091346
Baseline (p=2),gini,Ireland,-0.03391393299080425,0.8453354426212751
Baseline (p=2),gini,Italy,-0.0592844159792516,0.7250501536539129
Baseline (p=2),gini,Jamaica,-0.1254629187372447,0.7472522523105504
Baseline (p=2),gini,Japan,-0.17654085696610555,0.636089444260707
