spec,dv,country,ect_coefficient,ecm_r_squared
Baseline (p=2),gini,Jordan,-0.49973261985265127,0.6173931497677616
Baseline (p=2),gini,Kenya,-0.012064355042459063,0.24276958234166418
Baseline (p=2),gini,Lebanon,-0.31361759492755625,0.981181524538374
Baseline (p=2),gini,Luxembourg,-0.2853675024441199,0.6783069796544073
Baseline (p=2),gini,Malaysia,-0.15493544520550873,0.5303784643301084
Baseline (p=2),gini,Mauritania,0.009082230922283108,0.8470455672660323
Baseline (p=2),gini,Mexico,-0.039708777948660456,0.7273858188607745
Baseline (p=2),gini,Netherlands,-0.27012704430255496,0.47727625664812434
Baseline (p=2),gini,New Zealand,-0.09523707483761523,0.8844562078189312
Baseline (p=2),gini,Norway,-0.18198772455214507,0.5556401554109958
Baseline (p=2),gini,Pakistan,-0.22659468123598714,0.3004232348397187
Baseline (p=2),gini,Panama,-0.04657235869024068,0.7325844595077938
Baseline (p=2),gini,Paraguay,-0.22343276982943938,0.9142288934297129
Baseline (p=2),gini,Portugal,-0.14916998984560859,0.7757603044712759
Baseline (p=2),gini,Singapore,0.06967244586558352,0.7506497753955683
Baseline (p=2),gini,South Africa,-0.03902483058723605,0.6249202326875299
Baseline (p=2),gini,South Korea,-0.4274573505856576,0.7595246454799052
Baseline (p=2),gini,Spain,-0.36010245058848644,0.6458235642793143
Baseline (p=2),gini,Sweden,-0.41569322689048116,0.8010255504889044
Baseline (p=2),gini,Switzerland,-0.15923336787607678,0.8836475278157503
Baseline (p=2),gini,Thailand,-0.006711901767299189,0.7838938930573118
Baseline (p=2),gini,Trinidad and Tobago,-0.345300964852685,0.9287495406942207
Baseline (p=2),gini,Turkey,-0.1510674032786683,0.9243791899640029
Baseline (p=2),gini,United Kingdom,-0.11244957757523155,0.7715982536870345
Baseline (p=2),gini,United States,0.006845027215920396,0.823574848085455
Baseline (p=2),gini,Uruguay,-0.08097122477089358,0.537666559689653
Baseline (p=2),gini,Venezuela,-0.05068557217949465,0.8599075640121282
Baseline (p=2),gini,Zambia,-0.041018934978574895,0.21657152819820077
Composition,p90p100,Algeria,-0.5738512356116752,0.7883036754353279
Composition,p90p100,Argentina,-0.1379919451482431,0.5929343268915972
Composition,p90p100,Australia,-0.8977036768007358,0.4870192492606306
Composition,p90p100,Austria,-2.0495124406369483,0.9190045390972859
Composition,p90p100,Bahamas,NA,NA
Composition,p90p100,Bahrain,-0.21219430121992477,0.7622833158396547
Composition,p90p100,Bangladesh,-0.37310542121381296,0.8079910472409224
Composition,p90p100,Belgium,-0.6817246893649536,0.9063425621922546
Composition,p90p100,Belize,-0.3834564564650388,0.3472977357431466
Composition,p90p100,Bolivia,-0.11852059688574812,0.1897100110200847
Composition,p90p100,Brazil,-0.4697082578324633,0.1965317319470941
Composition,p90p100,Burkina Faso,-0.36251623454525017,0.6809231661582649
Composition,p90p100,Canada,-0.017466476829092414,0.5686995561868459
Composition,p90p100,Chile,0.1291691894913467,0.8985292837004079
Composition,p90p100,Colombia,-0.07495084598775781,0.5803347897127725
Composition,p90p100,Costa Rica,NA,NA
Composition,p90p100,Cote d'Ivoire,-0.04778076197645065,0.8991194647504767
Composition,p90p100,Cyprus,-0.8276073474513231,0.6834484057657457
Composition,p90p100,Denmark,-0.5515420393285462,0.44715039753224933
Composition,p90p100,Egypt,-0.4748147119923505,0.7047225683786404
Composition,p90p100,El Salvador,-0.894990863908557,0.9099569422712904
Composition,p90p100,Finland,-0.34847333904925304,0.6460755828635751
Composition,p90p100,France,-0.3140087829689384,0.822592984322174
Composition,p90p100,Germany,-0.3364331224369964,0.42317074234885654
Composition,p90p100,Ghana,-0.12884451420983356,0.7034737644601636
Composition,p90p100,Greece,-0.4842093615671549,0.8513662266700569
Composition,p90p100,Guatemala,-0.232598793482652,0.23770614348702315
Composition,p90p100,Guyana,-0.2155846022054253,0.20191303836448768
Composition,p90p100,Honduras,-0.6971717835514382,0.9663278386472491
Composition,p90p100,Iceland,NA,NA
Composition,p90p100,India,-0.40377365167529,0.4602194186346227
Composition,p90p100,Indonesia,-1.3042217960087146,0.8231130496959816
Composition,p90p100,Iran,-0.7272932353619881,0.33894554193737814
Composition,p90p100,Ireland,-0.9741223574672521,0.6137752024748937
Composition,p90p100,Italy,-0.38746424811721825,0.7274686682503254
Composition,p90p100,Jamaica,-0.20671926146608033,0.24141675106115143
Composition,p90p100,Japan,-0.22266514307787322,0.3976295865529679
Composition,p90p100,Jordan,-0.3509006426154371,0.7481704804999583
Composition,p90p100,Kenya,-0.2271503952697217,0.9565227384769542
Composition,p90p100,Lebanon,-0.255304564073067,0.3111261338082147
Composition,p90p100,Luxembourg,-0.29627908178439044,0.8964668982870398
Composition,p90p100,Malaysia,-0.10754744261403526,0.2914160386456548
Composition,p90p100,Malta,-0.3485941134336954,0.957659525464649
Composition,p90p100,Mexico,0.03497219196094381,0.8655064336219885
Composition,p90p100,Netherlands,-0.6653512253902136,0.9184658516450144
Composition,p90p100,New Zealand,-1.099763307800803,0.7432026056659435
Composition,p90p100,Norway,-0.8388474378079948,0.7314957064327423
Composition,p90p100,Pakistan,-0.40569337431053243,0.9075748046539338
Composition,p90p100,Paraguay,-1.0360569887802782,0.5493317346163045
Composition,p90p100,Portugal,-0.1562548668406749,0.42623118039866187
Composition,p90p100,Singapore,-0.15125953240348677,0.559492400418716
Composition,p90p100,South Africa,-0.07765902062673968,0.316219402170203
Composition,p90p100,South Korea,0.019083429743218083,0.6366374347910634
Composition,p90p100,Spain,-0.5389548795975131,0.3959673605134898
Composition,p90p100,Sweden,-0.6855502375280175,0.6996374558473696
Composition,p90p100,Switzerland,-0.2605460015261195,0.5175283431547777
Composition,p90p100,Thailand,-0.5146185551374021,0.40341685504103775
Composition,p90p100,Togo,-0.36760290704954157,0.9594899875948611
Composition,p90p100,Turkey,-0.14301070428823215,0.5306542828699093
Composition,p90p100,United Kingdom,-0.6810542903361669,0.6271904882565753
Composition,p90p100,United States,-0.4577505699210729,0.6643904493347637
Composition,p90p100,Uruguay,-0.2213742961662707,0.37453624462858726
Composition,p90p100,Venezuela,-0.13172428364051725,0.17444658545173133
Composition,p99p100,Algeria,-0.8927112782533123,0.9192211008591414
Composition,p99p100,Argentina,-0.7442570260764738,0.4603533309217499
Composition,p99p100,Australia,-0.46090997876128414,0.3662009085107721
Composition,p99p100,Austria,-1.5796794971007246,0.866079195212381
Composition,p99p100,Bahamas,NA,NA
Composition,p99p100,Bahrain,-0.4216294416144456,0.8468247026716718
Composition,p99p100,Bangladesh,-0.4118883172545331,0.6809592420717707
Composition,p99p100,Belgium,-0.6306673636919353,0.7515824521930247
Composition,p99p100,Belize,-0.6836525795282131,0.5003600530294656
Composition,p99p100,Bolivia,-0.8489480746520501,0.4496337854659937
Composition,p99p100,Brazil,-0.39708552296766253,0.3540323721290296
Composition,p99p100,Burkina Faso,-0.05609718816963083,0.9565112415648288
Composition,p99p100,Canada,0.0034165059770192574,0.38154479790224916
Composition,p99p100,Chile,-0.5362070070702755,0.6888120916661208
Composition,p99p100,Colombia,-0.8201311644572328,0.48886741073452045
Composition,p99p100,Costa Rica,NA,NA
Composition,p99p100,Cote d'Ivoire,1.0848420307888196,0.8953570311544169
Composition,p99p100,Cyprus,0.7563336342723608,0.9211679139568844
Composition,p99p100,Denmark,-0.29657069898046484,0.42070308286965713
Composition,p99p100,Egypt,-0.553693360869045,0.6646795164192965
Composition,p99p100,El Salvador,-1.064422941928448,0.5696010719532065
Composition,p99p100,Finland,0.012086380701996413,0.5478710222419612
Composition,p99p100,France,-0.11092462969342254,0.7387506550375021
Composition,p99p100,Germany,-0.43726611701433704,0.6954691263805952
Composition,p99p100,Ghana,0.08421790258591644,0.61894211598825
Composition,p99p100,Greece,-0.5351284936495684,0.7063664225090794
Composition,p99p100,Guatemala,-0.5667046652537631,0.34693177991916346
Composition,p99p100,Guyana,-0.557628073488934,0.3006075987352798
Composition,p99p100,Honduras,-1.0274697564626396,0.9438135173344365
Composition,p99p100,Iceland,NA,NA
Composition,p99p100,India,-0.561963193593951,0.9511433843727305
Composition,p99p100,Indonesia,-0.8277318586310315,0.4849661538716945
Composition,p99p100,Iran,-0.7938776209278111,0.4122964524526767
Composition,p99p100,Ireland,-0.5238243381959664,0.3033823897413941
Composition,p99p100,Italy,-0.4446483755206274,0.3979312695196977
Composition,p99p100,Jamaica,-0.6936073998614967,0.44726362378105855
Composition,p99p100,Japan,-0.3096373792286191,0.3068078654637623
Composition,p99p100,Jordan,-0.5634639605954218,0.7268473819014524
Composition,p99p100,Kenya,-0.5032623962905411,0.93000439676105
Composition,p99p100,Lebanon,-2.068220121286406,0.9156856533166409
Composition,p99p100,Luxembourg,-0.992134305716285,0.8665044289865181
Composition,p99p100,Malaysia,-0.07223216504908403,0.13694850332231479
Composition,p99p100,Malta,0.13060416146441978,0.9842736265720072
Composition,p99p100,Mexico,0.2430581718549094,0.8341441004571268
Composition,p99p100,Netherlands,-0.7953119619825584,0.8115843530150414
Composition,p99p100,New Zealand,-0.453730026401832,0.25006575051496266
Composition,p99p100,Norway,-0.11867876983101389,0.22419379542949727
Composition,p99p100,Pakistan,-0.22103012750229156,0.28426241631769733
Composition,p99p100,Paraguay,-0.4945256713988654,0.7029711771885568
Composition,p99p100,Portugal,-0.7470470876721703,0.7619366610331183
Composition,p99p100,Singapore,-0.22009882266565595,0.4290948293668439
Composition,p99p100,South Africa,-0.13348433578264485,0.5706565840870174
Composition,p99p100,South Korea,-0.5468488441991778,0.8382937430659837
Composition,p99p100,Spain,-0.5384110003953602,0.4357717931500411
Composition,p99p100,Sweden,-0.398754244875582,0.6376906159558703
Composition,p99p100,Switzerland,-0.6850181702421766,0.613623288347373
Composition,p99p100,Thailand,0.10349348480234055,0.5740697150340206
Composition,p99p100,Togo,-1.7176795277564911,0.971317169647782
Composition,p99p100,Turkey,-0.2129642076620072,0.3525023900258765
Composition,p99p100,United Kingdom,-0.45521078390538017,0.4951917204936994
Composition,p99p100,United States,-1.0820108255145284,0.9047295087082994
Composition,p99p100,Uruguay,-1.062867739698441,0.882793868971728
Composition,p99p100,Venezuela,-0.7664430631012948,0.9202535918620278
Composition,gini,Argentina,-0.010682572666921408,0.9282732151568356
Composition,gini,Australia,-0.2973833302380846,0.54210789981379
Composition,gini,Bangladesh,0.013650465057707839,0.9263826881085411
Composition,gini,Belgium,-0.3048179441220924,0.8746418790825541
Composition,gini,Brazil,-0.37738373189412444,0.931084522179864
Composition,gini,Canada,-0.4378329427537355,0.8409203028865739
Composition,gini,Chile,-0.2449180715492053,0.9661278628530048
Composition,gini,Colombia,0.12418207258149838,0.60182429830906
Composition,gini,Costa Rica,NA,NA
Composition,gini,Cyprus,0.04731632544311881,0.5160103951150515
Composition,gini,Denmark,-0.5122052294620343,0.8313657785837444
Composition,gini,Egypt,-0.3961947804476531,0.7504720405350286
Composition,gini,Finland,-0.17078753772987976,0.8936170199535566
Composition,gini,France,-0.3179857527999701,0.8026307629451572
Composition,gini,Germany,-0.2252920583732908,0.7531344539966243
Composition,gini,Greece,-0.1605726053696921,0.8213557110102642
Composition,gini,Guatemala,-0.19823225109798615,0.933581145810306
Composition,gini,India,0.8241396684576454,0.8689016067633311
Composition,gini,Indonesia,-0.01937451174270821,0.9514800360925338
Composition,gini,Iran,0.03865291401631721,0.9026572412419065
Composition,gini,Ireland,-0.0236202591769209,0.8647090358833269
Composition,gini,Italy,-0.5671639177617257,0.8545879400158221
Composition,gini,Japan,-0.1864749185087211,0.6563239898912439
Composition,gini,Kenya,-0.0381022305458566,0.33747356691101466
Composition,gini,Luxembourg,-0.6649554891819462,0.8908422286686047
Composition,gini,Malaysia,-0.09016088810304301,0.5861210488910517
Composition,gini,Mexico,0.04925001194320666,0.834358863854218
Composition,gini,Netherlands,-0.059577816633895386,0.7891855242572339
Composition,gini,New Zealand,-0.4562503045671098,0.9691295103085525
Composition,gini,Norway,-0.1799649848444128,0.6145054854942565
Composition,gini,Pakistan,-0.36555880874675095,0.7825010976439875
Composition,gini,Portugal,-0.2818803880393994,0.8935961735296504
Composition,gini,Singapore,0.04750578085459267,0.8177204124043764
Composition,gini,South Africa,-0.09401112311033266,0.8539006297795518
Composition,gini,South Korea,-0.30223782253895937,0.9124263050081204
Composition,gini,Spain,-0.44827054215966045,0.8272036611921717
Composition,gini,Sweden,-0.6198740606334393,0.8707910446295634
Composition,gini,Switzerland,-0.4203515861254,0.9634969946667208
Composition,gini,Thailand,-0.08914095315063952,0.9174033266991872
Composition,gini,Turkey,-0.23876899504763838,0.9523205094723791
Composition,gini,United Kingdom,-0.7390116852369468,0.9615224674046658
Composition,gini,United States,-0.08486965909466548,0.7938638680708036
Composition,gini,Uruguay,-0.7110901806281501,0.8672706802989009
Composition,gini,Venezuela,-0.06598362545243575,0.8641012388474765
