spec,dv,country,income_group,n_obs,status,aic,bic,best_order
Baseline (p=2),p90p100,Guatemala,Lower middle income,42,ok,-325.45218013310466,-313.4571756661745,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Guyana,Lower middle income,42,ok,-329.0150012463084,-317.01999677937823,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Haiti,Low income,42,ok,-326.43981389935806,-314.4448094324279,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Honduras,Lower middle income,42,ok,-328.4049621662021,-316.40995769927196,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Iceland,High income,42,ok,-245.46670675360355,-231.75813021996908,"(1,1,0,0,0)"
Baseline (p=2),p90p100,India,Low income,42,ok,-247.80945614687607,-230.673735479833,"(1,0,1,1,1)"
Baseline (p=2),p90p100,Indonesia,Lower middle income,42,ok,-218.13775221574377,-206.14274774881363,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Iran,Lower middle income,42,ok,-221.5593768359693,-209.56437236903912,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Ireland,High income,42,ok,-261.2145394422027,-247.50596290856822,"(1,1,0,0,0)"
Baseline (p=2),p90p100,Italy,High income,42,ok,-347.35741633864063,-330.22169567159756,"(1,1,1,0,1)"
Baseline (p=2),p90p100,Jamaica,Lower middle income,42,ok,-328.58986334665764,-316.5948588797275,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Japan,High income,42,ok,-270.1080618586617,-252.97234119161863,"(1,0,1,1,1)"
Baseline (p=2),p90p100,Jordan,Lower middle income,42,ok,-274.90997880393905,-258.0211842627997,"(2,0,1,0,1)"
Baseline (p=2),p90p100,Kenya,Low income,42,ok,-276.3799175513229,-241.4451229826003,"(3,3,3,3,3)"
Baseline (p=2),p90p100,Lebanon,Upper middle income,42,ok,-276.51865006502385,-261.09650146468505,"(1,1,0,0,1)"
Baseline (p=2),p90p100,Luxembourg,High income,42,ok,-219.6053743699986,-205.89679783636413,"(1,0,0,0,1)"
Baseline (p=2),p90p100,Malaysia,Upper middle income,42,ok,-272.71813675672394,-257.2959881563852,"(1,0,0,1,1)"
Baseline (p=2),p90p100,Malta,High income,42,ok,-290.29037405683874,-276.5817975232043,"(1,0,0,1,0)"
Baseline (p=2),p90p100,Mauritania,Low income,42,ok,-205.34316108900737,-181.69884873141226,"(2,2,2,0,2)"
Baseline (p=2),p90p100,Mexico,Upper middle income,42,ok,-258.8692829141789,-223.93448834545632,"(3,3,3,3,3)"
Baseline (p=2),p90p100,Netherlands,High income,42,ok,-328.80894683037116,-313.38679823003235,"(1,1,0,0,1)"
Baseline (p=2),p90p100,New Zealand,High income,42,ok,-200.86491935775655,-183.9761248166172,"(2,0,0,2,0)"
Baseline (p=2),p90p100,Norway,High income,42,ok,-243.3555743027959,-229.64699776916143,"(1,0,0,0,1)"
Baseline (p=2),p90p100,Pakistan,Low income,42,ok,-294.3409571741794,-275.7632831789261,"(2,0,0,1,2)"
Baseline (p=2),p90p100,Panama,Upper middle income,42,ok,-336.90164799263374,-324.9066435257036,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Paraguay,Lower middle income,42,ok,-329.4519127178479,-314.0297641175091,"(1,0,1,0,1)"
Baseline (p=2),p90p100,Portugal,High income,42,ok,-264.5144099487635,-247.62561540762414,"(2,1,0,1,0)"
Baseline (p=2),p90p100,Singapore,High income,42,ok,-222.5553357776815,-207.13318717734273,"(1,1,0,0,1)"
Baseline (p=2),p90p100,South Africa,Upper middle income,42,ok,-253.38376741347895,-237.96161881314018,"(1,0,1,0,1)"
Baseline (p=2),p90p100,South Korea,High income,42,ok,-280.67772183551045,-268.6827173685803,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Spain,High income,42,ok,-305.7767706730546,-292.06819413942014,"(1,1,0,0,0)"
Baseline (p=2),p90p100,Sweden,High income,42,ok,-284.30579056056456,-270.5972140269301,"(1,0,0,0,1)"
Baseline (p=2),p90p100,Switzerland,High income,42,ok,-272.08725550740496,-256.66510690706616,"(1,1,0,0,1)"
Baseline (p=2),p90p100,Thailand,Lower middle income,42,ok,-245.4263138100295,-231.71773727639504,"(1,0,1,0,0)"
Baseline (p=2),p90p100,Togo,Low income,42,ok,-328.85871386964044,-315.15013733600597,"(1,1,0,0,0)"
Baseline (p=2),p90p100,Trinidad and Tobago,Upper middle income,42,ok,-333.31720120419,-319.6086246705555,"(1,0,0,0,1)"
Baseline (p=2),p90p100,Turkey,Upper middle income,42,ok,-280.6835285095524,-263.5478078425093,"(1,1,1,0,1)"
Baseline (p=2),p90p100,United Arab Emirates,High income,42,ok,-356.74079514673707,-341.3186465463983,"(1,1,0,0,1)"
Baseline (p=2),p90p100,United Kingdom,High income,42,ok,-279.65358556299543,-264.23143696265663,"(1,1,0,0,1)"
Baseline (p=2),p90p100,United States,High income,42,ok,-320.1590517369465,-308.16404727001634,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Uruguay,Upper middle income,42,ok,-276.76900293523016,-263.0604264015957,"(1,0,0,0,1)"
Baseline (p=2),p90p100,Venezuela,Upper middle income,42,ok,-327.5561498402454,-315.56114537331524,"(1,0,0,0,0)"
Baseline (p=2),p90p100,Zambia,Low income,42,ok,-308.46594869602797,-273.5311541273054,"(3,3,3,3,3)"
Baseline (p=2),p99p100,Algeria,Lower middle income,42,ok,-283.11788178814106,-266.2290872470017,"(2,0,1,0,1)"
Baseline (p=2),p99p100,Argentina,Upper middle income,42,ok,-232.63064307723104,-218.92206654359657,"(1,0,0,0,1)"
Baseline (p=2),p99p100,Australia,High income,42,ok,-315.9845267769841,-303.989522310054,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Austria,High income,42,ok,-351.15687283350576,-339.1618683665756,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Bahamas,High income,42,ok,-301.1495591507589,-284.0138384837158,"(1,1,0,1,1)"
Baseline (p=2),p99p100,Bahrain,High income,42,ok,-287.3697904425781,-273.8587548096666,"(2,0,0,0,0)"
Baseline (p=2),p99p100,Bangladesh,Low income,42,ok,-341.04739279568844,-324.1585982545491,"(2,0,0,0,2)"
Baseline (p=2),p99p100,Belgium,High income,42,ok,-337.98688153819677,-321.0980869970574,"(2,0,0,0,2)"
Baseline (p=2),p99p100,Belize,Lower middle income,42,ok,-299.6465205449505,-285.937944011316,"(1,0,0,1,0)"
Baseline (p=2),p99p100,Bolivia,Lower middle income,42,ok,-297.6458032989159,-285.65079883198575,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Brazil,Upper middle income,42,ok,-259.31729400664955,-247.3222895397194,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Burkina Faso,Low income,42,ok,-307.8360971470711,-272.9013025783485,"(3,3,3,3,3)"
Baseline (p=2),p99p100,Canada,High income,42,ok,-314.8860238733014,-299.4638752729626,"(1,1,0,1,0)"
Baseline (p=2),p99p100,Chile,Upper middle income,42,ok,-262.1997058182126,-248.68867018530108,"(2,0,0,0,0)"
Baseline (p=2),p99p100,Colombia,Lower middle income,42,ok,-246.27463240291308,-234.27962793598294,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Costa Rica,Upper middle income,42,ok,-296.1185756469864,-278.98285497994334,"(1,0,1,1,1)"
Baseline (p=2),p99p100,Cote d'Ivoire,Lower middle income,42,ok,-253.65570366932917,-230.01139131173406,"(2,2,0,2,2)"
Baseline (p=2),p99p100,Cyprus,High income,42,ok,-216.9930023363248,-203.28442580269032,"(1,1,0,0,0)"
Baseline (p=2),p99p100,Denmark,High income,42,ok,-297.1223066470923,-283.4137301134578,"(1,0,0,1,0)"
Baseline (p=2),p99p100,Egypt,Lower middle income,42,ok,-316.46099249050474,-296.1944390411375,"(2,0,2,0,2)"
Baseline (p=2),p99p100,El Salvador,Lower middle income,42,ok,-182.11499368978323,-168.40641715614876,"(1,0,0,0,1)"
Baseline (p=2),p99p100,Finland,High income,42,ok,-281.8702614919628,-266.4481128916241,"(1,0,1,0,1)"
Baseline (p=2),p99p100,France,High income,42,ok,-307.1698126083385,-291.96989752131304,"(1,0,0,0,2)"
Baseline (p=2),p99p100,Germany,High income,42,ok,-315.12064761113265,-293.1652147076515,"(2,1,2,2,0)"
Baseline (p=2),p99p100,Ghana,Low income,42,ok,-361.2761587412392,-341.009605291872,"(2,0,0,2,2)"
Baseline (p=2),p99p100,Greece,High income,42,ok,-290.33289655114737,-273.444102010008,"(2,2,0,0,0)"
Baseline (p=2),p99p100,Guatemala,Lower middle income,42,ok,-297.2684602087593,-285.27345574182914,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Guyana,Lower middle income,42,ok,-295.22110692453526,-283.2261024576051,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Haiti,Low income,42,ok,-292.36118794224643,-280.3661834753163,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Honduras,Lower middle income,42,ok,-296.95858307938187,-284.9635786124517,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Iceland,High income,42,ok,-232.01148035918322,-220.01647589225308,"(1,0,0,0,0)"
Baseline (p=2),p99p100,India,Low income,42,ok,-306.6096254989888,-271.67483093026624,"(3,3,3,3,3)"
Baseline (p=2),p99p100,Indonesia,Lower middle income,42,ok,-247.1207140404893,-229.98499337344623,"(1,1,1,0,1)"
Baseline (p=2),p99p100,Iran,Lower middle income,42,ok,-256.8058853762169,-244.81088090928677,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Ireland,High income,42,ok,-293.02739646187365,-279.3188199282392,"(1,1,0,0,0)"
Baseline (p=2),p99p100,Italy,High income,42,ok,-364.5111142804107,-352.51610981348057,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Jamaica,Lower middle income,42,ok,-294.8093124051913,-279.38716380485255,"(1,1,0,1,0)"
Baseline (p=2),p99p100,Japan,High income,42,ok,-282.35828767223506,-266.93613907189626,"(1,0,1,0,1)"
Baseline (p=2),p99p100,Jordan,Lower middle income,42,ok,-269.73522478410734,-256.22418915119584,"(2,0,0,0,0)"
Baseline (p=2),p99p100,Kenya,Low income,42,ok,-223.2584177437458,-206.36962320260645,"(2,0,1,0,1)"
Baseline (p=2),p99p100,Lebanon,Upper middle income,42,ok,-341.1915432041345,-329.1965387372044,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Luxembourg,High income,42,ok,-232.06200091225685,-216.63985231191808,"(1,0,1,0,1)"
Baseline (p=2),p99p100,Malaysia,Upper middle income,42,ok,-299.2185779834155,-287.2235735164854,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Malta,High income,42,ok,-330.4952126340744,-318.50020816714425,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Mauritania,Low income,42,ok,-195.48656801454288,-176.9088940192896,"(2,1,1,0,1)"
Baseline (p=2),p99p100,Mexico,Upper middle income,42,ok,-201.74139770485073,-186.31924910451195,"(1,1,0,1,0)"
Baseline (p=2),p99p100,Netherlands,High income,42,ok,-367.99043250275383,-350.85471183571076,"(1,1,1,0,1)"
Baseline (p=2),p99p100,New Zealand,High income,42,ok,-181.99904062799186,-170.00403616106172,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Norway,High income,42,ok,-225.14390200133968,-211.4353254677052,"(1,0,0,1,0)"
Baseline (p=2),p99p100,Pakistan,Low income,42,ok,-311.1689507245911,-295.7468021242523,"(1,0,1,0,1)"
Baseline (p=2),p99p100,Panama,Upper middle income,42,ok,-298.6658832625226,-283.2437346621838,"(1,0,1,0,1)"
Baseline (p=2),p99p100,Paraguay,Lower middle income,42,ok,-299.71576912370597,-272.69369785788297,"(2,2,2,2,2)"
Baseline (p=2),p99p100,Portugal,High income,42,ok,-310.93011551548153,-298.9351110485514,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Singapore,High income,42,ok,-300.71305480764636,-288.7180503407162,"(1,0,0,0,0)"
Baseline (p=2),p99p100,South Africa,Upper middle income,42,ok,-342.4653485895846,-330.47034412265447,"(1,0,0,0,0)"
Baseline (p=2),p99p100,South Korea,High income,42,ok,-287.4977115045226,-265.8714101048372,"(2,0,1,3,1)"
Baseline (p=2),p99p100,Spain,High income,42,ok,-335.3574233379335,-319.9352747375947,"(1,0,1,0,1)"
Baseline (p=2),p99p100,Sweden,High income,42,ok,-285.44271068190636,-271.7341341482719,"(1,0,0,0,1)"
Baseline (p=2),p99p100,Switzerland,High income,42,ok,-288.7432829591471,-276.74827849221697,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Thailand,Lower middle income,42,ok,-266.9708947884694,-253.26231825483495,"(1,0,0,1,0)"
Baseline (p=2),p99p100,Togo,Low income,42,ok,-383.9421169621995,-368.7422018751741,"(2,0,0,1,0)"
Baseline (p=2),p99p100,Trinidad and Tobago,Upper middle income,42,ok,-301.19609573513014,-289.2010912682,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Turkey,Upper middle income,42,ok,-272.74887639434513,-259.04029986071066,"(1,1,0,0,0)"
Baseline (p=2),p99p100,United Arab Emirates,High income,42,ok,-431.44698262549167,-416.0248340251529,"(1,1,0,1,0)"
Baseline (p=2),p99p100,United Kingdom,High income,42,ok,-304.5575254141633,-292.56252094723317,"(1,0,0,0,0)"
Baseline (p=2),p99p100,United States,High income,42,ok,-285.4583464668248,-273.4633419998947,"(1,0,0,0,0)"
Baseline (p=2),p99p100,Uruguay,Upper middle income,42,ok,-257.10205322519334,-222.16725865647078,"(3,3,3,3,3)"
Baseline (p=2),p99p100,Venezuela,Upper middle income,42,ok,-304.719745384769,-269.78495081604643,"(3,3,3,3,3)"
Baseline (p=2),p99p100,Zambia,Low income,42,ok,-311.8347244929178,-293.2570504976645,"(2,0,0,1,2)"
Baseline (p=2),gini,Algeria,Lower middle income,24,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,Argentina,Upper middle income,42,ok,-15.78260470342758,4.4839487459396565,"(2,0,1,1,2)"
Baseline (p=2),gini,Australia,High income,42,ok,15.322842505870309,32.211637047009674,"(1,1,0,2,0)"
Baseline (p=2),gini,Austria,High income,26,ok,-17.428567127588465,-2.6671423205095195,"(2,0,0,3,2)"
Baseline (p=2),gini,Bahamas,High income,13,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,Bahrain,High income,1,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,Bangladesh,Low income,42,ok,-55.16961932490162,-31.87975627908657,"(2,3,0,3,0)"
Baseline (p=2),gini,Belgium,High income,42,ok,-17.524478792414754,4.43095411106642,"(2,1,2,0,2)"
Baseline (p=2),gini,Belize,Lower middle income,26,ok,-45.01711219335208,-30.25568738627313,"(2,0,1,3,1)"
Baseline (p=2),gini,Bolivia,Lower middle income,28,ok,-7.51065525240768,13.210233770351728,"(2,3,2,2,2)"
Baseline (p=2),gini,Brazil,Upper middle income,42,ok,46.189060238476216,66.45561368784345,"(2,1,2,0,1)"
Baseline (p=2),gini,Burkina Faso,Low income,26,ok,-37.7649827463832,-24.1390521552334,"(1,1,3,0,1)"
Baseline (p=2),gini,Canada,High income,42,ok,39.467515427025845,62.7573784728409,"(1,0,3,2,2)"
Baseline (p=2),gini,Chile,Upper middle income,42,ok,-24.40184720013591,-0.7575348425408066,"(2,2,0,2,2)"
Baseline (p=2),gini,Colombia,Lower middle income,42,ok,63.55154159440357,81.85071970182968,"(2,0,3,0,0)"
Baseline (p=2),gini,Costa Rica,Upper middle income,42,ok,1.584453922059108,21.54719367561486,"(2,0,0,3,1)"
Baseline (p=2),gini,Cote d'Ivoire,Lower middle income,0,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,Cyprus,High income,35,ok,-42.02516907972933,-29.814284882800038,"(1,1,0,0,0)"
Baseline (p=2),gini,Denmark,High income,42,ok,39.791679330240626,56.68047387137999,"(1,0,2,0,1)"
Baseline (p=2),gini,Egypt,Lower middle income,42,ok,22.580021549668068,44.20632294935347,"(1,3,0,2,1)"
Baseline (p=2),gini,El Salvador,Lower middle income,31,ok,-35.415958298161684,-15.432890645533625,"(2,3,2,0,2)"
Baseline (p=2),gini,Finland,High income,42,ok,-9.221627623821249,15.731797068123448,"(2,3,2,0,2)"
Baseline (p=2),gini,France,High income,42,ok,12.724173656569246,32.686913410125,"(2,0,0,3,1)"
Baseline (p=2),gini,Germany,High income,42,ok,-10.307697731575725,3.2033379013357646,"(2,0,0,0,0)"
Baseline (p=2),gini,Ghana,Low income,30,ok,-68.8666575413996,-41.6540833553087,"(3,3,3,3,3)"
Baseline (p=2),gini,Greece,High income,42,ok,-2.1114602080632707,16.46621378719003,"(2,1,1,0,1)"
Baseline (p=2),gini,Guatemala,Lower middle income,42,ok,3.99840682747951,19.198321914504934,"(2,1,0,0,0)"
Baseline (p=2),gini,Guyana,Lower middle income,16,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,Haiti,Low income,12,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,Honduras,Lower middle income,32,ok,-9.554647746422457,1.6549313068747864,"(2,0,0,0,0)"
Baseline (p=2),gini,Iceland,High income,28,ok,2.385569077089329,21.887582274980538,"(2,1,3,3,1)"
Baseline (p=2),gini,India,Low income,42,ok,46.00187268737066,80.93666725609322,"(3,3,3,3,3)"
Baseline (p=2),gini,Indonesia,Lower middle income,42,ok,-45.150231282445446,-21.8603682366304,"(2,0,3,0,3)"
Baseline (p=2),gini,Iran,Lower middle income,42,ok,-45.30143393565484,-10.366639366932276,"(3,3,3,3,3)"
Baseline (p=2),gini,Ireland,High income,42,ok,-47.53734090596919,-20.920354567894847,"(2,1,2,3,2)"
Baseline (p=2),gini,Italy,High income,42,ok,13.505707525047942,38.45913221699264,"(1,1,2,3,2)"
Baseline (p=2),gini,Jamaica,Lower middle income,32,ok,-46.445417261822925,-24.56868398203934,"(2,2,1,3,2)"
Baseline (p=2),gini,Japan,High income,42,ok,0.16271896291119958,20.429272412278436,"(2,0,2,2,0)"
Baseline (p=2),gini,Jordan,Lower middle income,32,ok,-14.374737840470132,2.4396307394757315,"(2,2,0,0,2)"
Baseline (p=2),gini,Kenya,Low income,42,ok,-85.06347155473955,-73.0684670878094,"(1,0,0,0,0)"
Baseline (p=2),gini,Lebanon,Upper middle income,25,ok,-79.93390069437459,-57.02200917384995,"(3,3,3,3,3)"
Baseline (p=2),gini,Luxembourg,High income,35,ok,-19.86335472538881,-0.8087879889923641,"(2,0,2,0,3)"
Baseline (p=2),gini,Malaysia,Upper middle income,42,ok,-82.16930974904483,-60.213876845563654,"(2,1,2,0,2)"
Baseline (p=2),gini,Malta,High income,14,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,Mauritania,Low income,33,ok,-60.913705806305245,-35.69215293638645,"(2,3,3,2,2)"
Baseline (p=2),gini,Mexico,Upper middle income,42,ok,-2.925767826466302,18.7005335732191,"(2,3,0,0,2)"
Baseline (p=2),gini,Netherlands,High income,42,ok,15.869146999339042,29.38018263225053,"(2,0,0,0,0)"
Baseline (p=2),gini,New Zealand,High income,42,ok,-14.632603639059283,11.984382699015057,"(2,0,3,2,3)"
Baseline (p=2),gini,Norway,High income,42,ok,37.672617401826905,59.29891880151231,"(2,3,2,0,0)"
Baseline (p=2),gini,Pakistan,Low income,42,ok,-70.0482570059664,-56.33968047233194,"(1,0,0,0,1)"
Baseline (p=2),gini,Panama,Upper middle income,42,ok,-27.964705711587982,-9.387031716334683,"(2,0,1,0,2)"
Baseline (p=2),gini,Paraguay,Lower middle income,30,ok,20.254805914232666,35.80484830628461,"(2,1,0,3,0)"
Baseline (p=2),gini,Portugal,High income,42,ok,-42.54895650359006,-17.595531811645365,"(2,3,0,1,3)"
Baseline (p=2),gini,Singapore,High income,42,ok,-68.73056285403926,-51.8417683128999,"(1,2,0,1,0)"
Baseline (p=2),gini,South Africa,Upper middle income,42,ok,-69.16751516279912,-53.967600075773696,"(2,0,0,1,0)"
Baseline (p=2),gini,South Korea,High income,42,ok,40.71494637178864,75.64974094051121,"(3,3,3,3,3)"
Baseline (p=2),gini,Spain,High income,42,ok,50.81207870264312,70.77481845619887,"(2,1,0,3,0)"
Baseline (p=2),gini,Sweden,High income,42,ok,36.8763922280186,71.81118679674117,"(3,3,3,3,3)"
Baseline (p=2),gini,Switzerland,High income,42,ok,-33.93698197743062,-5.656433993226635,"(2,3,3,0,3)"
Baseline (p=2),gini,Thailand,Lower middle income,42,ok,-43.865230793585965,-26.976436252446604,"(1,2,0,0,1)"
Baseline (p=2),gini,Togo,Low income,15,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,Trinidad and Tobago,Upper middle income,28,ok,-66.8557749373612,-41.259382615129,"(3,3,3,3,3)"
Baseline (p=2),gini,Turkey,Upper middle income,33,ok,-58.50626765060794,-33.28471478068914,"(2,3,3,1,3)"
Baseline (p=2),gini,United Arab Emirates,High income,11,skipped: too few observations,NA,NA,NA
Baseline (p=2),gini,United Kingdom,High income,42,ok,17.5123310838854,39.1386324835708,"(2,0,2,3,0)"
Baseline (p=2),gini,United States,High income,42,ok,7.670082749225585,42.60487731794815,"(3,3,3,3,3)"
Baseline (p=2),gini,Uruguay,Upper middle income,42,ok,54.625331711071205,68.1363673439827,"(2,0,0,0,0)"
Baseline (p=2),gini,Venezuela,Upper middle income,42,ok,-9.816242205295872,21.791429071167407,"(2,3,3,2,3)"
Baseline (p=2),gini,Zambia,Low income,42,ok,-67.85527724015719,-52.43312863981842,"(1,0,0,1,1)"
Composition,p90p100,Algeria,Lower middle income,42,ok,-303.4213205411659,-276.3992492753429,"(2,0,2,1,2,1,0)"
Composition,p90p100,Argentina,Upper middle income,42,ok,-226.38810100528326,-197.67715028534633,"(2,0,2,2,2,0,1)"
Composition,p90p100,Australia,High income,42,ok,-277.6324202840656,-255.6769873805844,"(1,2,0,2,0,0,0)"
Composition,p90p100,Austria,High income,42,ok,-333.0000370566858,-284.75674931892604,"(3,3,3,3,3,3,3)"
Composition,p90p100,Bahamas,High income,42,"ok: rank-deficient, long-run undefined",-340.37013007601746,-326.661553542383,"(1,0,0,0,0,1,0)"
Composition,p90p100,Bahrain,High income,42,ok,-273.4971780991197,-241.40846847095492,"(2,2,1,0,2,2,2)"
Composition,p90p100,Bangladesh,Low income,42,ok,-331.6006780110191,-309.64524510753796,"(2,1,0,1,0,1,0)"
Composition,p90p100,Belgium,High income,42,ok,-327.70148695931755,-279.45819922155783,"(3,3,3,3,3,3,3)"
Composition,p90p100,Belize,Lower middle income,42,ok,-334.49307332930266,-317.3573526622596,"(1,1,0,0,0,0,0)"
Composition,p90p100,Bolivia,Lower middle income,42,ok,-325.62595740992515,-308.4902367428821,"(1,0,1,0,0,0,0)"
Composition,p90p100,Brazil,Upper middle income,42,ok,-290.66956146555475,-275.247412865216,"(1,0,0,0,0,0,0)"
Composition,p90p100,Burkina Faso,Low income,42,ok,-271.67607081036454,-248.03175845276942,"(2,0,0,2,0,2,0)"
Composition,p90p100,Canada,High income,42,ok,-317.3269200289611,-298.4776272952137,"(1,1,0,1,0,0,0)"
Composition,p90p100,Chile,Upper middle income,42,ok,-290.0728934807099,-241.82960574295018,"(3,3,3,3,3,3,3)"
Composition,p90p100,Colombia,Lower middle income,42,ok,-258.6176915984156,-233.28449978670656,"(2,2,2,0,0,1,0)"
Composition,p90p100,Costa Rica,Upper middle income,42,"ok: rank-deficient, long-run undefined",-319.1663475997894,-295.5220352421943,"(2,0,0,2,1,2,2)"
Composition,p90p100,Cote d'Ivoire,Lower middle income,36,ok,-193.0661352833337,-149.66741600080576,"(3,3,3,3,3,3,3)"
Composition,p90p100,Cyprus,High income,35,ok,-173.7146436322192,-155.39831733682527,"(1,1,0,0,0,1,1)"
Composition,p90p100,Denmark,High income,42,ok,-289.3649780486742,-273.9428294483354,"(1,0,0,0,0,0,0)"
Composition,p90p100,Egypt,Lower middle income,42,ok,-330.1714800232293,-304.8382882115203,"(2,0,0,1,2,1,1)"
Composition,p90p100,El Salvador,Lower middle income,42,ok,-241.81044638552567,-193.56715864776592,"(3,3,3,3,3,3,3)"
Composition,p90p100,Finland,High income,42,ok,-282.1066665888937,-264.9709459218506,"(1,0,0,0,0,0,1)"
Composition,p90p100,France,High income,42,ok,-321.566835673452,-286.6320411047294,"(2,3,1,3,2,0,2)"
Composition,p90p100,Germany,High income,42,ok,-294.7510181047995,-275.9017253710521,"(1,1,0,0,0,0,1)"
Composition,p90p100,Ghana,Low income,42,ok,-359.88887655041685,-341.31120255516356,"(2,0,0,0,0,1,0)"
Composition,p90p100,Greece,High income,42,ok,-264.6469772535471,-224.7214977464356,"(2,3,2,3,0,3,3)"
Composition,p90p100,Guatemala,Lower middle income,42,ok,-328.12942047944784,-310.99369981240477,"(1,0,0,0,0,0,1)"
Composition,p90p100,Guyana,Lower middle income,42,ok,-328.2481171861743,-312.82596858583554,"(1,0,0,0,0,0,0)"
Composition,p90p100,Haiti,Low income,15,skipped: too few observations,NA,NA,NA
Composition,p90p100,Honduras,Lower middle income,35,ok,-305.88245700440217,-263.3761158232101,"(3,3,3,3,3,3,3)"
Composition,p90p100,Iceland,High income,42,"ok: rank-deficient, long-run undefined",-243.8322396169225,-224.9829468831751,"(1,1,0,0,1,1,1)"
Composition,p90p100,India,Low income,42,ok,-246.45952637443173,-225.89666157398005,"(1,0,1,1,1,0,0)"
Composition,p90p100,Indonesia,Lower middle income,42,ok,-242.93481130681477,-214.22386058687783,"(2,0,1,2,0,2,2)"
Composition,p90p100,Iran,Lower middle income,42,ok,-219.8059275143064,-204.38377891396763,"(1,0,0,0,0,0,0)"
Composition,p90p100,Ireland,High income,42,ok,-262.87672160760644,-242.31385680715476,"(1,0,1,0,1,1,0)"
Composition,p90p100,Italy,High income,42,ok,-356.3594095741897,-334.0829727070337,"(1,1,1,0,1,0,1)"
Composition,p90p100,Jamaica,Lower middle income,42,ok,-330.3294829458466,-314.9073343455078,"(1,0,0,0,0,0,0)"
Composition,p90p100,Japan,High income,42,ok,-266.8729459280513,-246.31008112759963,"(1,0,1,1,1,0,0)"
Composition,p90p100,Jordan,Lower middle income,42,ok,-303.7469191913243,-281.4704823241683,"(1,1,1,0,1,1,0)"
Composition,p90p100,Kenya,Low income,42,ok,-283.1875220110445,-244.92560415006264,"(2,2,3,3,1,2,2)"
Composition,p90p100,Lebanon,Upper middle income,42,ok,-274.6999898905917,-255.85069715684432,"(1,1,0,0,1,0,0)"
Composition,p90p100,Luxembourg,High income,42,ok,-237.78819414490368,-189.54490640714394,"(3,3,3,3,3,3,3)"
Composition,p90p100,Malaysia,Upper middle income,42,ok,-271.6616745216952,-252.8123817879478,"(1,0,0,1,1,0,0)"
Composition,p90p100,Malta,High income,35,ok,-272.464227054105,-235.8208294841118,"(2,3,3,3,3,1,2)"
Composition,p90p100,Mauritania,Low income,32,skipped: too few observations,NA,NA,NA
Composition,p90p100,Mexico,Upper middle income,42,ok,-263.35440626858616,-215.11111853082642,"(3,3,3,3,3,3,3)"
Composition,p90p100,Netherlands,High income,42,ok,-348.4327968488677,-311.8344406340155,"(2,2,2,2,2,1,3)"
Composition,p90p100,New Zealand,High income,42,ok,-222.4032472182064,-195.38117595238342,"(2,1,0,2,1,0,2)"
Composition,p90p100,Norway,High income,42,ok,-255.71047015540512,-238.57474948836204,"(1,0,0,0,0,0,1)"
Composition,p90p100,Pakistan,Low income,42,ok,-309.0485794922023,-260.8052917544426,"(3,3,3,3,3,3,3)"
Composition,p90p100,Panama,Upper middle income,13,skipped: too few observations,NA,NA,NA
Composition,p90p100,Paraguay,Lower middle income,42,ok,-351.6790452614125,-336.2568966610737,"(1,0,0,0,0,0,0)"
Composition,p90p100,Portugal,High income,42,ok,-260.75177622140166,-238.79634331792047,"(2,0,1,1,1,0,0)"
Composition,p90p100,Singapore,High income,42,ok,-228.62459414390807,-206.34815727675206,"(1,1,0,1,1,0,1)"
