year,ifs,iso,country,region,income_group,lending_category,pvd,hhd,gg,cg,pop,emp,hc,ctfp,labsh,pl_c,pl_i,pl_g,pl_x,pl_m,debt,debt_imp,rgdpc,population,growth,log_growth
2010,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,0.7443182775970076,0.13236152026429987,NA,0.2689541584828858,114092963,46121620.178222656,2.599172830581665,0.644693911075592,0.3807435631752014,0.5762582421302795,0.6263058185577393,0.36586666107177734,0.6417251229286194,0.5988286137580872,0.2689541584828858,0.2689541584828858,14697.2981,111432.7712,0.04778709814344336,0.04668041463448148
2011,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,0.7939889569189266,0.13543170317142272,NA,0.2765684229518159,115695473,47138889.31274414,2.618360757827759,0.6489425301551819,0.3678421080112457,0.6057513356208801,0.628219723701477,0.35212966799736023,0.6676452159881592,0.6346021294593811,0.2765684229518159,0.2765684229518159,15210,112824.5105,0.03488409206315275,0.0342894321013896
2012,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,0.7855869105871495,0.1392226051781436,NA,0.2815182338454478,117274155,48706733.70361328,2.637690305709839,0.6550140976905823,0.3617641627788544,0.5742926001548767,0.6155248284339905,0.34794411063194275,0.6725780367851257,0.6084659099578857,0.2815182338454478,0.2815182338454478,15639,114161.6335,0.028205128205128206,0.027814688182876978
2013,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,0.8678344221217352,0.1456904678353339,NA,0.30761159167121443,118827161,49227310.18066406,2.657162666320801,0.6453393697738647,0.3761442005634308,0.6224029660224915,0.6252313256263733,0.3890499770641327,0.6967880129814148,0.6701920628547668,0.30761159167121443,0.30761159167121443,15680,115469.4978,0.0026216510007033697,0.002618220468183187
2014,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,0.9228000827742336,0.14599184289882255,NA,0.3261818284923633,120355128,49415409.088134766,2.676778793334961,0.6371562480926514,0.3741915225982666,0.6288414597511292,0.6273982524871826,0.393205463886261,0.7135691046714783,0.6591966152191162,0.3261818284923633,0.3261818284923633,15856,116754.9305,0.011224489795918367,0.011161962665370409
2015,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,0.9996381474039776,0.15213253051373904,NA,0.3497221927784292,121858258,50611331.939697266,2.6965396404266357,0.6143906116485596,0.377999871969223,0.5319512486457825,0.5755162835121155,0.3530108332633972,0.6589937806129456,0.6005865335464478,0.3497221927784292,0.3497221927784292,16096,118015.9809,0.015136226034308779,0.01502281632969661
2016,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,1.0720143254596888,0.1594094020510486,NA,0.37001054892934127,123333376,51594753.26538086,2.7164463996887207,0.6200541853904724,0.36845627427101135,0.4679395258426666,0.5347395539283752,0.3128371834754944,0.6569004058837891,0.6043841242790222,0.37001054892934127,0.37001054892934127,16133,119251.6737,0.002298707753479125,0.0022960697666781346
2017,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,1.0814958367071743,0.1601288030644582,NA,0.3520619108962783,124777324,52340751.64794922,2.7365002632141113,0.6089574694633484,0.35616597533226013,0.4952104389667511,0.5548856854438782,0.3390873968601227,0.6742769479751587,0.6259099841117859,0.3520619108962783,0.3520619108962783,16308.6402,120465.9102,0.01088701419450814,0.010828177308947117
2018,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,1.007091966285158,0.1603936158145277,NA,0.35349965716433035,126190788,53721195.220947266,2.756701946258545,0.6029012799263,0.3602636754512787,0.5068003535270691,0.5834345817565918,0.3457674980163574,0.7005583643913269,0.6496952772140503,0.35349965716433035,0.35349965716433035,16494.079,121655.7644,0.011370586249122213,0.011306427027207588
2019,273,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,1.0144078153738971,0.16031283100993762,NA,0.36128475543893446,127575529,54993595.123291016,2.777052879333496,0.5814085006713867,0.3602636754512787,0.5246620178222656,0.6040295362472534,0.35820382833480835,0.7234076857566833,0.6577248573303223,0.36128475543893446,0.36128475543893446,NA,NA,NA,NA
1950,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.03942937324602432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03942937324602432,0.03942937324602432,2485,6433.799,NA,NA
1951,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.03072916666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03072916666666666,0.03072916666666666,2295,6581.839,-0.07645875251509054,-0.07953981603608351
1952,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.03866141732283465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03866141732283465,0.03866141732283465,2345,6748.378,0.02178649237472767,0.02155255838573428
1953,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.05702133794694349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05702133794694349,0.05702133794694349,2295,6928.942,-0.021321961620469083,-0.02155255838573419
1954,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.0781439641490057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0781439641490057,0.0781439641490057,2375,7117.564,0.034858387799564274,0.03426459397409608
1955,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.1217948717948718,7240624.491244423,2520192.1463012695,1.313363790512085,NA,0.30572617053985596,0.091945119202137,0.08515351265668869,0.0935901328921318,0.13747332990169525,0.11452212184667589,0.1217948717948718,0.1217948717948718,2327,7311.72,-0.020210526315789474,-0.020417553166449835
1956,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.12183794466403162,7446545.52348628,2565601.8257141113,1.321312665939331,NA,0.30572617053985596,0.09358607232570648,0.0853339210152626,0.09404795616865158,0.12886182963848114,0.11956943571567535,0.12183794466403162,0.12183794466403162,2399,7519.663,0.03094112591319295,0.03047209953740276
1957,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.1494342567303941,7663982.58491104,2613485.813140869,1.329309582710266,NA,0.30572617053985596,0.09794462472200394,0.08245870471000671,0.09702197462320328,0.12515488266944885,0.12460841983556747,0.1494342567303941,0.1494342567303941,2319,7739.235,-0.03334722801167153,-0.033915925584162954
1958,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,NA,7888473.379480554,2662216.6633605957,1.3373548984527588,NA,0.30572617053985596,0.09760089963674544,0.0846724882721901,0.09559830278158188,0.11920464038848876,0.12657932937145233,NA,0.1616350668841637,2252,7965.93,-0.028891763691246228,-0.029317347995950666
1959,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,NA,8116020.256585402,2710384.6073150635,1.3454489707946775,0.38124945759773254,0.30572617053985596,0.09265011548995972,0.07402268797159195,0.0898476094007492,0.14388665556907654,0.1268397867679596,NA,0.17243347050542765,2338,8195.711,0.03818827708703375,0.037477152772432624
1960,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.19505164131674063,8346538.220110576,2757929.0866851807,1.353592038154602,0.39413735270500183,0.30572617053985596,0.09168963879346848,0.07976707071065903,0.08799014240503311,0.15088094770908356,0.11403056979179382,0.19505164131674063,0.19505164131674063,2439,8428.493,0.043199315654405476,0.04229225618390658
1961,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.2492092374024285,8579162.1984855,2833564.281463623,1.3669922351837158,0.4209350347518921,0.30572617053985596,0.08924698084592819,0.08825112134218216,0.08736056834459305,0.134429931640625,0.12009437382221222,0.2492092374024285,0.2492092374024285,2538,8663.401,0.04059040590405904,0.039788250058412584
1962,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.22775952185870693,8819784.311283091,2911773.443222046,1.3805251121520996,0.4235375225543976,0.30572617053985596,0.08823871612548828,0.09223847091197968,0.08896525204181671,0.13888661563396454,0.13424113392829895,0.22775952185870693,0.22775952185870693,2609,8906.385,0.02797478329393223,0.027590636862395556
1963,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.23516695275423768,9059496.021248773,2989613.2946014404,1.3941919803619385,0.43160128593444824,0.30572617053985596,0.09213712811470032,0.08951079845428467,0.0918862596154213,0.13010284304618835,0.13931091129779816,0.23516695275423768,0.23516695275423768,2660,9148.451,0.019547719432732848,0.0193591166390164
1964,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.24217964711204715,9306087.69452407,3069653.7494659424,1.4079941511154177,0.4278623163700104,0.30572617053985596,0.09312961250543594,0.09180544316768646,0.09206503629684448,0.14056487381458282,0.14933519065380096,0.24217964711204715,0.24217964711204715,2754,9397.464,0.035338345864661655,0.03472827751285541
1965,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.2743641947764363,9553844.758976316,3150007.963180542,1.4219329357147217,0.4291997253894806,0.30572617053985596,0.09343411028385162,0.09040302038192748,0.09282679855823515,0.15273787081241608,0.1519075334072113,0.2743641947764363,0.2743641947764363,2876,9647.654,0.04429920116194626,0.04334603955233719
1966,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.28021545921073904,9803542.568054678,3230930.5667877197,1.4369351863861084,0.431090384721756,0.30572617053985596,0.09509167820215224,0.0907144770026207,0.09253589808940887,0.14552007615566254,0.15734225511550903,0.28021545921073904,0.28021545921073904,2942,9899.803,0.02294853963838665,0.022689182320445485
1967,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.2979940805571182,10056136.855852406,3312735.5575561523,1.4520957469940186,0.42760568857192993,0.30572617053985596,0.09886232018470764,0.0917380079627037,0.0930432826280594,0.13720610737800598,0.15926925837993622,0.2979940805571182,0.2979940805571182,2917,10154.878,-0.00849762066621346,-0.008533931293661461
1968,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.32007356328601844,10308123.893628435,3394268.274307251,1.4674161672592163,0.4246824979782105,0.30572617053985596,0.10044556111097336,0.09195733070373537,0.09346472471952438,0.13089127838611603,0.1689411848783493,0.32007356328601844,0.32007356328601844,3096,10409.339,0.06136441549537196,0.05955526484189622
1969,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.3537224114343662,10558628.22139814,3475240.468978882,1.4828983545303345,0.42187920212745667,0.30572617053985596,0.10109803080558775,0.09138589352369308,0.09374147653579712,0.1533772498369217,0.17462146282196045,0.3537224114343662,0.3537224114343662,3196,10662.303,0.03229974160206718,0.031789072176547535
1970,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.35689014503221933,10804131,3554496.0498809814,1.4985438585281372,0.4444821178913117,0.30572617053985596,0.1021064594388008,0.0901443362236023,0.09406524896621704,0.14847387373447418,0.1760406196117401,0.35689014503221933,0.35689014503221933,3314,10910.216,0.036921151439299124,0.03625589110034289
1971,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.3987664910372654,11062432.999999998,3671677.350997925,1.5268863439559937,0.5016747117042542,0.30572617053985596,0.09459931403398514,0.09024474769830704,0.08111593127250671,0.11448188126087187,0.14714539051055908,0.3987664910372654,0.3987664910372654,3475,11171.333,0.04858177429088715,0.047438560012384307
1972,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.42368327552974017,11324277,3781677.722930908,1.55576491355896,0.508472740650177,0.30572617053985596,0.1070014238357544,0.10189728438854218,0.0965203270316124,0.11957282572984695,0.17587150633335114,0.42368327552974017,0.42368327552974017,3649,11441.462,0.05007194244604317,0.048858678437555154
1973,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.38044231096218745,11592638,3892970.80039978,1.585189700126648,0.5436140894889832,0.30572617053985596,0.13605202734470367,0.13237008452415466,0.11771136522293092,0.17168694734573364,0.21008531749248505,0.38044231096218745,0.38044231096218745,4081,11711.866,0.11838859961633325,0.111888898969358
1974,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.33898908961162383,11871103.999999998,4013277.053833008,1.615170955657959,0.6051419973373413,0.30572617053985596,0.15727895498275757,0.143866628408432,0.12776759266853333,0.1876296103000641,0.21434059739112857,0.33898908961162383,0.33898908961162383,4285,11986.26,0.049987748100955645,0.04877849562607446
1975,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.39867198042564694,12162187,4142580.032348633,1.6457194089889526,0.5591127872467041,0.30572617053985596,0.16492202877998352,0.1438177078962326,0.13702492415905,0.1847296953201294,0.24113550782203672,0.39867198042564694,0.39867198042564694,4221,12267.303,-0.014935822637106185,-0.015048485249381365
1976,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.4193871934891133,12468689,4277624.607086182,1.676395058631897,0.5687915086746216,0.30572617053985596,0.16463156044483185,0.14406944811344147,0.13139034807682037,0.2126646786928177,0.243488147854805,0.4193871934891133,0.4193871934891133,4638,12553.963,0.098791755508173415,0.09421117203297823
1977,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.4319167659191038,12790312,4422326.08795166,1.707642674446106,0.5624681115150452,0.30572617053985596,0.1780722439289093,0.15400023758411407,0.15516133606433868,0.24302376806735992,0.2592526078224182,0.4319167659191038,0.4319167659191038,4903,12845.381,0.05713669685209142,0.05556402383575631
1978,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.4262116569552511,13122838.999999998,4585248.947143555,1.731957197189331,0.5612276792526245,0.30572617053985596,0.20237618684768677,0.19812990725040436,0.17832940816879272,0.27282583713531494,0.2961677014827728,0.4262116569552511,0.4262116569552511,5214,13138.53,0.06343055272282276,0.06150005284221375
1979,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.41053793145542467,13460030.999999998,4746026.992797852,1.756234645843506,0.5734851360321045,0.30572617053985596,0.22243790328502655,0.24466778337955475,0.20076271891593933,0.32234567403793335,0.3306118845939636,0.41053793145542467,0.41053793145542467,5510,13443.844,0.05677023398542386,0.05521730765351318
1980,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.4024360774328905,13798084.999999998,4890689.849853516,1.780852437019348,0.5808379650115967,0.30572617053985596,0.23870576918125153,0.24705861508846283,0.21923679113388064,0.3553560674190521,0.3421117663383484,0.4024360774328905,0.4024360774328905,5829,13764.352,0.05789473684210526,0.056280835898589565
1981,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.494511469166426,14134058,5155569.553375244,1.8198474645614624,0.5586031675338745,0.30572617053985596,0.24555958807468417,0.2470567375421524,0.2139764130115509,0.3400116562843323,0.35196709632873535,0.494511469166426,0.494511469166426,6095,14096.09,0.04563389946817636,0.044623303869822176
1982,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.6123442302106591,14471210.999999998,5323721.408843994,1.859696626663208,0.5575917363166809,0.30572617053985596,0.25615638494491577,0.2439623326063156,0.2143384963274002,0.33242911100387573,0.35072630643844604,0.6123442302106591,0.6123442302106591,6303,14441.17,0.034126333059885154,0.03355694759773816
1983,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.6799681396581909,14819424,5527075.76751709,1.9004181623458865,0.5387924909591675,0.30572617053985596,0.27491244673728943,0.26116204261779785,0.2009568363428116,0.33924809098243713,0.3538523018360138,0.6799681396581909,0.6799681396581909,6529,14792.539,0.03585594161510392,0.035228081673523315
1984,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.6664115749511165,15192298,5625420.093536377,1.9420315027236936,0.5302726030349731,0.30572617053985596,0.28038766980171204,0.2490549087524414,0.22614504396915436,0.3523099422454834,0.34892570972442627,0.6664115749511165,0.6664115749511165,6867,15157.163,0.051769030479399604,0.05047353743404293
1985,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.7547040079872309,15598927,5695829.391479492,1.984555959701538,0.4722252488136291,0.30572617053985596,0.26951438188552856,0.2337234765291214,0.2166484296321869,0.3576801121234894,0.3436255156993866,0.7547040079872309,0.7547040079872309,6626,15545.309,-0.03509538371923693,-0.035726025760835216
1986,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.946092830156011,16043730.999999998,5802851.20010376,2.0269508361816406,0.4119999706745148,0.30572617053985596,0.26268109679222107,0.22801384329795835,0.20917928218841553,0.3953317999839782,0.3866101205348969,0.946092830156011,0.946092830156011,6543,15941.987,-0.01252641110775732,-0.01260552799010242
1987,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.947417103618385,16521999.999999998,6043665.409088135,2.070251703262329,0.4285532832145691,0.30572617053985596,0.2844325006008148,0.24196331202983856,0.20989134907722473,0.4247252941131592,0.4276753067970276,0.947417103618385,0.947417103618385,6723,16333.264,0.027510316368638238,0.02713870759929802
1988,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.8982031034184026,17022465,6241474.151611328,2.1144771575927734,0.4499594569206238,0.30572617053985596,0.27519333362579346,0.2478429079055786,0.2104509025812149,0.4548022747039795,0.43317148089408875,0.8982031034184026,0.8982031034184026,7144,16731.412,0.06262085378551242,0.06073836008729828
1989,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,NA,0.7966984129008702,17528961,6497548.580169678,2.1596474647521973,0.4766136407852173,0.30572617053985596,0.2736864387989044,0.2659514546394348,0.2118605226278305,0.467128187417984,0.4562952220439911,0.7966984129008702,0.7966984129008702,7634,17120.824,0.06858902575587907,0.06633911074884001
1990,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.7412853606949608,0.7412946366377403,18029823.999999996,6831814.765930176,2.205782890319824,0.49598464369773865,0.30572617053985596,0.28146323561668396,0.2771480679512024,0.23618854582309723,0.4758031666278839,0.4734424948692322,0.7412853606949608,0.7412853606949608,8179,17507.289,0.07139114487817658,0.06895793942979903
1991,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.6731925418569255,0.6731966188301804,18519937,7009088.99307251,2.2525792121887207,0.5172606110572815,0.30572617053985596,0.2926991879940033,0.2770293354988098,0.2352483570575714,0.5406332015991211,0.5150596499443054,0.6731925418569255,0.6731925418569255,8781.2089,17990.78563,0.07362867098667314,0.07104419234318263
1992,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.5910920590816029,0.591090231061714,19002656,7189733.982086182,2.300368070602417,0.5148723125457764,0.30572617053985596,0.3264739513397217,0.3002620041370392,0.25589698553085327,0.4783360958099365,0.4742283821105957,0.5910920590816029,0.5910920590816029,9383.9322,18466.44119,0.06863785008007266,0.06638480016511503
1993,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.511344065094405,0.5113387329839023,19484897.999999996,7511145.59173584,2.349170923233032,0.5183894038200378,0.30572617053985596,0.33605679869651794,0.3043261170387268,0.2629798352718353,0.5020659565925598,0.46936941146850586,0.511344065094405,0.511344065094405,10131.9293,18932.76361,0.0797104118037,0.07669286796212052
1994,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.43723142398136056,0.4372281357747485,19977500,7628971.099853516,2.3990089893341064,0.5257663726806641,0.30572617053985596,0.34274446964263916,0.3113570213317871,0.2636305093765259,0.5213068723678589,0.4812018275260926,0.43723142398136056,0.43723142398136056,10867.2561,19419.14742,0.07257520046058757,0.07006248634152326
1995,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.38165752514434526,0.37708882753269696,20487607,7760100.364685059,2.449904441833496,0.5440343618392944,0.30572617053985596,0.3630478680133819,0.33673250675201416,0.3037537634372711,0.5663391947746277,0.5160457491874695,0.38165752514434526,0.38165752514434526,11725.0925,19912.589070000002,0.07893771823413641,0.07597696286224512
1996,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.3276918957256792,0.3245219795330525,21017613,8507902.145385742,2.479343891143799,0.5287516713142395,0.30572617053985596,0.3696890771389008,0.351073682308197,0.3181435763835907,0.5651805996894836,0.5092566609382629,0.3276918957256792,0.3276918957256792,12668.6683,20419.40138,0.0804749130977004,0.07740067883103577
1997,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.29620349674501656,0.2929810956815264,21562793,8694483.757019043,2.50913667678833,0.5257128477096558,0.30572617053985596,0.35309913754463196,0.3245971202850342,0.27912402153015137,0.5431423187255859,0.4912147223949432,0.29620349674501656,0.29620349674501656,13344.5706,20958.31816,0.05335227697136879,0.05197772323548184
1998,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.3363642257447567,0.3342766378164608,22114653.999999996,8709565.162658691,2.539287805557251,0.4478516578674317,0.30572617053985596,0.26449328660964966,0.2553079426288605,0.196186363697052,0.5017910003662109,0.4801878035068512,0.3363642257447567,0.3363642257447567,12129.6358,21516.44553,-0.0910433790953153,-0.09545790772040304
1999,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.34362521827262404,0.3422697910688337,22661298,8944147.109985352,2.5665884017944336,0.45631489157676697,0.30572617053985596,0.2848289906978607,0.2425764799118042,0.20269180834293363,0.4998189210891723,0.47260358929634094,0.34362521827262404,0.34362521827262404,12636.6072,22080.54305,0.04179609415807854,0.04094623719357001
2000,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.3251787885657757,0.32363821850332847,23194257,9375031.47125244,2.5873124599456787,0.5040593147277832,0.30572617053985596,0.3186277449131012,0.26111888885498047,0.21476346254348755,0.49119898676872253,0.48975032567977905,0.3251787885657757,0.3251787885657757,13474.7015,22665.88069,0.06632273099380653,0.06421602944940984
2001,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.380650302339026,0.3794836539012411,23709118.999999996,9460223.197937012,2.61509108543396,0.4837401211261749,0.30572617053985596,0.32547077536582947,0.2544705867767334,0.21372441947460177,0.47580525279045105,0.46054118871688843,0.380650302339026,0.380650302339026,13307.2149,23239.66574,-0.012429707626547302,-0.012507602589857286
2002,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.3953211442207937,0.39524686906247974,24208391,9648386.001586914,2.6431682109832764,0.4954386055469513,0.30572617053985596,0.33556824922561646,0.25450292229652405,0.22143344581127167,0.4746520817279816,0.4579015374183655,0.3953211442207937,0.3953211442207937,13809.8721,23773.48372,0.03777328342386652,0.037077344147273844
2003,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.413931308170447,0.4138764950284479,24698819,9990324.020385742,2.671546697616577,0.5013566613197327,0.30572617053985596,0.3394113779067993,0.26087436079978943,0.2151733636856079,0.5029208064079285,0.4893563389778137,0.413931308170447,0.413931308170447,14362.1557,24358.73912,0.039991941706686684,0.03921296476430755
2004,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.41960131860810146,0.4195683921425832,25190652,10096057.891845703,2.70022964477539,0.5322288274765015,0.30572617053985596,0.34858864545822144,0.28092992305755615,0.21418049931526184,0.5290312170982361,0.5168631672859192,0.41960131860810146,0.41960131860810146,15087.2514,24941.33156,0.050486550567057274,0.04925343833381838
2005,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.40777805683816,0.40161862827576394,25690611,10138338.088989258,2.7292208671569824,0.5602540373802185,0.30572617053985596,0.3658880889415741,0.320114403963089,0.20287053287029264,0.5255945324897766,0.5339817404747009,0.40777805683816,0.40777805683816,15651.118,25423.65727,0.03737371274929516,0.036692243062631476
2006,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.3966165413533835,0.3874980003199488,26201960.999999996,10406430.2444458,2.759387731552124,0.5633748173713684,0.30572617053985596,0.3794146776199341,0.33691439032554626,0.22349302470684052,0.5455538034439087,0.5261932611465454,0.3966165413533835,0.3966165413533835,16353.9241,25877.96598,0.044904530142830676,0.04392552252831807
2007,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.3934831412951457,0.38272086783085335,26720370,10682456.970214844,2.789888381958008,0.5961602330207825,0.31861838698387146,0.4016525149345398,0.3786199390888214,0.2692268192768097,0.5855537056922913,0.5721501111984253,0.3934831412951457,0.3934831412951457,17209.5846,26331.65104,0.05232141807482145,0.05099859813995699
2008,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.3936085383394504,0.3799685051086202,27236006,10813543.319702148,2.820725917816162,0.6345103979110718,0.3458540439605713,0.4181158840656281,0.39594390988349915,0.31114819645881653,0.6353176236152649,0.6142503023147583,0.3936085383394504,0.3936085383394504,17865.6409,26784.15931,0.03812156511900934,0.03741289264449692
2009,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.5040802955486896,0.48533171550291354,27735039.999999996,11045295.715332031,2.8519046306610107,0.5811798572540283,0.3602770268917084,0.3854394555091858,0.3152112066745758,0.30649110674858093,0.604894757270813,0.5582485795021057,0.5040802955486896,0.5040802955486896,17430.4446,27234.62042,-0.02435940039520215,-0.024660998495184452
2010,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.5121221360118304,0.48865687837292815,28208035,12039651.87072754,2.883427619934082,0.572109580039978,0.3539735972881317,0.42951035499572754,0.4118073582649231,0.3704957365989685,0.6196867227554321,0.552414059638977,0.5121221360118304,0.5121221360118304,18574.2996,27681.90456,0.06562397151934952,0.06356051634614648
2011,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.518983221313204,0.49328149586075265,28650959,12489845.275878906,2.9044888019561768,0.6151359677314758,0.3565271198749542,0.448844701051712,0.448674738407135,0.4051050543785095,0.6599602699279785,0.614507794380188,0.518983221313204,0.518983221313204,19390,28126.26629,0.04391554015851029,0.042978585956534775
2012,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.5378750194152778,0.5092305052845087,29068189,12983949.661254885,2.925703763961792,0.633887529373169,0.367414116859436,0.4423798322677612,0.46337005496025085,0.38953372836112976,0.6532197594642639,0.6062933206558228,0.5378750194152778,0.5378750194152778,20134,28568.14813,0.03837029396596184,0.0376524590526711
2013,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.5565645269130807,0.5225688108916497,29468923,13620676.99432373,2.9470736980438232,0.6285305619239807,0.37487149238586426,0.4507039189338684,0.47930166125297546,0.40798497200012207,0.6787028312683105,0.6584165096282959,0.5565645269130807,0.5565645269130807,20760,29007.18587,0.03109168570577133,0.030618129990456253
2014,548,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,NA,NA,0.5537306788438636,0.5193804805018891,29866602.999999996,13872319.221496582,2.968599557876587,0.6063461899757385,0.37912246584892273,0.45198899507522583,0.4749723672866822,0.4261019229888916,0.6855853796005249,0.6264072060585022,0.5537306788438636,0.5537306788438636,21683,29442.81756,0.04446050096339114,0.043500485084392755
