spec,iso,country,income_group,status,best_order,n_obs,r2,adj_r2,aic,bic,sigma,lr_dd,sum_phi,f_stat,f_pvalue,ect_coef,ecm_r2
base,SUR,Suriname,Upper middle income,ok,"(1,0)",32,0.09177182165603266,0.029135395563345434,-234.29850922149484,-228.43556561029592,0.005766830227583896,8.718896926575201e-4,-0.2826006583190292,NA,NA,-1.2826006583190288,0.6501490794598149
base,SVK,Slovakia,High income,ok,"(1,1)",29,0.194537731585352,0.09788225937559425,-166.6979926258873,-159.86151347595495,0.012385291932205684,0.02218787401908095,-0.37665252657846043,NA,NA,-1.3766525265784608,0.7022069716337535
base,SVN,Slovenia,High income,ok,"(1,0)",29,0.05851579323619188,-0.013906068822562512,-210.77538210410077,-205.30619878415487,0.005879237314842343,-0.00820611777002023,-0.12002805494040951,NA,NA,-1.12002805494041,0.5961253938618889
base,SWE,Sweden,High income,ok,"(1,0)",71,0.02897591192733043,4.163799251931666e-4,-481.48388436766953,-472.43316485950425,0.007872165815484725,0.012856404815629803,0.07187363076448783,NA,NA,-0.9281263692355121,0.4754095944660237
base,SWZ,Swaziland,Lower middle income,ok,"(1,0)",42,0.7671246911319509,0.755182367600256,-397.72215583826016,-390.7714773651267,0.002005403058248252,0.023260659229815957,0.8659995933805461,2.8366507562174412,0.35529278412604787,-0.1340004066194537,0.126995348907797
base,SYC,Seychelles,High income,ok,"(1,0)",42,0.5536295998561331,0.5307388101051655,-258.07777094137913,-251.12709246824565,0.01057273186045859,0.0013960707187742056,0.7434947995749817,2.8632182533164143,0.3499524679923017,-0.25650520042501845,0.12803247819180977
base,SYR,Syrian Arab Republic,Low income,ok,"(1,0)",29,0.721196205133867,0.6997497593749337,-392.87946457845146,-387.41028125850556,2.5453968682771067e-4,0.002222331598604967,0.8560399503366032,2.125685454754188,0.5199526323238026,-0.14396004966339693,0.14053481814842714
base,TCD,Chad,Low income,ok,"(1,0)",42,0.6680498859215589,0.6510268031483055,-453.0537429129,-446.10306443976657,0.0010378338424059481,-5.201980881989667e-4,0.8152875864948408,1.9650632740571774,0.5622686149482886,-0.18471241350515943,0.09154705248095708
base,TGO,Togo,Low income,ok,"(1,0)",42,0.250590254216274,0.21215898520172394,-332.4600901483757,-325.50941167524223,0.004361318502889265,-0.0038143276525236486,0.4760817548556798,6.655165787858607,0.02522901438551433,-0.5239182451443203,0.25444938265113104
base,THA,Thailand,Upper middle income,ok,"(1,1)",42,0.20449134009356298,0.14168802483779164,-241.39156751418523,-232.70321942276837,0.01275727527834518,0.007362805890022006,-0.35401920264554554,NA,NA,-1.3540192026455453,0.6972413483753728
base,TTO,Trinidad and Tobago,High income,ok,"(1,0)",42,0.08612508819797209,0.03925970810556034,-320.86035243545894,-313.9096739623255,0.0050071482236452945,0.00104146291417866,-0.28450134210966305,NA,NA,-1.2845013421096634,0.6453041180345304
base,TUN,Tunisia,Lower middle income,ok,"(1,0)",42,0.604343039700153,0.5840529391719558,-416.22196497407873,-409.2712865009453,0.0016089941690869659,0.022471721266532168,0.7276219228944748,4.630291340940892,0.11195431878162934,-0.27237807710552575,0.19188708812167804
base,TUR,Turkey,Upper middle income,ok,"(1,0)",42,0.1973144843690325,0.15615112459308544,-266.50055655874604,-259.5498780856126,0.009564008738647501,-0.012776318192108374,0.48227876396115454,6.459016771038407,0.02918451921905881,-0.5177212360388455,0.24881592504090952
base,TWN,Taiwan,High income,ok,"(1,0)",35,0.0978736016388041,0.041490701741229374,-217.18416421871427,-210.96277197275663,0.010142212741366459,-0.0029400842831067537,-0.3124738412353921,NA,NA,-1.3124738412353922,0.6561484134109967
base,TZA,Tanzania,Lower middle income,ok,"(1,0)",42,0.5674368369986109,0.5452541106908473,-412.8738426233826,-405.92316415024914,0.0016744216858491738,-0.00319562605095299,0.7294430348733071,2.909768990855852,0.34055466648854943,-0.2705569651266931,0.12984377447367548
base,UGA,Uganda,Low income,ok,"(1,0)",31,0.3054147665249299,0.2558015355624248,-206.88504399069555,-201.14909517275495,0.007955156117143185,-0.00869964851955649,0.561946226891777,4.275526870425244,0.14264978288559652,-0.43805377310822313,0.23394821395514506
base,URY,Uruguay,High income,ok,"(1,1)",32,0.16713907108381684,0.07790397155708295,-197.014288673247,-189.68560915924837,0.010185693946954337,0.020991212560015498,-0.20158840482322377,NA,NA,-1.201588404823224,0.5892693344896264
base,USA,United States,High income,ok,"(1,1)",71,0.2814056825128824,0.24922981755077267,-517.8637008293401,-506.55030144413354,0.006052433174305686,0.032212018646739456,0.04724730229909744,NA,NA,-0.952752697700903,0.6353043385465026
base,VCT,Saint Vincent and the Grenadines,Upper middle income,ok,"(1,0)",42,0.7404781715291157,0.7271693598126601,-455.86681319444153,-448.9161347213081,0.0010036534227926067,0.004842538180413056,0.8562485434004525,1.6103491207600251,0.6580392412468629,-0.1437514565995479,0.07628244855393697
base,VEN,Venezuela,Upper middle income,ok,"(1,0)",42,0.16510684037210957,0.12229180654503824,-324.6567299146529,-317.70605144151943,0.004785887897482935,0.004791549929648625,-0.24424566618614413,NA,NA,-1.2442456661861447,0.6759587534608857
base,YEM,Yemen,Low income,ok,"(1,0)",32,0.021060927429615475,-0.04645211205799704,-174.45027895320624,-168.58733534200732,0.014691236705531257,-0.00590014012574181,-0.13411103676770061,NA,NA,-1.1341110367677008,0.5619161421629948
base,ZAF,South Africa,Upper middle income,ok,"(1,0)",44,0.038237247862341756,-0.00867800833949528,-277.3794171276624,-270.24265859198937,0.009788200283114157,-0.021881266001892424,0.06231316457407688,NA,NA,-0.9376868354259229,0.46706679374188936
base,ZMB,Zambia,Lower middle income,ok,"(1,0)",42,0.21657158453492067,0.17639576835722426,-262.71659252950667,-255.7659140563732,0.010004691711544313,0.0012525405010124831,0.4739368086132155,7.194545502493805,0.016608541354479818,-0.5260631913867849,0.26951369154502713
ctrl,ALB,Albania,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctrl,ARE,United Arab Emirates,High income,ok,"(1,1,0,0,0)",42,0.5777137258924101,0.5053217931882519,-331.4121154687893,-317.51075852252234,0.004238116745127536,-0.015537058828319412,0.6666778809340089,3.116242148626527,0.16973097708240162,-0.33332211906599096,0.3941120934418881
ctrl,ARG,Argentina,Upper middle income,ok,"(1,0,0,0,0)",42,0.21759547236908178,0.10892817686478773,-228.3961491344138,-216.23246180643022,0.014588355523641381,0.013113249135291001,-0.2256114230092118,NA,NA,-1.2256114230092117,0.6644595495709342
ctrl,ATG,Antigua and Barbuda,High income,ok,"(1,1,0,0,0)",32,0.7788122056573126,0.7257271350150676,-342.5020299155478,-330.77614269314995,0.0010107095079162278,0.02618305043631369,0.8749321336564939,1.9770116595630818,0.545886423987647,-0.12506786634350595,0.3865215089377523
ctrl,AUS,Australia,High income,ok,"(1,0,0,0,0)",71,0.1495731991203396,0.08415575289882737,-442.75675718945206,-426.91799805016285,0.010138764714703263,0.008233969743301551,-0.32058080695554336,NA,NA,-1.3205808069555436,0.6732371319055435
ctrl,AUT,Austria,High income,ok,"(1,0,0,1,1)",42,0.38992534351129693,0.2643217377636228,-320.79713516974994,-305.15810860519963,0.004764402160061056,0.004484061045264444,-0.5089081984676609,NA,NA,-1.5089081984676604,0.8011531493400592
ctrl,AZE,Azerbaijan,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctrl,BDI,Burundi,Low income,ok,"(1,0,0,1,1)",42,0.6956700501999878,0.6330138840646913,-344.63418158686727,-328.99515502231696,0.003587292365833523,-0.0023821215435252357,0.6081178549922973,3.5153232691860765,0.10285903318072956,-0.3918821450077023,0.3724222415862556
ctrl,BEL,Belgium,High income,ok,"(1,0,1,0,1)",42,0.28754166075588666,0.1408590614997458,-315.3785031424838,-299.7394765779335,0.005081871445503668,-0.05695082822266232,0.1867648405070681,9.71769254725008,2.443090048911773e-4,-0.8132351594929315,0.6053012650931593
ctrl,BEN,Benin,Lower middle income,ok,"(1,1,0,0,0)",42,0.5786555409223784,0.5064250622233575,-308.6973908586144,-294.79603391234747,0.005554077789983253,-0.03704334406459921,0.7224487501451828,1.759420066395105,0.6385439553649886,-0.27755124985481694,0.20373450985199243
ctrl,BFA,Burkina Faso,Low income,ok,"(1,0,0,0,0)",42,0.40150379477813364,0.3183793218306523,-270.4687694966173,-258.30508216863376,0.008840638614444559,0.01116520310073769,0.6373434623125985,1.764890875751848,0.6361673389831914,-0.36265653768740125,0.1968669669505412
ctrl,BGD,Bangladesh,Lower middle income,ok,"(1,0,0,0,0)",42,0.41962681390874307,0.3390194269516241,-316.9643814944802,-304.80069416649667,0.005082686320353944,-0.016733004184753573,0.487254911649059,2.7745680136699677,0.2514580174705404,-0.5127450883509412,0.2781642282520375
ctrl,BGR,Bulgaria,Upper middle income,ok,"(1,1,0,0,0)",41,0.2527815786827551,0.12091950433265297,-204.17155346491924,-190.46297693128477,0.01812701871879492,0.013597075473600216,0.27762784100725746,4.756460521817604,0.01584561739133898,-0.7223721589927425,0.41683071673916655
ctrl,BHR,Bahrain,High income,ok,"(1,1,0,0,1)",42,0.6281865109733403,0.5516366749972634,-292.3322361191978,-276.69320955464747,0.006686161283253649,0.03336336163250647,0.5672633376604314,5.756488833774862,0.0030657411573539444,-0.4327366623395687,0.4896923331073406
ctrl,BHS,Bahamas,High income,ok,"(1,1,0,1,0)",42,0.39111988657612246,0.26576221616532425,-327.91538961764866,-312.27636305309835,0.004377294940124547,-0.019144711100774994,-0.16398117965938022,NA,NA,-1.1639811796593802,0.7636796173600372
ctrl,BLR,Belarus,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctrl,BLZ,Belize,Upper middle income,ok,"(1,1,0,0,1)",42,0.2600014898139648,0.1076488553638989,-319.72426474457853,-304.0852381800282,0.004825644646535355,0.011723046331887912,-0.18915974204245523,NA,NA,-1.1891597420424556,0.7127895504801548
ctrl,BOL,Bolivia,Lower middle income,ok,"(1,0,0,0,0)",42,0.19591478750902763,0.08423628577417042,-320.23586753938656,-308.072180211403,0.004888539864118073,-5.090089545026031e-5,-0.23550168526039078,NA,NA,-1.235501685260391,0.6879160266501972
ctrl,BRA,Brazil,Upper middle income,ok,"(1,0,0,0,0)",42,0.010546280774069806,-0.1268778468961982,-277.2456178745516,-265.08193054656806,0.008155416837300838,7.875650645484413e-4,-0.0496412425276899,8.065233955273246,6.242324315564601e-4,-1.04964124252769,0.5283400162031044
ctrl,BRB,Barbados,High income,ok,"(1,0,0,1,1)",42,0.7712666517446336,0.7241744918097053,-451.17073739326804,-435.53171082871773,0.001009146951260176,0.005545612519232489,0.8070792783831124,1.5332820493265327,0.7353649373463622,-0.19292072161688803,0.18586806501245615
ctrl,BTN,Bhutan,Lower middle income,ok,"(1,0,0,0,0)",40,0.48743897858886454,0.4120623577931094,-335.363555795777,-323.54139961697945,0.003330198004645531,-0.003573406345774783,0.6882559926314915,1.6550180760657582,0.6842191693372097,-0.3117440073685088,0.19574388383044833
ctrl,BWA,Botswana,Upper middle income,ok,"(1,0,0,0,1)",42,0.7808471251980669,0.7432780609463069,-367.2118884425283,-353.3105314962613,0.0027674636009483115,-0.008823821401497544,0.8229320469169625,1.2914092764597904,0.8281169612489508,-0.17706795308303763,0.156248292760203
ctrl,CAF,Central African Republic,Low income,ok,"(1,0,0,0,0)",42,0.8160381960988293,0.7904879455570001,-378.61174258908716,-366.4480552611036,0.0024398651445589003,0.026187464820524853,0.8851900317531639,1.5412241993180922,0.7320841721398771,-0.1148099682468359,0.176316745134889
ctrl,CAN,Canada,High income,ok,"(1,0,0,0,1)",71,0.21348709821403858,0.13975151367160465,-527.7595505399875,-509.65811152365694,0.005536832205645187,0.0393288865493201,0.14288905348444114,NA,NA,-0.8571109465155592,0.5436935221978154
ctrl,CHE,Switzerland,High income,ok,"(1,0,0,0,1)",43,0.3575285971436343,0.2504500300009066,-293.33124996562356,-279.24164904007506,0.00724841145204651,-0.0023507867028907435,0.07587181603060979,NA,NA,-0.9241281839693902,0.613885459268859
ctrl,CHL,Chile,High income,ok,"(1,1,0,0,0)",44,0.44120516133811866,0.3505897820956515,-302.63588893510587,-288.3623718637598,0.007061025049773055,0.015556638045958424,0.29727044509403444,6.837883301326599,9.064175758204705e-4,-0.7027295549059651,0.48654716034982665
ctrl,CIV,Cote d'Ivoire,Lower middle income,ok,"(1,0,1,0,0)",37,0.3877811179067215,0.26533734148806576,-227.45738617934464,-214.57004287819083,0.010011278757492002,-0.013240059054670641,-0.4239656858827366,NA,NA,-1.423965685882736,0.8506261953441386
ctrl,COG,Congo,Lower middle income,ok,"(1,0,0,0,0)",42,0.6563442525520088,0.6086142876286766,-508.9309699335363,-496.76728260555274,5.171219232222927e-4,-0.0017513091164263503,0.7679905805125756,1.0867427341271367,0.89202698800953,-0.232009419487424,0.13114232805268883
ctrl,COL,Colombia,Upper middle income,ok,"(1,0,0,1,0)",42,0.2864660619165444,0.16414595824509493,-250.42554794782325,-236.5241910015563,0.011114436073592748,0.004287876213318036,-0.49639219348671304,NA,NA,-1.4963921934867135,0.7176642322008037
ctrl,COM,Comoros,Lower middle income,ok,"(1,1,0,0,0)",38,0.8149948633962019,0.7791874176019183,-313.6336773985417,-300.5329881207306,0.0035019886556614407,0.05182902459224231,0.7942579064583458,2.887008141682384,0.22098701397458156,-0.20574209354165465,0.31840212830179543
ctrl,CPV,Cabo Verde,Lower middle income,ok,"(1,1,0,0,0)",41,0.7962246675992689,0.7602643148226693,-384.78082393853254,-371.07224740489806,0.0020034115315742773,0.009791915017401854,0.8709890801996025,0.6458084097079516,0.9747846382933201,-0.12901091980039772,0.11248462535951069
ctrl,CRI,Costa Rica,Upper middle income,ok,"(1,0,0,0,1)",42,0.18594132124994817,0.046388404892796276,-229.48516164839663,-215.58380470212967,0.014261093906764642,0.025504824333218545,-0.23903349823228112,NA,NA,-1.2390334982322815,0.6500603090883637
ctrl,CYP,Cyprus,High income,ok,"(1,0,0,1,0)",42,0.29805687211170645,0.1777237644737133,-203.57268399537173,-189.67132704910478,0.019414437696087406,0.03508901253385661,-0.26891585154744996,NA,NA,-1.26891585154745,0.7259797412489398
ctrl,CZE,Czech Republic,High income,ok,"(1,0,1,0,1)",29,0.40089323549025185,0.20119098065366925,-194.58642022999726,-182.280757760119,0.00727846751956727,0.006095800075352638,-0.4189423451878972,NA,NA,-1.4189423451878969,0.8053623361454643
ctrl,DEU,Germany,High income,ok,"(1,0,0,0,0)",42,0.14084857443909707,0.02152198755563839,-295.6929661286844,-283.52927880070087,0.006547419878404582,-0.006267847854541704,0.32072371518711723,4.224016329468855,0.0368055900949981,-0.6792762848128827,0.3697488000409085
ctrl,DMA,Dominica,Upper middle income,ok,"(1,0,0,1,1)",32,0.8054727875737691,0.7487356839494517,-344.6121107451366,-331.4204876199391,9.673872015798646e-4,-0.0020090854491421274,0.7060627522870561,2.3458159926256905,0.3956130945011384,-0.29393724771294377,0.46046633764565664
ctrl,DNK,Denmark,High income,ok,"(1,0,0,0,1)",52,0.2881363618893683,0.19322121014128413,-369.5361418800665,-353.92619213141506,0.00638549538916306,0.004592731866279133,0.16457776116937917,NA,NA,-0.835422238830621,0.6358610861016115
ctrl,DZA,Algeria,Lower middle income,ok,"(1,0,0,0,0)",42,0.40556269381917376,0.32300195684961464,-296.8538906179138,-284.69020328993025,0.006457553498853127,-0.008540749751484713,0.32812519043021016,6.529113634802288,9.774080565053006e-4,-0.6718748095697901,0.47556701827068204
ctrl,ECU,Ecuador,Upper middle income,ok,"(1,0,0,0,0)",32,0.30876516652289326,0.17583539085421884,-155.2202070507647,-144.96005573116662,0.019078664961453842,0.0345510254726318,-0.4216254714483594,NA,NA,-1.4216254714483596,0.7546022219486065
ctrl,EGY,Egypt,Lower middle income,ok,"(1,0,0,0,0)",42,0.34097430070176393,0.24944295357700896,-328.82426864848696,-316.6605813205034,0.004413423941832605,-0.01731477898737583,0.5497786390950268,2.666563948073127,0.28287250711399753,-0.45022136090497344,0.2702626732170411
ctrl,ESP,Spain,High income,ok,"(1,0,0,0,0)",42,0.0607351618178582,-0.0697182879296614,-309.0276526166561,-296.86396528867255,0.0055863425725834704,0.016735713597392055,0.08786463993844758,7.973770282686826,6.452612138044037e-4,-0.9121353600615525,0.5254969683958408
ctrl,ETH,Ethiopia,Low income,ok,"(1,0,0,0,0)",42,0.534374690210643,0.4697045082954545,-270.6398573118737,-258.47616998389014,0.00882265068271005,0.01574968822958461,0.6916275402512917,1.570751836735784,0.7201262324478853,-0.30837245974870825,0.179089759461302
ctrl,FIN,Finland,High income,ok,"(1,0,0,1,1)",71,0.2708777655728939,0.18986418396988203,-482.9642588681958,-462.600139974824,0.007543392429183298,0.00391664928781249,0.14822140773574977,NA,NA,-0.8517785922642499,0.531195498293687
ctrl,FJI,Fiji,Upper middle income,ok,"(1,0,1,0,0)",32,0.7951905115795984,0.746036234358702,-317.0802181247306,-305.3543309023328,0.0015036092379008277,0.014053393921256513,0.9108323155860387,0.6618201192442474,0.9731320270849096,-0.08916768441396092,0.2033647997742388
ctrl,FRA,France,High income,ok,"(1,0,0,0,0)",71,0.11995778192968659,0.05226222669350877,-484.3003119185684,-468.4615527792792,0.007567069884979048,-0.007208743786932455,-0.11542222884396221,NA,NA,-1.115422228843963,0.5810053591710113
ctrl,GAB,Gabon,Upper middle income,ok,"(1,0,0,0,0)",42,0.7864607726357219,0.7568025466129055,-425.1639867386044,-413.00029941062087,0.0014017891519854514,0.00697970692808527,0.8865946095021819,0.6289565297290693,0.9765239657319522,-0.11340539049781777,0.08033721062835374
ctrl,GBR,United Kingdom,High income,ok,"(1,0,0,0,1)",60,0.2400390911666791,0.1540057807327183,-400.0818953280593,-383.32713883028254,0.008032484982217085,0.002702963156047999,-0.2990152893718853,NA,NA,-1.2990152893718847,0.6928796716551423
ctrl,GHA,Ghana,Lower middle income,ok,"(1,1,0,0,0)",42,0.48684826979130214,0.3988794017555253,-363.7385379420314,-349.83718099576447,0.002884295407355818,0.011021079898785636,0.7104110023823028,2.535530785095267,0.3251398609080751,-0.28958899761769685,0.2659071200804616
ctrl,GIN,Guinea,Lower middle income,ok,"(1,2,0,0,0)",31,0.7246705699951145,0.6408746565153667,-231.19614534682137,-218.29026050645504,0.005046881729044625,0.009873704760403298,0.6878644631576308,2.107183678156508,0.49002978507599654,-0.3121355368423689,0.3215270831895966
ctrl,GMB,Gambia,Low income,ok,"(1,0,0,0,0)",42,0.5797271913055909,0.521355967875812,-344.2672479123671,-332.10356058438356,0.003672254582202144,0.0025493622259929577,0.7153963936691013,1.4267768549468995,0.7777528299920318,-0.28460360633089865,0.16538933125744806
ctrl,GNB,Guinea-Bissau,Low income,ok,"(1,2,2,0,2)",35,0.854932055437947,0.7855517341256608,-233.6766536322433,-213.45712883288093,0.007308786014606553,-0.2565385632413485,1.1413925957923416,5.506414123675896,0.00482733745712834,0.1413925957923422,0.7229900752670415
ctrl,GNQ,Equatorial Guinea,Upper middle income,ok,"(1,1,1,1,1)",42,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
ctrl,GRC,Greece,High income,ok,"(1,0,0,0,0)",55,0.08808214897278523,-0.004970692968767176,-344.56961039155055,-330.51827809492323,0.009843875237711155,0.012907600122597989,0.22800500287385472,6.450359693188988,9.955146931898112e-4,-0.771994997126145,0.39693642571447363
ctrl,GRD,Grenada,Upper middle income,ok,"(1,1,2,1,1)",41,0.8555630179491206,0.8074173572654941,-452.733121673318,-432.17025687286633,8.446656007622169e-4,0.013264080365639534,0.8870674751495459,3.1081777274777047,0.17137112339786775,-0.1129325248504541,0.49661807823775417
ctrl,GTM,Guatemala,Upper middle income,ok,"(1,0,0,0,0)",42,0.16181610138747357,0.04540167102462278,-318.4915119231651,-306.32782459518154,0.004991117341805918,-9.728793216623526e-4,-0.2364507635481077,NA,NA,-1.2364507635481072,0.6746815419394839
ctrl,GUY,Guyana,High income,ok,"(1,0,0,0,0)",42,0.33285644967463973,0.24019762324056204,-328.07726790098513,-315.9135805730016,0.004452846961742577,-0.0042304607362665895,-0.26323489266986094,NA,NA,-1.263234892669861,0.7410662368292587
ctrl,HND,Honduras,Lower middle income,ok,"(1,0,0,1,0)",42,0.31976139230038775,0.20314905955188267,-325.26085553532454,-311.3594985890576,0.004560117047968694,6.345632851898865e-4,-0.2243494040351883,NA,NA,-1.224349404035188,0.7359837437388314
ctrl,HTI,Haiti,Lower middle income,ok,"(1,0,0,1,1)",42,0.3621205422348028,0.2307924185772623,-325.9612162392977,-310.3221896747474,0.004480321955043981,-9.725944589509051e-4,-0.34961319539493224,NA,NA,-1.349613195394932,0.7524243045325055
ctrl,HUN,Hungary,High income,ok,"(1,0,1,1,0)",33,0.32683538804310375,0.13834929669517282,-215.64422199258286,-202.17565393938455,0.008065281738879163,-0.004124518695755279,0.20630604020654905,6.317678931203423,0.0012626322581247987,-0.7936939597934511,0.5977778542755839
ctrl,IDN,Indonesia,Upper middle income,ok,"(2,2,2,2,2)",41,0.7001483556778838,0.5386897779659751,-231.2256643479002,-203.80851128063125,0.01226175946318046,-0.02351196405707065,-0.7754065979894231,NA,NA,-1.7754065979894234,0.840201735634322
ctrl,IND,India,Lower middle income,ok,"(1,0,0,0,1)",71,0.17263460395995328,0.09506909808119901,-433.0120931100963,-414.9106540937658,0.010790414016090457,-0.009237733861499436,-0.028463622129658122,NA,NA,-1.0284636221296575,0.5555828810695971
ctrl,IRL,Ireland,High income,ok,"(1,0,0,0,0)",47,0.3266525984223735,0.24453706164461408,-295.0581606799179,-282.10712746794746,0.00967216081552631,-0.030006292309626308,-0.28710372837080267,NA,NA,-1.287103728370803,0.6862665589806439
ctrl,IRN,Iran,Lower middle income,ok,"(1,0,0,0,0)",42,0.22841134947848182,0.12124625912827103,-223.14422218955792,-210.98053486157434,0.015529579861316175,-0.002779076207735803,-0.488097194473853,NA,NA,-1.4880971944738537,0.7287588864482978
ctrl,ISL,Iceland,High income,ok,"(1,0,0,0,0)",42,0.241051074532213,0.13564150155057597,-245.05767857778847,-232.89399124980488,0.01196364062902446,-0.033312032943780226,0.02179682434969784,NA,NA,-0.978203175650302,0.6536808404302259
ctrl,ISR,Israel,High income,ok,"(1,0,0,0,0)",39,0.5836757323077693,0.5205962978089465,-363.4873235855794,-351.8423920626719,0.002080821393536295,-0.0010221357956070717,0.7686853782298931,1.0248369674287514,0.9082347179093275,-0.23131462177010728,0.13440772200200204
ctrl,ITA,Italy,High income,ok,"(1,0,1,1,1)",48,0.3531569263929146,0.22047116770428177,-384.3683029225038,-365.6562928134249,0.003976756773448311,0.0012482064641960273,0.4315197954075133,4.2714314321587015,0.034351605230674875,-0.5684802045924869,0.4934550074149858
ctrl,JAM,Jamaica,Upper middle income,ok,"(1,0,0,0,0)",42,0.15731151711091065,0.040271450042981605,-318.266399065555,-306.10271173757144,0.005004511050879644,0.0027412818069605374,-0.3077712686818734,NA,NA,-1.3077712686818734,0.6729332091291295
ctrl,JOR,Jordan,Lower middle income,ok,"(1,0,2,2,0)",41,0.6758012540523008,0.5816790374868398,-297.3901391067508,-278.5408463730034,0.005661039204874587,0.015151965651884767,0.49465200334692666,8.836057603273082,4.4700925445258455e-4,-0.505347996653073,0.6735105192275272
ctrl,JPN,Japan,High income,ok,"(1,1,0,0,1)",67,0.2363692556615086,0.14576899785863673,-462.39169275507953,-442.54945918056086,0.007151926071218601,0.005768818150484615,0.2883496040869794,7.850285945293416,6.736519963812139e-4,-0.71165039591302,0.49608176410174143
ctrl,KAZ,Kazakhstan,Upper middle income,ok,"(1,0,0,0,0)",29,0.20970646176040478,0.03790351866484054,-161.74330228950595,-152.17223147960064,0.013126861365945437,-0.007326528270099882,-0.05413323711885057,6.1653412268139265,0.0016161538622540988,-1.054133237118851,0.5727028151655349
ctrl,KEN,Kenya,Lower middle income,ok,"(1,0,0,0,2)",41,0.5009894491537562,0.3951387262469772,-220.33939919747604,-204.91725059713727,0.014743037823732279,-0.10894194107396635,0.2355880694992007,10.524280324206025,5.886315250171439e-5,-0.7644119305007991,0.6742689601738001
ctrl,KGZ,Kyrgyzstan,Lower middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctrl,KNA,Saint Kitts and Nevis,High income,ok,"(1,0,0,0,1)",38,0.7431552817608664,0.6934434008113567,-403.79693227919785,-390.69624300138673,0.0010692659420956075,0.003654041357383318,0.8922887316024215,1.091050620109868,0.890879684118339,-0.10771126839757832,0.16604189876011508
ctrl,KWT,Kuwait,High income,ok,"(1,0,0,0,0)",31,0.057618121035730524,-0.13085825475712332,-160.39887633479375,-150.36096590339773,0.01617533147807392,-0.0020533085701712663,-0.19088751270155585,5.802084674334308,0.0028476789907653666,-1.1908875127015552,0.5371263834026434
ctrl,LAO,Lao PDR,Lower middle income,ok,"(1,0,0,1,0)",42,0.42929520689010153,0.3314600994998331,-388.0017611596253,-374.10040421335833,0.0021607010915753923,-0.004316257923959671,0.6705823933091696,3.688988434022101,0.08120128295254951,-0.32941760669083053,0.34884027157993996
ctrl,LBN,Lebanon,Lower middle income,ok,"(1,0,0,0,0)",32,0.056520254328278265,-0.12491815830089892,-197.27831777002365,-187.01816645042555,0.009888897992743098,-0.003467431185662683,0.04733578556286385,4.741445139209036,0.01629297876226545,-0.9526642144371358,0.47693721313300724
ctrl,LCA,Saint Lucia,Upper middle income,ok,"(1,1,0,0,0)",41,0.8166912516985643,0.7843426490571345,-450.96164996145905,-437.2530734278246,8.93837085855669e-4,0.012486988114118244,0.8860374761629368,0.9430964066157312,0.9271655551533958,-0.11396252383706312,0.36114484887738835
ctrl,LKA,Sri Lanka,Lower middle income,ok,"(1,0,0,1,0)",42,0.5032065750118172,0.4180419878709858,-341.63981594720525,-327.7384590009383,0.003752268789835934,0.007947274676282218,0.6724594812629793,3.021133471262099,0.19028015895569658,-0.3275405187370215,0.36339494949980694
ctrl,LSO,Lesotho,Lower middle income,ok,"(1,0,0,0,0)",42,0.7368736059607457,0.7003282734552937,-367.1294889112474,-354.96580158326384,0.0027972485275654917,-0.0024758290984130548,0.8359018806171049,1.1194036264946146,0.8829019580573497,-0.16409811938289454,0.13455334982542203
ctrl,LUX,Luxembourg,High income,ok,"(1,1,0,0,0)",42,0.12080450170493348,-0.029914726574220785,-214.90558566545775,-201.0042287191908,0.016964136607150293,-0.022834849476835586,-0.1169225037670421,NA,NA,-1.1169225037670423,0.6148915279571215
ctrl,MAR,Morocco,Lower middle income,ok,"(1,1,1,1,1)",42,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
ctrl,MDG,Madagascar,Low income,ok,"(1,0,0,0,0)",42,0.30010606848472454,0.2028985779964919,-248.683626292976,-236.5199389649924,0.01145820489845573,-0.014952170405125356,0.5441320248766719,2.9785472302965523,0.19993590454528276,-0.45586797512332805,0.29262989726381355
ctrl,MDV,Maldives,Upper middle income,ok,"(1,0,1,0,1)",42,0.8200738179165867,0.7830301921935311,-358.20933505339354,-342.57030848884324,0.003051974421384948,0.005811667238068948,0.885321044063921,2.3853586560119746,0.3801960659021884,-0.11467895593607978,0.3384830439512221
ctrl,MEX,Mexico,Upper middle income,ok,"(1,0,0,0,0)",40,0.16627591228972202,0.04366942880291658,-236.57916022862793,-224.75700404983039,0.01144824802835032,0.005814556979519041,0.3517043476234751,4.196564902187255,0.038413864424352226,-0.6482956523765248,0.38162507469514806
ctrl,MKD,North Macedonia,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
