spec,iso,country,income_group,status,best_order,n_obs,r2,adj_r2,aic,bic,sigma,lr_dd,sum_phi,f_stat,f_pvalue,ect_coef,ecm_r2
ext,ISR,Israel,High income,ok,"(1,0,0,0,0,0,0)",38,0.5855444253368997,0.48883812458217624,-348.9920896854783,-334.2538142479408,0.002177479139061604,-0.004434320307212176,0.77845652082973,0.6878013767573424,0.9861507919719741,-0.22154347917026992,0.13829279395805386
ext,ITA,Italy,High income,ok,"(1,0,1,1,0,0,1)",47,0.3770207804475451,0.20397099723852996,-372.83210305441924,-350.63033183389854,0.004057280655034877,-0.010199702393344225,0.4348861692407785,3.1272250413648277,0.11779496947877931,-0.5651138307592212,0.5132272601585157
ext,JAM,Jamaica,Upper middle income,ok,"(1,0,0,0,0,0,0)",40,0.1650325072486972,-0.017616631790650317,-296.8981901623099,-281.69827507528447,0.005281241192373498,0.003388056542115585,-0.34071981330967105,NA,NA,-1.3407198133096714,0.6666231118954001
ext,JOR,Jordan,Lower middle income,ok,"(2,2,2,2,2,2,2)",40,0.938516035325171,0.8737960725095616,-333.11571633701936,-295.9603683465128,0.003149017593258913,0.04575968417595436,0.28838719262526363,NA,NA,-0.7116128073747354,0.9380817106654125
ext,JPN,Japan,High income,ok,"(1,1,0,0,0,0,1)",61,0.2846337645245621,0.15839266414654363,-413.8531434439461,-390.6335309380397,0.007431844750485043,0.0030414691608482555,0.2832424410017279,5.565023044456102,0.0010384935892996895,-0.7167575589982715,0.5286612043373295
ext,KAZ,Kazakhstan,Upper middle income,insufficient_obs,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,KEN,Kenya,Lower middle income,ok,"(1,0,0,1,1,1,1)",41,0.4741879810072603,0.2747420427686348,-210.19442142591777,-187.91798455876176,0.016143784108350295,-0.10277403148579492,0.353016263764981,4.014677166327862,0.023856819547142718,-0.646983736235019,0.6468318643082185
ext,KGZ,Kyrgyzstan,Lower middle income,insufficient_obs,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,KNA,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,KWT,Kuwait,High income,ok,"(1,0,0,0,0,1,0)",30,0.14086475271735255,-0.18642486529508462,-150.6039884576629,-136.59201464104135,0.016839956238031972,-0.0010869105432376508,-0.14417733959543327,4.061639197950506,0.021650470599201204,-1.1441773395954333,0.5785779537089518
ext,LAO,Lao PDR,Lower middle income,insufficient_obs,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,LBN,Lebanon,Lower middle income,ok,"(2,2,2,2,2,2,2)",29,0.7559446251916568,0.14580618817079893,-184.90149316496814,-154.82098490526573,0.008901024847999251,0.01363304940472081,-0.17571329528125726,3.5923645726816056,0.05394072473870198,-1.1757132952812575,0.8696034742419875
ext,LCA,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,LKA,Sri Lanka,Lower middle income,ok,"(1,0,1,0,0,1,0)",41,0.5896574418411867,0.47052573140798293,-334.08455476088153,-315.2352620271341,0.0036186991362685667,0.041986838068870054,0.7152573370067604,1.5764636069669884,0.7413787187641752,-0.28474266299323947,0.47557812292817575
ext,LSO,Lesotho,Lower middle income,ok,"(1,0,0,0,0,0,0)",41,0.779646828193691,0.7329052462953831,-360.6419075852563,-345.2197589849176,0.002663829527765978,0.003510434168223243,0.8416081098098483,1.8383105521747254,0.6104447615989691,-0.15839189019015323,0.28054689735489186
ext,LUX,Luxembourg,High income,ok,"(1,0,0,0,0,1,0)",41,0.3930346538767971,0.24129331734599635,-220.21417023243313,-203.07844956539006,0.014633211817484958,0.008919337045635313,-0.19825002168871572,NA,NA,-1.198250021688715,0.7333714401212158
ext,MAR,Morocco,Lower middle income,ok,"(1,1,1,1,1,1,1)",41,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
ext,MDG,Madagascar,Low income,ok,"(1,0,1,0,1,1,0)",38,0.5638315126550166,0.4022876284531709,-228.0211419517058,-208.3701080349892,0.010418923659736963,-0.0023621696342327535,0.5566155471269261,3.3265875120722748,0.0847993262056758,-0.4433844528730745,0.561347469395665
ext,MDV,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,MEX,Mexico,Upper middle income,ok,"(1,0,0,0,0,0,0)",39,0.1838679330023182,-4.199530939326124e-4,-226.16899846477733,-211.19694364961052,0.011860721084310454,3.8577733782260134e-4,0.3183509896774814,2.7186561631098565,0.22078328646507545,-0.6816490103225187,0.3803791229866704
ext,MKD,North Macedonia,Upper middle income,insufficient_obs,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,MLI,Mali,Low income,ok,"(1,1,0,0,0,0,0)",38,0.6783749866812679,0.5896508450761004,-278.4173849740766,-262.04152337681273,0.005459828459093561,0.019986844853743854,0.6850633407112576,2.3275424424268243,0.3704100159033152,-0.3149366592887416,0.40683266276992325
ext,MLT,Malta,High income,ok,"(1,0,0,1,0,0,0)",36,0.40384638752697594,0.22720828012756145,-251.65953490345896,-235.82434551889787,0.006421223565839912,-0.0086485514920236,-0.4618252699366864,NA,NA,-1.4618252699366863,0.7928665409758837
ext,MUS,Mauritius,Upper middle income,ok,"(1,0,0,2,0,0,0)",45,0.8109900451898028,0.7623874853814664,-432.73902891541724,-412.8657415279437,0.0017538582634609497,-0.013091911643119408,0.7525737630325404,4.853362409562075,0.0039401830633919895,-0.2474262369674596,0.5588618069474585
ext,MWI,Malawi,Low income,ok,"(1,2,2,2,2,2,1)",28,0.8747168600469789,0.6241505801409367,-163.94200013396627,-137.2979099304622,0.011184012254783214,-0.05607644591205351,-0.10682407213654586,3.8865759019381394,0.030560332039103077,-1.1068240721365452,0.9130933432157633
ext,MYS,Malaysia,Upper middle income,ok,"(1,0,0,0,0,1,1)",41,0.30780267055929184,0.10684215556037646,-271.95478026906284,-253.10548753531543,0.007719848838670499,0.012682480706268437,-0.02239316315036063,7.043999755434152,7.282957463053561e-5,-1.0223931631503607,0.6179359747819709
ext,NAM,Namibia,Upper middle income,ok,"(1,0,0,0,0,0,1)",31,0.7318386059119869,0.634325371698164,-295.5285217273238,-281.1886496824723,0.0017702475862865139,-8.878074967627621e-4,0.4962265831406688,1.7189275470640943,0.6720310267448257,-0.5037734168593306,0.3660989024588829
ext,NER,Niger,Low income,ok,"(2,2,2,2,2,2,2)",28,0.8905189832665995,0.5777160783140267,-206.1761565834584,-176.86765735960392,0.005554078700132442,-0.017216305706884497,0.562957583056185,1.9946115255225692,0.5296581283715781,-0.43704241694381424,0.8855284614544122
ext,NGA,Nigeria,Lower middle income,ok,"(1,0,0,0,0,0,0)",41,0.834274429851329,0.799120521031914,-414.83885007982536,-399.4167014794866,0.0013755125653390201,0.00482190541592592,0.7292610412584702,3.0992514281383157,0.12326708164233495,-0.27073895874152987,0.39665152563373124
ext,NLD,Netherlands,High income,ok,"(1,1,0,0,0,1,1)",41,0.6049620528627823,0.4732827371503764,-325.480210550824,-304.9173457503723,0.003987044785003112,-0.04249929165295328,-0.5614888437853232,NA,NA,-1.561488843785323,0.8569749817591858
ext,NOR,Norway,High income,ok,"(1,0,0,0,0,0,0)",61,0.4745670133362816,0.4051702037769226,-374.0166352364121,-355.0187704588523,0.010442213829335719,0.008815069723502895,-0.26113221262015857,NA,NA,-1.2611322126201583,0.7813531492477608
ext,NPL,Nepal,Lower middle income,ok,"(1,1,0,1,0,0,0)",41,0.7323418278562965,0.6546346165887698,-334.2928035078611,-315.4435107741137,0.0036095206794973045,0.0684188293555928,0.7000994894843631,1.8556756455119174,0.6014204274969418,-0.2999005105156366,0.32165296337373117
ext,NZL,New Zealand,High income,ok,"(1,1,0,0,0,1,0)",61,0.46269174052377154,0.3678726359103195,-329.5272180427947,-306.3076055368883,0.014834717663918133,4.2535530182910564e-4,0.062478976793380284,NA,NA,-0.9375210232066197,0.7044688328860571
ext,OMN,Oman,High income,ok,"(1,1,1,1,1,1,1)",41,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
ext,PAK,Pakistan,Lower middle income,ok,"(1,1,1,0,1,1,1)",41,0.36436578585797724,0.09195112265425309,-280.8616004651302,-256.8715915312699,0.006772671653516209,-0.04153104170217185,0.18471480742488394,4.352715206277969,0.012171496083683855,-0.815285192575116,0.5633892177258734
ext,PAN,Panama,High income,insufficient_obs,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,PHL,Philippines,Lower middle income,ok,"(1,0,1,0,1,0,1)",41,0.638745259584051,0.5183270127787347,-318.48212321085236,-297.9192584104007,0.004342250793231988,0.05371439278155218,0.5931666218364884,5.357278673499045,0.001544270356819387,-0.4068333781635118,0.6085004162815848
ext,POL,Poland,High income,ok,"(1,1,0,0,0,0,1)",35,0.4171053071224336,0.20726321768650957,-236.953665384617,-219.84483670823346,0.007083122114759704,0.006117870169566649,0.3159112861193353,6.952104193236245,1.310614247242876e-4,-0.6840887138806645,0.6729867538053832
ext,PRT,Portugal,High income,ok,"(1,0,0,0,2,0,0)",60,0.3351095118985073,0.21542922404023856,-353.8362485465255,-330.7984583620824,0.011565294802584806,-0.006110004691392863,-0.24058900797484398,NA,NA,-1.2405890079748427,0.7506073769968591
ext,PRY,Paraguay,Upper middle income,ok,"(1,0,0,0,0,1,0)",41,0.20764818981708727,0.009560237271359018,-305.90592052523147,-288.7701998581884,0.005146271038932608,4.222273854103184e-5,-0.37125723966042434,NA,NA,-1.3712572396604246,0.6834511184223522
ext,QAT,Qatar,High income,insufficient_obs,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,RUS,Russian Federation,Upper middle income,ok,"(1,0,0,0,1,0,0)",29,0.4144266581047502,0.18019732134665034,-127.76506563855324,-114.09210733868849,0.022803749598223403,-0.015483051957664133,-0.19488088644772503,6.962733180700859,1.243261092217306e-4,-1.1948808864477258,0.7221973431424386
ext,RWA,Rwanda,Low income,ok,"(1,0,0,0,0,0,1)",41,0.8234687795988138,0.7793359744985173,-377.8329435192593,-360.6972228522162,0.0021406586569503658,1.8873594349864897,0.9957495827481264,4.712841565238608,0.005598722569575893,-0.00425041725187381,0.5081253740866413
ext,SAU,Saudi Arabia,High income,ok,"(1,1,1,1,1,1,1)",32,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
ext,SDN,Sudan,Low income,insufficient_obs,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,SEN,Senegal,Lower middle income,ok,"(2,2,2,2,2,2,2)",40,0.8625207740630491,0.7178057993925744,-283.32982208633143,-246.17447409582485,0.005867415264694177,-0.02156966168658004,0.31639953373112223,6.206811117642663,6.033344443986301e-4,-0.6836004662688776,0.8283451138989438
ext,SGP,Singapore,High income,ok,"(1,0,0,0,0,1,1)",51,0.3098695756195487,0.15837753124335208,-281.17971157776327,-259.9296296177957,0.013812768462386792,0.012635913855182108,-0.04363428429035883,NA,NA,-1.0436342842903588,0.6800929571493665
ext,SLE,Sierra Leone,Low income,ok,"(1,0,0,0,0,0,0)",41,0.6688757162015453,0.5986372317594488,-362.2916898203802,-346.86954122004147,0.002610770697126337,0.005927796412926982,0.8289286006551418,0.9345051844879776,0.957158904903647,-0.17107139934485813,0.1654345507267496
ext,SLV,El Salvador,Upper middle income,ok,"(1,0,1,1,0,0,0)",41,0.4240502651124559,0.2568390517580077,-209.0722348712751,-190.2229421375277,0.01662080282628035,-0.009312985029641856,-0.21905743997593552,NA,NA,-1.2190574399759353,0.7728249188277126
ext,STP,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,SUR,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,SVK,Slovakia,High income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,SVN,Slovenia,High income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,SWE,Sweden,High income,ok,"(1,0,0,1,0,0,1)",61,0.4851555544899812,0.3943006523411544,-429.032531093124,-405.8129185872176,0.0065623771104927255,0.01454630714104011,-0.04594919838677842,NA,NA,-1.0459491983867788,0.7244766868965243
ext,SWZ,Swaziland,Lower middle income,ok,"(1,0,0,0,0,0,1)",41,0.8048483454251207,0.7560604317814009,-382.5176182851423,-365.38189761809923,0.0020217902579603565,0.03568511335491612,0.8823200413505224,1.5256893204689368,0.7645724940923219,-0.11767995864947774,0.27193394684477273
ext,SYC,Seychelles,High income,ok,"(1,0,0,1,0,1,0)",36,0.6470110226932396,0.5248225305485918,-209.25389182799591,-191.83518350497872,0.01146923619375908,-0.007985937549833226,0.774168173343021,1.1253949385638713,0.9140140636082857,-0.22583182665697915,0.3159251764978928
ext,SYR,Syrian Arab Republic,Low income,ok,"(1,0,0,0,0,0,0)",29,0.7356437972654847,0.6475250630206463,-384.42257904623824,-372.11691657636,2.757896376022318e-4,0.0019589361300276233,0.8218874435734668,0.6813079017992527,0.9866225269628048,-0.17811255642653306,0.18507224062031374
ext,TCD,Chad,Low income,ok,"(1,0,0,0,1,0,0)",34,0.7585151244109325,0.6812399642224309,-364.27149596525874,-349.00789071909713,9.915436422493155e-4,-3.445019537456309e-4,0.7002962601944426,2.8800437459081154,0.1731304121732028,-0.29970373980555737,0.46052820040780396
ext,TGO,Togo,Low income,ok,"(1,0,0,1,1,1,0)",30,0.506505873949442,0.24677212339651677,-223.2758558793797,-206.46148729943383,0.004932922849062417,-0.01163203939412917,0.30119568508369343,2.8913391061275155,0.1700159651663798,-0.6988043149163063,0.5353358503907154
ext,THA,Thailand,Upper middle income,ok,"(1,0,0,0,0,0,1)",41,0.34228479237953574,0.1778559904744197,-232.22066615776333,-215.08494549072026,0.012640084139695138,6.61013003386609e-4,-0.3716827521892313,NA,NA,-1.3716827521892316,0.7497079703707498
ext,TTO,Trinidad and Tobago,High income,insufficient_obs,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,TUN,Tunisia,Lower middle income,ok,"(1,0,0,1,0,0,1)",41,0.6869042639327666,0.5960055018487311,-400.9463640009663,-382.0970712672189,0.0016011573140726687,0.03330681342589691,0.6654166109097553,2.40219089832533,0.3377947891247476,-0.33458338909024504,0.363895893415561
ext,TUR,Turkey,Upper middle income,ok,"(1,0,0,0,0,0,0)",41,0.2410175661430757,0.08002129229463717,-256.24666709741797,-240.8245184970792,0.009515075622473366,-0.004999898090664134,0.3582702783758192,2.7476289786938994,0.21129429965109378,-0.6417297216241808,0.368220368597747
ext,TWN,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,TZA,Tanzania,Lower middle income,ok,"(1,0,0,1,0,0,1)",41,0.6230606551990415,0.513626651869731,-394.15143777400164,-375.30214504025423,0.0017394894368276896,0.0019654951815548634,0.8089351988404777,0.7510895575573521,0.9815530612373398,-0.19106480115952226,0.25353709592639834
ext,UGA,Uganda,Low income,ok,"(1,2,1,0,0,2,2)",29,0.7338832305603089,0.4677664611206178,-195.71902679488014,-173.84229351509654,0.0068671273783415645,-0.1872410976675825,0.6324615327807991,3.0446819679669086,0.13425454676800747,-0.3675384672192006,0.6943920889147891
ext,URY,Uruguay,High income,ok,"(1,0,0,0,0,1,1)",31,0.3751244064020944,0.10732058057442062,-191.7881576198054,-176.0142983704688,0.0093497821028059,-0.009038269704308955,-0.17311927087678558,5.719533621076972,9.121096393635761e-4,-1.1731192708767861,0.6720615549147614
ext,USA,United States,High income,ok,"(1,0,0,0,0,0,1)",61,0.5373004206075489,0.4661158699317872,-461.36913012513844,-440.26039148340533,0.00506818725861664,0.029001643089901843,0.07836780195959843,NA,NA,-0.9216321980404016,0.7547509700396319
ext,VCT,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,VEN,Venezuela,Upper middle income,ok,"(1,0,1,1,1,0,0)",41,0.45760396463175035,0.27680528617566713,-317.4452924274551,-296.88242762700344,0.0043975040010511045,0.003770100844060524,-0.12456605918482859,NA,NA,-1.1245660591848288,0.78330981748078
ext,YEM,Yemen,Low income,insufficient_obs,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,ZAF,South Africa,Upper middle income,ok,"(1,0,0,0,0,1,1)",43,0.22463814106754804,0.013175815904151955,-265.375715134406,-246.0025138617768,0.00977262334192272,0.01781975299136649,0.05786067826840105,5.894598436164891,8.011755765528444e-4,-0.9421393217315991,0.572415761084978
ext,ZMB,Zambia,Lower middle income,ok,"(1,1,1,0,0,1,1)",30,0.6806941060816214,0.48556272646483445,-239.2047146078216,-220.98914864621355,0.0037589925432091483,0.033499268443599545,0.7643703145296522,2.712794105048253,0.22266205996013155,-0.23562968547034782,0.6184557507287096
cs_base,ALB,Albania,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cs_base,ARE,United Arab Emirates,High income,ok,"(1,1,1,0)",42,0.6822785362564968,0.6278119996147533,-343.36146658579275,-329.4601096395258,0.0036761456542070284,-0.0146771474967788,0.7137590751381635,3.390871939055662,0.15069155192509281,-0.2862409248618364,0.5441395935898115
cs_base,ARG,Argentina,Upper middle income,ok,"(1,0,0,0)",42,0.3108620047562206,0.23636059986500124,-235.7272247256913,-225.30120701599108,0.013504986274411664,0.01015155049657246,-0.30178701288877197,NA,NA,-1.3017870128887716,0.7044576492520499
cs_base,ATG,Antigua and Barbuda,High income,ok,"(2,2,2,2)",31,0.8935320380439853,0.8318926916483979,-343.43469084889887,-324.792857190592,7.984897184315969e-4,-0.029428576398121905,0.7482615107600279,3.134529682281018,0.1963586381524729,-0.25173848923997233,0.70898900072087
cs_base,AUS,Australia,High income,ok,"(1,1,0,0)",71,0.23186999328437333,0.17278306969086354,-449.9830905955439,-434.1443314562547,0.00963571488565417,0.015603765078868008,-0.374551418649713,NA,NA,-1.3745514186497128,0.7048583560581723
cs_base,AUT,Austria,High income,ok,"(1,0,0,0)",42,0.36947437094856933,0.30130943807814436,-325.41229159829896,-314.98627388859876,0.004643087727255923,1.7978872592882915e-4,-0.5888344779340763,NA,NA,-1.5888344779340766,0.7944873889388049
cs_base,AZE,Azerbaijan,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cs_base,BDI,Burundi,Low income,ok,"(1,0,0,1)",42,0.619845038599079,0.5670457384045067,-339.29058905962546,-327.1269017316419,0.0038963948950511413,0.004727016936934613,0.7568852079788274,2.3282165093977842,0.4161057478259044,-0.24311479202117237,0.21605875897974502
cs_base,BEL,Belgium,High income,ok,"(1,0,1,1)",42,0.25373594571840974,0.12580496498442284,-315.43146468377586,-301.5301077375089,0.005126201052970941,-0.034904110500261994,0.1288430705846899,8.71243617167921,6.187078906840811e-4,-0.8711569294153104,0.5865730500903428
cs_base,BEN,Benin,Lower middle income,ok,"(1,0,0,1)",42,0.5854675754017189,0.5278936275408466,-311.38196962353044,-299.2182822955469,0.005431944696894503,-0.0021683954354540366,0.7035700293441094,2.4452644485449424,0.3767496712843818,-0.2964299706558904,0.21660803377460786
cs_base,BFA,Burkina Faso,Low income,ok,"(1,0,0,0)",42,0.40716598597571285,0.3430758222974115,-272.86801030686104,-262.44199259716083,0.008679003879066796,0.013369494820533678,0.6354062201152884,2.377397814414647,0.399269431509699,-0.3645937798847117,0.20446516515220237
cs_base,BGD,Bangladesh,Lower middle income,ok,"(1,0,0,1)",42,0.4455648248525145,0.3685599394153637,-318.88468146327074,-306.7209941352872,0.004967810556370034,-4.8445184883942095e-4,0.5357518399341126,3.728227238760812,0.10421079995495192,-0.46424816006588715,0.3104244783736902
cs_base,BGR,Bulgaria,Upper middle income,ok,"(1,1,0,0)",41,0.1971920903756745,0.08250524614362809,-203.22947837541741,-191.23447390848725,0.018518843258014523,0.023985047630594655,0.35138106606367703,5.090759035650415,0.019241008756301376,-0.6486189339363228,0.37344570222663903
cs_base,BHR,Bahrain,High income,ok,"(1,1,0,1)",42,0.5935523409058865,0.5238755993468955,-290.5915982746578,-276.69024132839087,0.006890044507398633,0.029779428885107168,0.5414766225450809,6.620754158553817,0.0022574565579442174,-0.4585233774549191,0.4421575258894707
cs_base,BHS,Bahamas,High income,ok,"(1,1,1,0)",42,0.7698611285688097,0.7304087506091771,-370.7788055548222,-356.87744860855526,0.0026524080731845146,-0.004293155869273593,0.23905883600086864,8.958747596829367,5.554984523717124e-4,-0.7609411639991311,0.910677808392986
cs_base,BLR,Belarus,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cs_base,BLZ,Belize,Upper middle income,ok,"(1,0,1,1)",42,0.6826773066775763,0.6282791306794465,-357.28688093098026,-343.3855239847133,0.0031145543759317235,-9.01527671455802e-4,0.15647006973951724,8.093675022870201,7.774968897810171e-4,-0.8435299302604824,0.8768397609759118
cs_base,BOL,Bolivia,Lower middle income,ok,"(1,0,1,1)",42,0.6825229670853993,0.6280983328714678,-357.2664579133536,-343.3651009670866,0.003115311713219364,-0.0011436621167912016,0.1628096995103829,8.08548656933096,7.795982439855441e-4,-0.837190300489617,0.8767798582287606
cs_base,BRA,Brazil,Upper middle income,ok,"(1,0,0,0)",42,0.06358404125187996,-0.03765011645061955,-281.5595328599085,-271.13351515020827,0.007825880507584568,5.00153782226418e-4,0.01547330145385812,NA,NA,-0.9845266985461419,0.5536224410012626
cs_base,BRB,Barbados,High income,ok,"(2,2,2,2)",41,0.8789222432821548,0.8329961976305584,-457.9659458324541,-435.6895089652981,7.86573691389036e-4,-0.023423681856507866,0.7645999670159501,3.7905899269855237,0.0970659215429802,-0.2354000329840498,0.5780280576769397
cs_base,BTN,Bhutan,Lower middle income,ok,"(1,0,0,0)",40,0.4990499317347724,0.44179849536160354,-338.28008932041763,-328.146812595734,0.0032448895921436266,-0.009232789189795716,0.6964181985813951,2.381785186782548,0.39778495765939786,-0.3035818014186051,0.21396255378792084
cs_base,BWA,Botswana,Upper middle income,ok,"(1,0,0,0)",42,0.7797009421263013,0.7558848277615771,-370.99279827772943,-360.56678056802923,0.0026986577610413195,-0.0299977191499348,0.8883137177147552,1.6559022382622057,0.6690884053591175,-0.11168628228524512,0.15183541921480379
cs_base,CAF,Central African Republic,Low income,ok,"(1,0,1,0)",42,0.8588549580361596,0.8392514799856262,-389.73922764976965,-377.5755403217861,0.002137149023700308,0.008431278185097757,0.7560385190826306,5.238473798062028,0.015591049902536003,-0.24396148091736905,0.3680274649007782
cs_base,CAN,Canada,High income,ok,"(1,0,0,0)",71,0.23073901778822165,0.18411714007841684,-533.3342478815003,-519.7581686192525,0.005392166681915656,-0.004479638709456229,0.02266934349771462,NA,NA,-0.9773306565022858,0.5537024650115269
cs_base,CHE,Switzerland,High income,ok,"(1,0,1,1)",43,0.18753561611905709,0.05212488547223326,-283.23700979482993,-269.14740886928143,0.008151135319057194,-0.002296056055390514,0.10375407964020851,8.950288811916266,5.576691801113466e-4,-0.8962459203597912,0.5117225279632669
cs_base,CHL,Chile,High income,ok,"(1,0,0,1)",44,0.30281894618613503,0.21108459700010018,-294.9003280351966,-282.41100059776875,0.007782576729133847,0.0050501683820751275,0.4421527315156797,4.032719605242234,0.0733858148605563,-0.5578472684843201,0.35938994589097956
cs_base,CIV,Cote d'Ivoire,Lower middle income,ok,"(1,0,0,0)",37,0.16931450547643617,0.0654788186609907,-220.16641482734585,-210.5009073514805,0.01129120118875976,0.00335217874258943,-0.2557713907822898,NA,NA,-1.2557713907822894,0.7973230548441087
cs_base,COG,Congo,Lower middle income,ok,"(1,0,0,0)",42,0.6843594885019022,0.6502361899615673,-514.5025020086665,-504.0764842989663,4.888525688904711e-4,6.715399529681749e-4,0.7715664765262337,2.3410816640730205,0.41176936544261583,-0.22843352347376597,0.20197266587546256
cs_base,COL,Colombia,Upper middle income,ok,"(1,0,0,0)",42,0.17920688010843894,0.09047248876881075,-248.54382213597637,-238.11780442627617,0.011593915449835061,0.0011584254137011055,-0.4120444848224567,NA,NA,-1.412044484822457,0.6752232187703211
cs_base,COM,Comoros,Lower middle income,ok,"(1,0,0,0)",38,0.8057382859597695,0.7821914115306506,-315.778414751036,-305.9528977926777,0.003478086083903296,0.027731246454647966,0.773959602554985,3.2771592518841284,0.17002012958882942,-0.2260403974450154,0.28429894827283414
cs_base,CPV,Cabo Verde,Lower middle income,ok,"(1,0,0,0)",41,0.7949745606863245,0.7721939563181384,-388.53006832972443,-378.24863592949856,0.0019529289698922009,-0.013708374330693872,0.8173309026178709,1.0788384323929399,0.8680379474079752,-0.1826690973821293,0.10703995699798118
cs_base,CRI,Costa Rica,Upper middle income,ok,"(2,2,2,2)",41,0.5639342407631971,0.3985299872595821,-238.247214501004,-215.970777633848,0.01146647841209451,0.0054888361007378395,-0.9271028555880907,7.615132838758921,9.003023286598996e-4,-1.9271028555880911,0.8125533650672204
cs_base,CYP,Cyprus,High income,ok,"(1,0,0,0)",42,0.15369088037693018,0.06219800257984154,-199.7173275569356,-189.2913098472354,0.020733447612510055,0.04504267820398684,-0.34764911842526214,NA,NA,-1.347649118425262,0.6696230296603164
cs_base,CZE,Czech Republic,High income,ok,"(1,0,1,1)",29,0.38280221318277674,0.21447554405080682,-195.72367850969803,-184.78531186980624,0.007217691637052621,3.740420851327748e-4,-0.5446867827676001,NA,NA,-1.5446867827676007,0.7994849291000794
cs_base,DEU,Germany,High income,ok,"(1,0,0,0)",42,0.20449919931310592,0.11849911275236058,-300.925846129917,-290.4998284202168,0.006214497734012162,-0.01913831825783843,0.2773412389144671,6.601017500238691,0.00234817476248221,-0.7226587610855328,0.41644124739243354
cs_base,DMA,Dominica,Upper middle income,ok,"(1,0,0,1)",32,0.7457487648814716,0.6968542965894469,-340.04408418870895,-329.78393286911086,0.0010625775556633169,-0.019077969077888723,0.8086374217200403,1.2777412523636777,0.8061031563008637,-0.19136257827995976,0.29481794176413506
cs_base,DNK,Denmark,High income,ok,"(1,0,0,1)",52,0.13276901157115148,0.03850477369845051,-361.27035438061523,-347.61164835054524,0.006970933275288076,0.003046311913488084,0.07435756181228627,NA,NA,-0.9256424381877134,0.5563861766227354
cs_base,DZA,Algeria,Lower middle income,ok,"(1,0,1,0)",42,0.2587002072817515,0.1557419027375503,-287.5807161679791,-275.41702883999557,0.007211272773558354,-0.0018965895183802248,0.45378680035405555,3.8146169528491396,0.09419243786703538,-0.5462131996459446,0.3459998950128205
cs_base,ECU,Ecuador,Upper middle income,ok,"(1,0,0,0)",32,0.49864192726981205,0.4243666572357101,-167.49729665237265,-158.7028812355743,0.015944612597329794,0.027470415739101944,-0.3605218258937362,NA,NA,-1.3605218258937364,0.8220110574618608
cs_base,EGY,Egypt,Lower middle income,ok,"(1,0,1,0)",42,0.47884291532291046,0.406459986895537,-338.68213185607885,-326.5184445280953,0.00392472104699975,-0.010495262095858007,0.5331972324183224,5.201554003358776,0.016340418448700288,-0.466802767581678,0.42292420733936403
cs_base,ESP,Spain,High income,ok,"(1,0,0,0)",42,0.07258769881300225,-0.027673090504511055,-311.56102095702903,-301.1350032473288,0.005475456670942473,0.0035655011486123065,0.07062000430806818,10.493218585524586,1.6171627502074165e-4,-0.9293799956919315,0.5314846989141908
cs_base,ETH,Ethiopia,Low income,ok,"(1,1,1,0)",42,0.5777612192494586,0.5053774282636514,-272.7478886214945,-258.84653167522754,0.008520735467846464,0.05443790841772593,0.6125941430124996,2.946687208114819,0.2368199856616222,-0.3874058569875004,0.2555814046545279
