spec,iso,country,income_group,term,estimate,std.error,statistic,p.value,conf.low,conf.high
ext,ZAF,South Africa,Upper middle income,"L(dy, 1)",0.14815369222613747,0.1984018187647479,0.7467355548882774,0.46960158094769844,-0.2407138725527684,0.5370212570050433
ext,ZAF,South Africa,Upper middle income,dd,-0.09596842514050995,0.051062930887163765,-1.8794147432033628,0.08468295197432663,-0.19605176967935092,0.0041149193983310295
ext,ZAF,South Africa,Upper middle income,"L(dd, 1)",0.1734947691250083,0.04818255161692937,3.6007800189654,0.003640693571030685,0.07905696795582673,0.2679325702941899
ext,ZAF,South Africa,Upper middle income,"L(dd, 2)",-0.033570198887440186,0.03139315844140195,-1.069347608017902,0.3059518130350074,-0.095100789432588,0.027960391657707626
ext,ZAF,South Africa,Upper middle income,d_inf,-0.34212698926996843,0.1568468482119952,-2.181280613350594,0.04977952819180807,-0.649546811765479,-0.03470716677445784
ext,ZAF,South Africa,Upper middle income,"L(d_inf, 1)",-0.07262007737807542,0.13924372629989873,-0.5215321315207307,0.6114865915799192,-0.3455377809258769,0.20029762616972607
ext,ZAF,South Africa,Upper middle income,"L(d_inf, 2)",-0.4182956867092475,0.11716049711444661,-3.5702792068272053,0.003850416551995349,-0.6479302610535629,-0.18866111236493216
ext,ZAF,South Africa,Upper middle income,d_gov,-0.34887367970438804,0.3810783981389495,-0.915490569416063,0.37796412351916786,-1.095787340056729,0.39803998064795293
ext,ZAF,South Africa,Upper middle income,d_mil,7.2717854213489606,1.5742081601624696,4.619329009575494,5.908746892723708e-4,4.18633742743052,10.357233415267402
ext,ZAF,South Africa,Upper middle income,d_trade,0.01492167459884686,0.06048157722648027,0.24671437623015224,0.8092993045827104,-0.10362221676505447,0.1334655659627482
ext,ZAF,South Africa,Upper middle income,"L(d_trade, 1)",-0.12662549801441603,0.057960336805410496,-2.1846922394452988,0.049476245782339105,-0.2402277581530206,-0.013023237875811458
ext,ZAF,South Africa,Upper middle income,"L(d_trade, 2)",-0.0953137124478026,0.06400740270002717,-1.4891045164649703,0.16226466143281837,-0.22076822173985583,0.03014079684425064
ext,ZAF,South Africa,Upper middle income,d_log_gdp,-0.033322325729645316,0.06944399463815196,-0.47984459856141837,0.6399653140458486,-0.16943255522042316,0.10278790376113252
ext,ZAF,South Africa,Upper middle income,"L(d_log_gdp, 1)",0.14525267721121532,0.08186705792731812,1.7742506068823334,0.10137313115972679,-0.015206756326328202,0.3057121107487588
ext,ZAF,South Africa,Upper middle income,"L(d_log_gdp, 2)",0.2339760883855333,0.10042394828815777,2.3298833831364534,0.038078475005848544,0.037145149740744066,0.43080702703032253
cs_base,ABW,Aruba,High income,(Intercept),-8.332350630572033e-4,1.5822360334268842e-4,-5.266186873854352,7.68189167359015e-5,-0.0011433533256088727,-5.231168005055339e-4
cs_base,ABW,Aruba,High income,"L(dy, 1)",0.6342187655273069,0.11552976732450315,5.489656737089204,4.9445620303376886e-5,0.4077804215712808,0.8606571094833331
cs_base,ABW,Aruba,High income,"L(dy, 2)",0.01723204985708488,0.11291436678281837,0.15261166801058482,0.8806124872204164,-0.2040801090372391,0.23854420875140886
cs_base,ABW,Aruba,High income,dd,-0.0010606313672653837,0.0010948924827541486,-0.9687082375407468,0.3471071972825801,-0.003206620633463515,0.0010853578989327476
cs_base,ABW,Aruba,High income,"L(dd, 1)",-9.254703010206157e-4,0.0011182668641734964,-0.8275934221699618,0.4200736916326554,-0.0031172733548006687,0.001266332752759437
cs_base,ABW,Aruba,High income,"L(dd, 2)",-0.00323977057113795,0.0011679807286236448,-2.7738219405004347,0.013553235049140721,-0.0055290127992402936,-9.505283430356064e-4
cs_base,ABW,Aruba,High income,dy_bar,0.10675398772755895,0.05883177145364742,1.814563544320073,0.08838452985966425,-0.008556284321590002,0.2220642597767079
cs_base,ABW,Aruba,High income,"L(dy_bar, 1)",-0.027081468183265442,0.05161448984134201,-0.5246873168079599,0.606994530990807,-0.12824586827229578,0.0740829319057649
cs_base,ABW,Aruba,High income,"L(dy_bar, 2)",0.16953615718493786,0.055989872692860335,3.0279789724643655,0.007998466912601677,0.05979600670693161,0.2792763076629441
cs_base,ABW,Aruba,High income,dd_bar,-0.004336508199354042,0.0020021717561208006,-2.16590219400358,0.045767809249063846,-0.008260764841350812,-0.00041225155735727294
cs_base,ABW,Aruba,High income,"L(dd_bar, 1)",0.005746207997970702,0.0022532207790974174,2.5502196905322725,0.021393752030710686,0.0013298952709397639,0.01016252072500164
cs_base,ABW,Aruba,High income,"L(dd_bar, 2)",-0.009948269979628376,0.0019342627880517519,-5.143184287616149,9.815826023746362e-5,-0.013739425044209809,-0.006157114915046943
cs_base,AGO,Angola,Lower middle income,(Intercept),-2.3910441904056532e-4,7.313273051963708e-4,-0.3269458385344476,0.7465432762141309,-0.001672505937225452,0.0011942970991443216
cs_base,AGO,Angola,Lower middle income,"L(dy, 1)",0.6739564480424034,0.10943155905775628,6.158702789628535,2.3093587821221384e-6,0.45947059228920106,0.8884423037956057
cs_base,AGO,Angola,Lower middle income,dd,0.0010636003073326618,0.003522666618240488,0.3019304471860332,0.7653060073175633,-0.005840826264418695,0.007968026879084019
cs_base,AGO,Angola,Lower middle income,dy_bar,-0.4123953102570008,0.368367624604053,-1.1195210510160112,0.2739973624532508,-1.1343958544809447,0.30960523396694295
cs_base,AGO,Angola,Lower middle income,dd_bar,0.03693161006848175,0.01807138134240186,2.043651747961685,0.05211279921397996,0.0015117026373741016,0.0723515174995894
cs_base,ALB,Albania,Lower middle income,(Intercept),8.809532175366543e-4,9.648180141934214e-4,0.9130770824932438,0.3706745246975376,-0.0010100900902824516,0.0027719965253557603
cs_base,ALB,Albania,Lower middle income,"L(dy, 1)",-0.14227611329898115,0.19987268714825235,-0.7118336943829155,0.48372610568562047,-0.5340265801095557,0.24947435351159342
cs_base,ALB,Albania,Lower middle income,dd,0.011846597208962441,0.00997879373646386,1.1871772803233096,0.2472748432958088,-0.007711838514506724,0.031405032932431604
cs_base,ALB,Albania,Lower middle income,dy_bar,-0.25613826569598436,0.49444507862299164,-0.5180317830431611,0.609383707526866,-1.2252506197970479,0.7129740884050793
cs_base,ALB,Albania,Lower middle income,"L(dy_bar, 1)",1.1702579195489153,0.526286339219497,2.223614470564547,0.036278493442646984,0.1387366946787012,2.2017791444191293
cs_base,ALB,Albania,Lower middle income,dd_bar,0.02972663333652244,0.017051189514043018,1.7433759276465834,0.09462264955209448,-0.003693698111001873,0.06314696478404676
cs_base,ARE,United Arab Emirates,High income,(Intercept),-5.600177444963587e-4,9.561749917828421e-4,-0.5856854125123834,0.5640474805699629,-0.0024341207283907294,0.0013140852393980118
cs_base,ARE,United Arab Emirates,High income,"L(dy, 1)",0.6963440125559701,0.13068067113686727,5.328592258503633,2.386454923942224e-5,0.4402098971277103,0.9524781279842299
cs_base,ARE,United Arab Emirates,High income,dd,0.003457327518105283,0.0036394706658942123,0.9499533958342327,0.3524558779698673,-0.0036760349870473726,0.010590690023257939
cs_base,ARE,United Arab Emirates,High income,"L(dd, 1)",-0.009239812911842839,0.0034757643943094316,-2.6583542103631608,0.01435630288367971,-0.016052311124689325,-0.0024273146989963537
cs_base,ARE,United Arab Emirates,High income,dy_bar,-1.0560262710596786,0.4767449795412877,-2.2150758086131526,0.0374154493679537,-1.9904464309606025,-0.12160611115875475
cs_base,ARE,United Arab Emirates,High income,"L(dy_bar, 1)",1.4563939863975517,0.49722897781845155,2.92902073565252,0.007769456393751527,0.48182518987338663,2.430962782921717
cs_base,ARE,United Arab Emirates,High income,dd_bar,-0.00860093273215356,0.014595055819591116,-0.5893045452151288,0.5616604166637127,-0.03720724213855215,0.020005376674245026
cs_base,ARG,Argentina,Upper middle income,(Intercept),-0.0036119266023646097,0.002667496306720872,-1.3540512102169382,0.18887586764011943,-0.008840219363537518,0.0016163661588082987
cs_base,ARG,Argentina,Upper middle income,"L(dy, 1)",-0.20350479225421123,0.17035803060176902,-1.1945711718746412,0.24442862134266816,-0.5374065322336785,0.13039694772525603
cs_base,ARG,Argentina,Upper middle income,dd,0.030553553327709756,0.010570858314155107,2.8903569057203655,0.00825454994236612,0.009834671031965746,0.051272435623453766
cs_base,ARG,Argentina,Upper middle income,dy_bar,4.8413526374046265,1.4946557697577185,3.2391087870282016,0.0036232119658306883,1.9118273286794985,7.770877946129755
cs_base,ARG,Argentina,Upper middle income,"L(dy_bar, 1)",-2.899345550224906,1.6561250265527696,-1.7506803554921844,0.09333015504984338,-6.145350602268334,0.34665950181852256
cs_base,ARG,Argentina,Upper middle income,dd_bar,0.0575826833635646,0.0471169588407488,1.2221222417641393,0.2340389507461275,-0.03476655596430304,0.14993192269143224
cs_base,ARM,Armenia,Lower middle income,(Intercept),0.00426528401703082,0.0037288249248832203,1.143868136196928,0.26395957106557705,-0.003043212835740292,0.01157378086980193
cs_base,ARM,Armenia,Lower middle income,"L(dy, 1)",0.09583315923384332,0.15060486405784623,0.636321806957274,0.5305891047497278,-0.19935237431953529,0.39101869278722196
cs_base,ARM,Armenia,Lower middle income,dd,0.011829473066863992,0.025515390310505533,0.46362108997381885,0.6470965511794603,-0.03818069194172685,0.06183963807545484
cs_base,ARM,Armenia,Lower middle income,dy_bar,8.90190258742065,1.9348811388597011,4.60074906341114,1.1461853675538208e-4,5.109535555255636,12.694269619585665
cs_base,ARM,Armenia,Lower middle income,dd_bar,0.14217045554659005,0.0796259417374767,1.7854791095007696,0.0868281090812225,-0.013896390258864272,0.2982373013520444
cs_base,ATG,Antigua and Barbuda,Upper middle income,(Intercept),-7.81279936150884e-4,1.9550915004439037e-4,-3.996129776910668,0.0010404567719176948,-0.001164477870237889,-3.9808200206387887e-4
cs_base,ATG,Antigua and Barbuda,Upper middle income,"L(dy, 1)",0.7910028057545765,0.14916515355561352,5.302865896622869,7.142942142757775e-5,0.498639104785574,1.083366506723579
cs_base,ATG,Antigua and Barbuda,Upper middle income,"L(dy, 2)",-0.10654006362705536,0.13200181879472933,-0.8071105731712037,0.43143800128494336,-0.3652636284647249,0.15218350121061414
cs_base,ATG,Antigua and Barbuda,Upper middle income,dd,6.646264866981206e-4,0.0013751845775504866,0.48329984028905415,0.6354299924183364,-0.002030735285300833,0.0033599882586970746
cs_base,ATG,Antigua and Barbuda,Upper middle income,"L(dd, 1)",0.0017938288804736301,0.0013372994840166973,1.3413815692844706,0.19852736810228772,-8.272781081990967e-4,0.004414935869146357
cs_base,ATG,Antigua and Barbuda,Upper middle income,"L(dd, 2)",-7.719637259053319e-4,0.0015411570270615269,-0.5008988132618839,0.6232628381132925,-0.003792631498945925,0.0022487040471352608
cs_base,ATG,Antigua and Barbuda,Upper middle income,dy_bar,0.10516090922747508,0.07972290245873284,1.3190802891541709,0.20570983596660986,-0.05109597959164129,0.26141779804659143
cs_base,ATG,Antigua and Barbuda,Upper middle income,"L(dy_bar, 1)",-0.00686709730616789,0.061724079048183736,-0.11125475522781345,0.9127980237267026,-0.127846292240608,0.11411209762827224
cs_base,ATG,Antigua and Barbuda,Upper middle income,"L(dy_bar, 2)",0.19175617611168932,0.06484537694496782,2.9571294847191125,0.009271909560345288,0.06465923729955239,0.3188531149238263
cs_base,ATG,Antigua and Barbuda,Upper middle income,dd_bar,-0.005514067660763583,0.002778946235066261,-1.9842297023181181,0.06465599751256938,-0.010960802281493456,-6.733304003371087e-5
cs_base,ATG,Antigua and Barbuda,Upper middle income,"L(dd_bar, 1)",0.0058363821765636545,0.002905063292550298,2.0090378724382316,0.061714769625985745,1.4245812316507084e-4,0.011530306229962237
cs_base,ATG,Antigua and Barbuda,Upper middle income,"L(dd_bar, 2)",-0.010125968624821359,0.0029588873568518878,-3.4222217352656834,0.0034924795654580846,-0.015925387844251057,-0.0043265494053916585
cs_base,AUS,Australia,High income,(Intercept),0.002704907873973361,0.0010829912214328724,2.4976267770615728,0.020099038012766985,5.822450799649313e-4,0.004827570667981791
cs_base,AUS,Australia,High income,"L(dy, 1)",-0.37390922177052327,0.16937559385584272,-2.2075743810454838,0.03752092125079064,-0.705885385727975,-0.04193305781307155
cs_base,AUS,Australia,High income,dd,0.035717742311767046,0.012042149342107268,2.966060401433019,0.006919411693331265,0.012115129601236802,0.059320355022297294
cs_base,AUS,Australia,High income,"L(dd, 1)",-0.031936129431395524,0.011776167328806484,-2.7119289782231935,0.012437424359640245,-0.055017417395856236,-0.008854841466934816
cs_base,AUS,Australia,High income,dy_bar,1.7368615966869865,0.5196918642930589,3.3420988782451952,0.002828115724729549,0.718265542672591,2.755457650701382
cs_base,AUS,Australia,High income,dd_bar,-0.005747245835410947,0.021411514694769013,-0.2684184616240644,0.7907700766509519,-0.04771381463715821,0.036219322966336315
cs_base,AUT,Austria,High income,(Intercept),1.4799038642741293e-4,0.001078343584257929,0.1372386209625884,0.8919870280003408,-0.001965563038718128,0.0022615438115729538
cs_base,AUT,Austria,High income,"L(dy, 1)",-0.578383438001941,0.16776692682746977,-3.447541472800215,0.0020972019894202032,-0.9072066145837818,-0.2495602614201003
cs_base,AUT,Austria,High income,dd,0.001526983257017634,0.020703300296265076,0.07375554791586081,0.9418161861224597,-0.039051485323661914,0.04210545183769718
cs_base,AUT,Austria,High income,dy_bar,0.35650378771200913,0.5378922191893175,0.662779224152587,0.5137874568317333,-0.6977649618990531,1.4107725373230715
cs_base,AUT,Austria,High income,dd_bar,-0.022250589972942006,0.019037094553472387,-1.1688017785720077,0.25396222203749486,-0.059563295297747884,0.015062115351863872
cs_base,AZE,Azerbaijan,Upper middle income,(Intercept),0.005258206368010318,0.003468333641374529,1.5160612881309907,0.1425655403330593,-0.0015397275690837587,0.012056140305104395
cs_base,AZE,Azerbaijan,Upper middle income,"L(dy, 1)",0.05697509494459855,0.18442431654437566,0.3089348303529668,0.7600370350616039,-0.30449656548237775,0.4184467553715749
cs_base,AZE,Azerbaijan,Upper middle income,dd,0.027669363281761575,0.0142710794887365,1.9388416484961575,0.06436645666534356,-3.0195251616196503e-4,0.05564067907968512
cs_base,AZE,Azerbaijan,Upper middle income,dy_bar,6.264374919735362,1.9635074633155467,3.1904003609731335,0.0039309511281043815,2.4159002916368904,10.112849547833832
cs_base,AZE,Azerbaijan,Upper middle income,dd_bar,-0.10807328017471758,0.0721543091969396,-1.4978077037608375,0.1472212609870633,-0.2494957262007192,0.03334916585128404
cs_base,BDI,Burundi,Low income,(Intercept),5.081508262545325e-4,7.97283668891264e-4,0.6373526087160274,0.5301891823499074,-0.0010545251647723448,0.00207082681728141
cs_base,BDI,Burundi,Low income,"L(dy, 1)",0.7407451230476492,0.11938675286057147,6.204583886394373,2.4903956238597145e-6,0.5067470874409291,0.9747431586543692
cs_base,BDI,Burundi,Low income,dd,0.002594620795253954,0.0032510662122793976,0.7980830367139171,0.4329857790313021,-0.003777468980813665,0.008966710571321573
cs_base,BDI,Burundi,Low income,dy_bar,0.8821172219780591,0.4190057361781274,2.1052628778405413,0.0463938155672207,0.06086597906892932,1.703368464887189
cs_base,BDI,Burundi,Low income,dd_bar,0.03199609867457224,0.019079028650359507,1.6770297514055745,0.10707724650876554,-0.005398797480132396,0.06939099482927688
cs_base,BDI,Burundi,Low income,"L(dd_bar, 1)",-0.05025238226014711,0.018882387400707558,-2.6613362597498695,0.013947667726080599,-0.08726186156553392,-0.0132429029547603
cs_base,BEL,Belgium,High income,(Intercept),-4.0821990178307256e-4,0.0010240754988474748,-0.39862285763353916,0.6938477286246597,-0.0024154078795241233,0.001598968075957978
cs_base,BEL,Belgium,High income,"L(dy, 1)",-0.05638393806463061,0.1879348151025205,-0.30001858907234696,0.7668578001013457,-0.42473617566557076,0.31196829953630956
cs_base,BEL,Belgium,High income,dd,-0.10987374297680662,0.038133243925692895,-2.8813112042318907,0.00842961744957947,-0.18461490107116468,-0.03513258488244854
cs_base,BEL,Belgium,High income,"L(dd, 1)",0.07211932903652613,0.03946117252258063,1.8276022841251796,0.08061274092255265,-0.005224569107731905,0.14946322718078414
cs_base,BEL,Belgium,High income,dy_bar,0.013133650108067938,0.4874454683464379,0.026943834666514066,0.9787369515270172,-0.9422594678509504,0.9685267680670862
cs_base,BEL,Belgium,High income,dd_bar,-0.015495596007142946,0.01875420376976658,-0.8262465417019306,0.41715339407431096,-0.05225383539588544,0.02126264338159955
cs_base,BEN,Benin,Low income,(Intercept),-3.9946897159801883e-4,0.001170259403330174,-0.34135078980033084,0.7359384060599103,-0.0026931774021251597,0.0018942394589291222
cs_base,BEN,Benin,Low income,"L(dy, 1)",0.7177697416883424,0.13457103013282642,5.333761218739858,2.0460569500418602e-5,0.4540105226280026,0.9815289607486821
cs_base,BEN,Benin,Low income,dd,-0.0028897572897170726,0.004593636827123883,-0.6290783095115456,0.5354965724038651,-0.011893285470879884,0.006113770891445738
cs_base,BEN,Benin,Low income,dy_bar,0.3401073498962314,0.6038531573123446,0.563228569359471,0.5787293207384905,-0.8434448384359639,1.5236595382284268
cs_base,BEN,Benin,Low income,dd_bar,0.01766538764722705,0.028082110400916706,0.6290619684569856,0.5355070822419716,-0.037375548738569686,0.0727063240330238
cs_base,BEN,Benin,Low income,"L(dd_bar, 1)",-0.048063537469324666,0.025155488446625934,-1.9106580884447646,0.06859290920148305,-0.09736829482471149,0.0012412198860621629
cs_base,BFA,Burkina Faso,Low income,(Intercept),-0.0012775039211727144,0.0019373624313793578,-0.6594036822852815,0.5159145840151631,-0.005074734286676256,0.0025197264443308264
cs_base,BFA,Burkina Faso,Low income,"L(dy, 1)",0.6252129257769284,0.17029155070266935,3.6714265810436837,0.0012031929204577882,0.2914414863996965,0.9589843651541603
cs_base,BFA,Burkina Faso,Low income,dd,0.002939207362379199,0.013150983070758312,0.22349715960889896,0.8250400594626268,-0.02283671945630709,0.02871513418106549
cs_base,BFA,Burkina Faso,Low income,dy_bar,0.693296881149004,1.0157763464926375,0.6825290661107446,0.5014397804508353,-1.2976247579765654,2.6842185202745736
cs_base,BFA,Burkina Faso,Low income,dd_bar,0.001201137867433868,0.04004520294328892,0.02999455063656167,0.9763194383867106,-0.07728745990141242,0.07968973563628015
cs_base,BGD,Bangladesh,Low income,(Intercept),0.0014289929971215572,6.66989701325388e-4,2.1424513666132747,0.04607878760119174,1.2169318252379683e-4,0.0027362928117193176
cs_base,BGD,Bangladesh,Low income,"L(dy, 1)",0.018636701902427447,0.14277218014111207,0.13053454730471614,0.8975913081786113,-0.2611967711741522,0.2984701749790071
cs_base,BGD,Bangladesh,Low income,dd,0.0010702439852080911,0.013318942539487,0.080355026837537,0.9368415767071642,-0.02503488339218643,0.02717537136260261
cs_base,BGD,Bangladesh,Low income,"L(dd, 1)",0.017022009033693275,0.013388550193934297,1.2713855336931943,0.21977527189521884,-0.009219549346417947,0.04326356741380449
cs_base,BGD,Bangladesh,Low income,"L(dd, 2)",0.010843952822480128,0.01244164484633688,0.8715851446019092,0.39491168610801386,-0.013541671076340156,0.035229576721300414
cs_base,BGD,Bangladesh,Low income,dy_bar,1.4872963054115618,0.45341208967980284,3.280230808273953,0.0041588210238947465,0.5986086096391482,2.3759840011839755
cs_base,BGD,Bangladesh,Low income,"L(dy_bar, 1)",0.9708636889027367,0.44349210076021184,2.1891341181467063,0.042007615597021035,0.10161917141272148,1.8401082063927519
cs_base,BGD,Bangladesh,Low income,"L(dy_bar, 2)",0.6322154441889528,0.47410460370473884,1.3334935776803418,0.19900041871327626,-0.2970295790723353,1.561460467450241
cs_base,BGD,Bangladesh,Low income,dd_bar,-8.177746448168842e-4,0.01668848151006583,-0.04900233998663299,0.9614570741119953,-0.03352719840454592,0.03189164911491214
cs_base,BGD,Bangladesh,Low income,"L(dd_bar, 1)",0.035750227645078736,0.016395796829717185,2.1804507592020097,0.04273899337287801,0.0036144658588330575,0.06788598943132441
cs_base,BGR,Bulgaria,Lower middle income,(Intercept),0.0037887389906229004,0.003590808732941584,1.055121359114879,0.3023278667638687,-0.0032492461259426043,0.010826724107188405
cs_base,BGR,Bulgaria,Lower middle income,"L(dy, 1)",0.2673893858966368,0.20657548044900606,1.2943907249565512,0.2083762026387486,-0.13749855578341508,0.6722773275766887
cs_base,BGR,Bulgaria,Lower middle income,dd,-9.827551615880137e-4,0.012497183779776173,-0.0786381299103865,0.9380006269548338,-0.02547723536994931,0.023511725046773287
cs_base,BGR,Bulgaria,Lower middle income,"L(dd, 1)",0.020101319291713406,0.012788392709845112,1.571840945753758,0.1296439450717768,-0.0049639304195830125,0.045166569003009825
cs_base,BGR,Bulgaria,Lower middle income,dy_bar,0.5435167004136766,1.961642376533414,0.27707226705316773,0.7841995819720092,-3.3013023575918146,4.388335758419168
cs_base,BGR,Bulgaria,Lower middle income,dd_bar,0.06926743018510018,0.06374684890084693,1.0866016341112024,0.28847005434974904,-0.055676393660559806,0.19421125403076017
cs_base,BHR,Bahrain,High income,(Intercept),-8.777413164468255e-4,0.001488197375905499,-0.5898016826650838,0.5613329291589186,-0.0037946081732216034,0.0020391255403279527
cs_base,BHR,Bahrain,High income,"L(dy, 1)",0.48055425459785195,0.11939988440490155,4.02474639730995,5.678322227286662e-4,0.24653048116424492,0.714578028031459
cs_base,BHR,Bahrain,High income,dd,-2.413093520452114e-4,0.006879346175223021,-0.03507736722340309,0.9723343752490864,-0.013724827855482331,0.013242209151391909
cs_base,BHR,Bahrain,High income,"L(dd, 1)",0.011810588625432177,0.0055801965927194845,2.1165183751485603,0.045847538830867895,8.734033037019872e-4,0.02274777394716237
cs_base,BHR,Bahrain,High income,dy_bar,1.224594987796172,0.7140423779739775,1.715017239272038,0.10039569963232517,-0.17492807303282398,2.624118048625168
cs_base,BHR,Bahrain,High income,dd_bar,0.006470714199912062,0.0308470552397934,0.20976764717446011,0.8357794519430175,-0.053989514070083,0.06693094246990712
cs_base,BHR,Bahrain,High income,"L(dd_bar, 1)",0.07520382049459258,0.03429343293621315,2.192951071258279,0.039175339070019945,0.007988691939614809,0.14241894904957036
cs_base,BHS,Bahamas,High income,(Intercept),4.079036079873556e-4,8.518041037968719e-4,0.4788702075619814,0.636756184904518,-0.0012616324354545133,0.0020774396514292243
cs_base,BHS,Bahamas,High income,"L(dy, 1)",0.20011751119253882,0.1999506714864288,1.0008344043301767,0.32778862957523713,-0.19178580492086164,0.5920208273059393
cs_base,BHS,Bahamas,High income,dd,3.9221145215395767e-4,0.009894643326528023,0.0396387660687495,0.9687386423298243,-0.01900128946784097,0.01978571237214888
cs_base,BHS,Bahamas,High income,"L(dd, 1)",-0.01803597563696516,0.009899615750282791,-1.8218864339709293,0.08209709920499597,-0.03743922250751943,0.0013672712335891096
cs_base,BHS,Bahamas,High income,dy_bar,2.147682892612345,0.39503265485228267,5.436722423404321,1.8423753080714138e-5,1.373418889101871,2.9219468961228188
cs_base,BHS,Bahamas,High income,"L(dy_bar, 1)",-1.419294785324024,0.5165390761600688,-2.7477007080955147,0.011747287124073124,-2.431711374597759,-0.4068781960502894
cs_base,BHS,Bahamas,High income,dd_bar,-0.0064700812779963585,0.010812799753076516,-0.598372431354373,0.5557025585892874,-0.02766316879402633,0.014723006238033614
cs_base,BLR,Belarus,Upper middle income,(Intercept),0.002941701164458958,0.002307772082090998,1.274693106519244,0.21514576431859148,-0.0015815321164393986,0.007464934445357315
cs_base,BLR,Belarus,Upper middle income,"L(dy, 1)",-0.04207693952253939,0.18190000272544599,-0.23131907032485846,0.8191124293125233,-0.3986009448644135,0.31444706581933474
cs_base,BLR,Belarus,Upper middle income,dd,0.006748205243532803,0.006154257591034409,1.0965100410102533,0.28420419039352474,-0.0053141396348946384,0.018810550121960243
cs_base,BLR,Belarus,Upper middle income,dy_bar,1.8541758031833053,1.292878012349847,1.4341459793358864,0.16498770904269708,-0.6798651010223944,4.388216707389005
cs_base,BLR,Belarus,Upper middle income,"L(dy_bar, 1)",3.3842886059997648,1.3982424705422671,2.4203875059575815,0.02380603393316068,0.6437333637369211,6.124843848262609
cs_base,BLR,Belarus,Upper middle income,dd_bar,0.004633986540162114,0.039475750622478045,0.11738818051818013,0.9075715408312421,-0.07273848467989485,0.08200645776021909
cs_base,BLZ,Belize,Lower middle income,(Intercept),-2.4486544024881915e-4,6.30885275302983e-4,-0.3881299022729963,0.701489095992156,-0.0014814005798426658,9.916696993450276e-4
cs_base,BLZ,Belize,Lower middle income,"L(dy, 1)",0.2748925846666319,0.19375520759580422,1.4187623036181285,0.1693780283494964,-0.10486762222114437,0.6546527915544083
cs_base,BLZ,Belize,Lower middle income,dd,-0.0068650053155499555,0.0037039210682687706,-1.853442659553944,0.07669084555956275,-0.014124690609356746,3.946799782568351e-4
cs_base,BLZ,Belize,Lower middle income,dy_bar,2.205794680846891,0.38866125516978123,5.675365505324992,8.87926040142846e-6,1.4440186207141197,2.967570740979662
cs_base,BLZ,Belize,Lower middle income,"L(dy_bar, 1)",-1.6287954482682747,0.5076270958435933,-3.2086456014753955,0.0038973003868533027,-2.623744556121718,-0.6338463404148318
cs_base,BLZ,Belize,Lower middle income,dd_bar,-0.011321749718717489,0.010232246611330096,-1.1064774089964753,0.2799590631399568,-0.03137695307692448,0.0087334536394895
cs_base,BOL,Bolivia,Lower middle income,(Intercept),-4.671985644590552e-4,6.722181590670662e-4,-0.6950103298421063,0.4940110959347015,-0.001784746156230505,8.503490273123945e-4
cs_base,BOL,Bolivia,Lower middle income,"L(dy, 1)",0.2305260868187062,0.22057574315773626,1.0451107792657615,0.30683205733595503,-0.20180236977045687,0.6628545434078693
cs_base,BOL,Bolivia,Lower middle income,dd,0.0018333987658285963,0.007273698429943976,0.25205867186917696,0.8032344676953908,-0.012423050156861595,0.016089847688518788
cs_base,BOL,Bolivia,Lower middle income,dy_bar,2.159956973081087,0.4231619426129526,5.104327104048446,3.602469281961872e-5,1.3305595655597,2.989354380602474
cs_base,BOL,Bolivia,Lower middle income,"L(dy_bar, 1)",-1.4895143176466838,0.5693327520437395,-2.616245617874186,0.015437469857054926,-2.605406511652413,-0.3736221236409545
cs_base,BOL,Bolivia,Lower middle income,dd_bar,-0.013460526152909833,0.014627913357543487,-0.9201945502342176,0.36702230374737344,-0.04213123633369507,0.015210184027875403
cs_base,BRA,Brazil,Upper middle income,(Intercept),-0.0010715277838054952,0.0014827727533501711,-0.7226513849708186,0.47750667933033,-0.0039777623803718305,0.0018347068127608404
cs_base,BRA,Brazil,Upper middle income,"L(dy, 1)",-0.0852299846826824,0.21559808933797234,-0.39531883118442473,0.6964147262247902,-0.5078022397851082,0.3373422704197434
cs_base,BRA,Brazil,Upper middle income,dd,0.002930817782159624,0.008008804534894866,0.36594947090915586,0.717898200096325,-0.012766439106234314,0.018628074670553562
cs_base,BRA,Brazil,Upper middle income,dy_bar,-0.8232219735613727,0.8457624591008082,-0.973348916948383,0.3409613210665632,-2.4809163933989566,0.8344724462762113
cs_base,BRA,Brazil,Upper middle income,"L(dy_bar, 1)",1.2308929863215614,0.8593166645082984,1.4324090724178837,0.1660835313930599,-0.4533676761147034,2.9151536487578262
cs_base,BRA,Brazil,Upper middle income,dd_bar,-0.024230962164295506,0.033631834374296524,-0.7204769711524944,0.4788174536145513,-0.09014935753791668,0.04168743320932568
cs_base,BRA,Brazil,Upper middle income,"L(dd_bar, 1)",0.04626924188353325,0.031832146981667864,1.4535382080944685,0.16019159698896923,-0.016121766200535764,0.10866024996760226
cs_base,BRB,Barbados,High income,(Intercept),-5.742603784096348e-4,2.1492357063573368e-4,-2.6719283357846697,0.01670431073509175,-9.955105768556728e-4,-1.5301017996359684e-4
cs_base,BRB,Barbados,High income,"L(dy, 1)",0.7048374597352454,0.12499824239097901,5.638778964032159,3.698128420767657e-5,0.4598409046489265,0.9498340148215643
cs_base,BRB,Barbados,High income,"L(dy, 2)",0.0056857380539571825,0.12711676743921915,0.04472846634237939,0.9648772282874745,-0.24346312612691234,0.25483460223482673
