spec,iso,country,income_group,term,estimate,std.error,statistic,p.value,conf.low,conf.high
ctrl,GRC,Greece,High income,d_gov,0.04507095403621464,0.20216342006831178,0.2229431715242302,0.8265872104898805,-0.35116934929767646,0.44131125737010574
ctrl,GRC,Greece,High income,"L(d_gov, 1)",0.2522867178221553,0.17952773492799662,1.4052799024247713,0.18031032344046713,-0.0995876426367181,0.6041610782810287
ctrl,GRC,Greece,High income,"L(d_gov, 2)",-0.2980793316946612,0.16361846922494191,-1.821795137839012,0.0884854804904103,-0.6187715313755473,0.022612867986224916
ctrl,GRC,Greece,High income,d_log_gdp,0.029018403715992108,0.04425132577478981,0.6557634874868321,0.5219082587252686,-0.05771419480259592,0.11575100223458014
ctrl,GRC,Greece,High income,"L(d_log_gdp, 1)",-0.10865263840554282,0.04395541433527099,-2.4718829306622427,0.025902368302410817,-0.19480525050267394,-0.022500026308411678
ctrl,GRC,Greece,High income,"L(d_log_gdp, 2)",-0.12161383547698974,0.04775815540295584,-2.5464516887405337,0.022354647875310312,-0.2152198200667832,-0.028007850887196303
ctrl,GRD,Grenada,Upper middle income,(Intercept),3.479324967970933e-4,2.8771225979984556e-4,1.2093071634804213,0.2430949887134207,-2.15983532410604e-4,9.118485260047905e-4
ctrl,GRD,Grenada,Upper middle income,"L(dy, 1)",1.0173818999926998,0.07813831587139551,13.020269104176302,2.8597056230064205e-10,0.8642308008847646,1.170532999100635
ctrl,GRD,Grenada,Upper middle income,dd,-0.0016466845252310072,0.0013036126894722616,-1.2631700646436868,0.2235784403616001,-0.00420176539659664,9.083963461346256e-4
ctrl,GRD,Grenada,Upper middle income,d_inf,0.0109648419413868,0.007164028396091573,1.5305413847003746,0.14427825509871972,-0.0030766537149526825,0.02500633759772628
ctrl,GRD,Grenada,Upper middle income,"L(d_inf, 1)",0.021510044835710004,0.008119974856046567,2.6490285028028717,0.016874666225766298,0.005594894117858733,0.037425195553561275
ctrl,GRD,Grenada,Upper middle income,"L(d_inf, 2)",0.026213319605697945,0.005963076645612399,4.395938734912216,3.94608691575217e-4,0.014525689380297644,0.03790094983109825
ctrl,GRD,Grenada,Upper middle income,d_gov,-0.004088455262673668,0.006037072568673509,-0.6772247999616146,0.5073753988829103,-0.015921117497273745,0.00774420697192641
ctrl,GRD,Grenada,Upper middle income,"L(d_gov, 1)",0.011787345576404526,0.006725830498187249,1.752548711951849,0.097694257420025285,-0.001395282200042482,0.024969973352851532
ctrl,GRD,Grenada,Upper middle income,"L(d_gov, 2)",0.010433044840065688,0.007541145555850938,1.383482756405758,0.18441628244479033,-0.004347600449402151,0.025213690129533527
ctrl,GRD,Grenada,Upper middle income,d_log_gdp,-0.0024515967223339877,0.0020771713302527683,-1.1802573464345167,0.2541497704089888,-0.006522852529629414,0.0016196590849614383
ctrl,GRD,Grenada,Upper middle income,"L(d_log_gdp, 1)",-0.003693842431805611,0.0021389966125654036,-1.726904292464215,0.10230889293934052,-0.007886275792433802,4.985909288225802e-4
ctrl,GTM,Guatemala,Lower middle income,(Intercept),-8.308799464476325e-4,0.0021191605133811025,-0.3920797604528647,0.698608826254195,-0.004984434552674594,0.0033226746597793287
ctrl,GTM,Guatemala,Lower middle income,"L(dy, 1)",-0.2387485083958264,0.23239488245987555,-1.027339784201349,0.3149442808623321,-0.6942424780171825,0.21674546122552968
ctrl,GTM,Guatemala,Lower middle income,dd,-0.0054387478661529366,0.012499195876292672,-0.43512782101996295,0.6675254727366178,-0.029937171783686573,0.019059676051380696
ctrl,GTM,Guatemala,Lower middle income,d_inf,-0.008209553014776895,0.016668953699841803,-0.49250559828808016,0.6270306567987279,-0.04088070226646683,0.02446159623691304
