spec,iso,country,income_group,variable,sum_beta,lr_multiplier
ext,BFA,Burkina Faso,Low income,d_gov,0.5618296505494158,2.167236117813445
ext,BFA,Burkina Faso,Low income,d_mil,-1.9821859209356394,-7.646205421647073
ext,BFA,Burkina Faso,Low income,d_trade,0.053349186497377056,0.2057924207453546
ext,BFA,Burkina Faso,Low income,d_log_gdp,0.07429022827773284,0.2865716783844735
ext,BGD,Bangladesh,Low income,dd,0.04292440166318515,0.05370741088865859
ext,BGD,Bangladesh,Low income,d_inf,0.002466111619192722,0.0030856218117741494
ext,BGD,Bangladesh,Low income,d_gov,0.4249149883699161,0.531657588431933
ext,BGD,Bangladesh,Low income,d_mil,3.2269360160862677,4.037572378696633
ext,BGD,Bangladesh,Low income,d_trade,0.09799500366350991,0.12261226069239965
ext,BGD,Bangladesh,Low income,d_log_gdp,-0.06498542084606297,-0.08131036342774074
ext,BGR,Bulgaria,Lower middle income,dd,0.05919450647794675,0.06721537828123197
ext,BGR,Bulgaria,Lower middle income,d_inf,0.004131695772825784,0.00469154167907314
ext,BGR,Bulgaria,Lower middle income,d_gov,-0.16415049913039503,-0.18639293661841935
ext,BGR,Bulgaria,Lower middle income,d_mil,-1.6616399926744303,-1.8867926657424752
ext,BGR,Bulgaria,Lower middle income,d_trade,-0.06294970151859891,-0.07147940327603917
ext,BGR,Bulgaria,Lower middle income,d_log_gdp,0.05994726155502186,0.06807013187694902
ext,BHR,Bahrain,High income,dd,0.03700364674696223,0.05517375306215745
ext,BHR,Bahrain,High income,d_inf,-0.12623311777134036,-0.18821806714912323
ext,BHR,Bahrain,High income,d_gov,0.4911451715932108,0.732314914809832
ext,BHR,Bahrain,High income,d_mil,-0.22242708513495457,-0.33164669291896004
ext,BHR,Bahrain,High income,d_trade,0.044933282058377336,0.06699712127061376
ext,BHR,Bahrain,High income,d_log_gdp,0.01995103368931598,0.029747700642490615
ext,BOL,Bolivia,Lower middle income,dd,-0.011589332115751236,-0.010648225605601086
ext,BOL,Bolivia,Lower middle income,d_inf,-0.021241177653921542,-0.019516297361105318
ext,BOL,Bolivia,Lower middle income,d_gov,-0.04320086040033305,-0.0396927539313171
ext,BOL,Bolivia,Lower middle income,d_mil,0.24807712344603883,0.22793213203820084
ext,BOL,Bolivia,Lower middle income,d_trade,-0.06802671078721621,-0.06250263228583824
ext,BOL,Bolivia,Lower middle income,d_log_gdp,-0.04642334609638921,-0.042653559123515546
ext,BRA,Brazil,Upper middle income,dd,-0.001299740997752194,-0.001119722110413306
ext,BRA,Brazil,Upper middle income,d_inf,-0.0014199658554354916,-0.00122329538509041
ext,BRA,Brazil,Upper middle income,d_gov,-0.1731732348183175,-0.14918810770238947
ext,BRA,Brazil,Upper middle income,d_mil,-3.649399043231937,-3.1439439130526314
ext,BRA,Brazil,Upper middle income,d_trade,-0.2034172330058271,-0.17524320139907307
ext,BRA,Brazil,Upper middle income,d_log_gdp,0.010449775396238852,0.009002443240812865
ext,BWA,Botswana,Upper middle income,dd,-0.0028734922893705597,-0.009015311950749354
ext,BWA,Botswana,Upper middle income,d_inf,0.014311624878115159,0.04490137776794804
ext,BWA,Botswana,Upper middle income,d_gov,-0.012890703200263733,-0.04044336956977088
ext,BWA,Botswana,Upper middle income,d_mil,0.29646300723507857,0.9301248177933876
ext,BWA,Botswana,Upper middle income,d_trade,-0.01928887085452203,-0.060517019159750454
ext,BWA,Botswana,Upper middle income,d_log_gdp,-0.009769286386680247,-0.030650217729111737
ext,CAN,Canada,High income,dd,-0.0064776199851275815,-0.0073290944961169665
ext,CAN,Canada,High income,d_inf,0.08025723385056342,0.09080694024012763
ext,CAN,Canada,High income,d_gov,-0.13410949111410952,-0.15173800492436704
ext,CAN,Canada,High income,d_mil,-1.4178158435913444,-1.60418584597906
ext,CAN,Canada,High income,d_trade,0.028715506496417575,0.03249012154144759
ext,CAN,Canada,High income,d_log_gdp,0.05053792787534851,0.057181071116674614
ext,CHE,Switzerland,High income,dd,-0.05847065008854783,-0.07298352211132626
ext,CHE,Switzerland,High income,d_inf,-0.32737285043960557,-0.408629348784794
ext,CHE,Switzerland,High income,d_gov,-0.9390786363472906,-1.1721652883341285
ext,CHE,Switzerland,High income,d_mil,0.06740004841442077,0.08412926684257614
ext,CHE,Switzerland,High income,d_trade,-0.011407352862393439,-0.014238746937196393
ext,CHE,Switzerland,High income,d_log_gdp,-0.21150698021867065,-0.2640046646328056
ext,CHL,Chile,Upper middle income,dd,0.03179652840891556,0.03875360418955555
ext,CHL,Chile,Upper middle income,d_inf,0.1354821678525831,0.1651256464284241
ext,CHL,Chile,Upper middle income,d_gov,-0.4381464625766471,-0.5340128447163518
ext,CHL,Chile,Upper middle income,d_mil,-0.3216334198646731,-0.3920067652440231
ext,CHL,Chile,Upper middle income,d_trade,0.10628363148671612,0.12953847456220635
ext,CHL,Chile,Upper middle income,d_log_gdp,0.19125077726563428,0.2330964194512208
ext,CHN,China,Lower middle income,dd,0.04565363299589005,0.046648983629121295
ext,CHN,China,Lower middle income,d_inf,0.034831445820961954,0.03559084872888333
ext,CHN,China,Lower middle income,d_gov,0.0458092986621777,0.04680804315279431
ext,CHN,China,Lower middle income,d_mil,0.2813668655027008,0.2875012883157465
ext,CHN,China,Lower middle income,d_trade,0.11744646683027352,0.12000706075148039
ext,CHN,China,Lower middle income,d_log_gdp,0.08268894885759294,0.08449175166222496
ext,CMR,Cameroon,Lower middle income,dd,-0.0018257682507857324,-0.008590014208013266
ext,CMR,Cameroon,Lower middle income,d_inf,3.704486639505326e-4,0.001742915227770634
ext,CMR,Cameroon,Lower middle income,d_gov,-0.0402935138486858,-0.18957600796378965
ext,CMR,Cameroon,Lower middle income,d_mil,-0.4741276874534667,-2.2307122329928837
ext,CMR,Cameroon,Lower middle income,d_trade,-5.651638755372224e-4,-0.0026590262584702622
ext,CMR,Cameroon,Lower middle income,d_log_gdp,-0.02402913481780131,-0.11305411264674432
ext,COL,Colombia,Lower middle income,dd,0.03000377871912282,0.02052578543550033
ext,COL,Colombia,Lower middle income,d_inf,0.3210736440829282,0.21964862456608122
ext,COL,Colombia,Lower middle income,d_gov,1.503877815026535,1.0288128585873724
ext,COL,Colombia,Lower middle income,d_mil,6.150666462046191,4.207712010781654
ext,COL,Colombia,Lower middle income,d_trade,0.31632177996471256,0.21639784258217787
ext,COL,Colombia,Lower middle income,d_log_gdp,0.04647620636254937,0.031794683215875065
ext,CYP,Cyprus,High income,dd,0.13705986890985464,0.10650101787245529
ext,CYP,Cyprus,High income,d_inf,0.11223121444140575,0.08720815706407051
ext,CYP,Cyprus,High income,d_gov,0.24795182059757837,0.19266851403702054
ext,CYP,Cyprus,High income,d_mil,-0.9502162144087781,-0.7383561274234508
ext,CYP,Cyprus,High income,d_trade,0.0310930607612435,0.024160555866433044
ext,CYP,Cyprus,High income,d_log_gdp,0.048618987054306555,0.03777890384979843
ext,DEU,Germany,High income,dd,-0.01014981333728019,-0.010045194359785362
ext,DEU,Germany,High income,d_inf,-0.8179924545194404,-0.8095610153050872
ext,DEU,Germany,High income,d_gov,-0.30898182280721664,-0.3057969994718112
ext,DEU,Germany,High income,d_mil,-0.6213783369795491,-0.6149734934526773
ext,DEU,Germany,High income,d_trade,0.1736393936489262,0.17184960942209226
ext,DEU,Germany,High income,d_log_gdp,-0.2390294219216449,-0.2365656314181514
ext,DNK,Denmark,High income,dd,0.007079101484153261,0.006580051346684913
ext,DNK,Denmark,High income,d_inf,0.24041722104603677,0.22346870752615555
ext,DNK,Denmark,High income,d_gov,-0.5298345539146787,-0.4924832025378835
ext,DNK,Denmark,High income,d_mil,-3.977075248159701,-3.696706340642413
ext,DNK,Denmark,High income,d_trade,-0.07442775730883565,-0.06918087921285396
ext,DNK,Denmark,High income,d_log_gdp,0.003454996711268155,0.0032114323849803117
ext,DZA,Algeria,Lower middle income,dd,-0.01377946822153381,-0.01811361738460879
ext,DZA,Algeria,Lower middle income,d_inf,-0.014514482696426812,-0.019079820924274783
ext,DZA,Algeria,Lower middle income,d_gov,-0.38015913657428074,-0.4997331562047221
ext,DZA,Algeria,Lower middle income,d_mil,0.4702845478509192,0.6182063215148578
ext,DZA,Algeria,Lower middle income,d_trade,-0.049853998455526634,-0.06553491314745157
ext,DZA,Algeria,Lower middle income,d_log_gdp,-0.08110835333601275,-0.1066199112624869
ext,ECU,Ecuador,Lower middle income,dd,-0.03822837379004754,-0.027859675844932166
ext,ECU,Ecuador,Lower middle income,d_inf,0.023207535713080405,0.01691294601431443
ext,ECU,Ecuador,Lower middle income,d_gov,0.10139966344779416,0.07389698996759886
ext,ECU,Ecuador,Lower middle income,d_mil,-3.873348120275508,-2.822778276107224
ext,ECU,Ecuador,Lower middle income,d_trade,0.09835090649131568,0.07167514864617741
ext,ECU,Ecuador,Lower middle income,d_log_gdp,-0.0640846871911372,-0.04670297045786888
ext,EGY,Egypt,Lower middle income,dd,-0.007879062727495062,-0.019081330575644578
ext,EGY,Egypt,Lower middle income,d_inf,-0.015098272190771882,-0.03656464388687154
ext,EGY,Egypt,Lower middle income,d_gov,-0.02863231524305985,-0.06934107408389517
ext,EGY,Egypt,Lower middle income,d_mil,-0.05593220314123718,-0.13545530666200953
ext,EGY,Egypt,Lower middle income,d_trade,0.04029509624143646,0.09758572542862703
ext,EGY,Egypt,Lower middle income,d_log_gdp,0.0055937345624334995,0.01354677606077849
ext,ESP,Spain,High income,dd,-0.016607012754158372,-0.014848804782373977
ext,ESP,Spain,High income,d_inf,0.046400494503494503,0.04148800840268422
ext,ESP,Spain,High income,d_gov,-0.3319430153144558,-0.2967997379325626
ext,ESP,Spain,High income,d_mil,2.7948233014517574,2.498931398369378
ext,ESP,Spain,High income,d_trade,-0.08487412213871848,-0.07588837856450877
ext,ESP,Spain,High income,d_log_gdp,-0.09605706767248359,-0.08588736980880823
ext,ETH,Ethiopia,Low income,dd,0.003886214687027825,0.008352184613450931
ext,ETH,Ethiopia,Low income,d_inf,0.016437324966151513,0.03532681123532601
ext,ETH,Ethiopia,Low income,d_gov,0.1635202081950796,0.35143477055812433
ext,ETH,Ethiopia,Low income,d_mil,-0.5711984729464764,-1.2276097645595847
ext,ETH,Ethiopia,Low income,d_trade,0.06495236561662875,0.13959448779844563
ext,ETH,Ethiopia,Low income,d_log_gdp,0.024446826108867163,0.05254069095970376
ext,FIN,Finland,High income,dd,0.0712820534584096,0.0785730252325966
ext,FIN,Finland,High income,d_inf,-2.133547061331563,-2.351773538380855
ext,FIN,Finland,High income,d_gov,1.8720783624091162,2.063560928316886
ext,FIN,Finland,High income,d_mil,-9.40943264980903,-10.371861543652543
ext,FIN,Finland,High income,d_trade,0.14940487174984024,0.16468651207870202
ext,FIN,Finland,High income,d_log_gdp,0.23307136256278574,0.25691069719710663
ext,FJI,Fiji,Lower middle income,dd,0.004717989268911164,0.028374911732841113
ext,FJI,Fiji,Lower middle income,d_inf,0.011813504423251896,0.07104872990579333
ext,FJI,Fiji,Lower middle income,d_gov,0.0016189347619596818,0.009736590813068055
ext,FJI,Fiji,Lower middle income,d_mil,0.30149697615383786,1.8132618788380577
ext,FJI,Fiji,Lower middle income,d_trade,-0.005363139125267093,-0.03225496935594362
ext,FJI,Fiji,Lower middle income,d_log_gdp,-0.012709717509036532,-0.07643873097479216
ext,FRA,France,High income,dd,-0.047387554952496046,-0.26732315683007846
ext,FRA,France,High income,d_inf,0.3941494451764787,2.223479857802841
ext,FRA,France,High income,d_gov,0.6217458403403756,3.5073989563794643
ext,FRA,France,High income,d_mil,-9.201163877611794,-51.90569922292459
ext,FRA,France,High income,d_trade,-0.0075775846430602345,-0.04274674753657631
ext,FRA,France,High income,d_log_gdp,-0.3092375344436466,-1.7444739236007247
ext,GBR,United Kingdom,High income,dd,0.0025138637189400085,0.0019424101175325452
ext,GBR,United Kingdom,High income,d_inf,-0.07649925014669104,-0.059109376673466274
ext,GBR,United Kingdom,High income,d_gov,-0.732089833564718,-0.5656705607965222
ext,GBR,United Kingdom,High income,d_mil,4.393100873522208,3.3944575116700024
ext,GBR,United Kingdom,High income,d_trade,0.009774817699102295,0.007552797970996771
ext,GBR,United Kingdom,High income,d_log_gdp,0.22114104904725299,0.17087108097183046
ext,GHA,Ghana,Low income,dd,0.0031914188766926747,0.013153903965174126
ext,GHA,Ghana,Low income,d_inf,-0.0016474835531981448,-0.006790346638994039
ext,GHA,Ghana,Low income,d_gov,-0.010309248397111741,-0.04249108895077571
ext,GHA,Ghana,Low income,d_mil,-0.775019185545015,-3.1943559688383396
ext,GHA,Ghana,Low income,d_trade,-0.0026526917181837117,-0.010933460463316492
ext,GHA,Ghana,Low income,d_log_gdp,0.005481030485974275,0.02259087616772282
ext,GRC,Greece,High income,dd,-0.21193253834640546,-0.21995018974667005
ext,GRC,Greece,High income,d_inf,-1.2215935307483128,-1.2678078174207514
ext,GRC,Greece,High income,d_gov,-0.2080263934662563,-0.21589627091820543
ext,GRC,Greece,High income,d_mil,-4.182181324340319,-4.340398048458682
ext,GRC,Greece,High income,d_trade,-0.12299352627722449,-0.1276465126750387
ext,GRC,Greece,High income,d_log_gdp,-0.24004579763009765,-0.24912700592644146
ext,GTM,Guatemala,Lower middle income,dd,-0.007997845367496611,-0.006392629164920734
ext,GTM,Guatemala,Lower middle income,d_inf,-0.016001605894664896,-0.01278998628099516
ext,GTM,Guatemala,Lower middle income,d_gov,-0.1668955498798269,-0.13339859807657334
ext,GTM,Guatemala,Lower middle income,d_mil,2.2289805172291133,1.7816105723158029
ext,GTM,Guatemala,Lower middle income,d_trade,0.04679957277246812,0.037406613914661525
ext,GTM,Guatemala,Lower middle income,d_log_gdp,-0.08104692022855065,-0.06478031046781882
ext,HUN,Hungary,Upper middle income,dd,-0.02510135658791087,-0.024456376849577747
ext,HUN,Hungary,Upper middle income,d_inf,-0.08376623078781807,-0.08161385621692738
ext,HUN,Hungary,Upper middle income,d_gov,-0.0277839338138039,-0.027070025212954707
ext,HUN,Hungary,Upper middle income,d_mil,-2.537225831138021,-2.4720317749152754
ext,HUN,Hungary,Upper middle income,d_trade,0.0038451028009000576,0.003746302826097784
ext,HUN,Hungary,Upper middle income,d_log_gdp,0.039727064357384455,0.03870627683603155
ext,IDN,Indonesia,Lower middle income,dd,-0.06913471826014145,-0.04891223134701152
ext,IDN,Indonesia,Lower middle income,d_inf,-0.005818659624752998,-0.004116652715998956
ext,IDN,Indonesia,Lower middle income,d_gov,1.060196467720689,0.7500800785404499
ext,IDN,Indonesia,Lower middle income,d_mil,-4.654113952362342,-3.2927464533336375
ext,IDN,Indonesia,Lower middle income,d_trade,-0.011156393020580203,-0.00789305417239849
ext,IDN,Indonesia,Lower middle income,d_log_gdp,-0.015124883962376844,-0.010700728115803951
ext,IND,India,Low income,dd,0.013127545155059248,0.014208267901892524
ext,IND,India,Low income,d_inf,-0.3065448726351254,-0.3317811230436196
ext,IND,India,Low income,d_gov,-0.8123681516926158,-0.8792462107636039
ext,IND,India,Low income,d_mil,3.966647427789935,4.293200949659039
ext,IND,India,Low income,d_trade,-0.08462218230580598,-0.09158868794142451
ext,IND,India,Low income,d_log_gdp,0.2509806751219436,0.2716426131626079
ext,IRL,Ireland,High income,dd,-0.06435588586878074,-0.028889977152926693
ext,IRL,Ireland,High income,d_inf,0.41454659930641097,0.18609396205352188
ext,IRL,Ireland,High income,d_gov,0.15439891997407762,0.0693111626119578
ext,IRL,Ireland,High income,d_mil,-13.016207846777911,-5.843101096889357
ext,IRL,Ireland,High income,d_trade,-0.08020200732070672,-0.036003453729755545
ext,IRL,Ireland,High income,d_log_gdp,0.037616270866551324,0.016886306376525967
ext,IRN,Iran,Lower middle income,dd,-0.0068970602670652085,-0.0042134935792840144
ext,IRN,Iran,Lower middle income,d_inf,0.04560880146256718,0.027862942279774816
ext,IRN,Iran,Lower middle income,d_gov,-0.23905776675346604,-0.14604314393243817
ext,IRN,Iran,Lower middle income,d_mil,-0.13946738934303055,-0.08520223497574478
ext,IRN,Iran,Lower middle income,d_trade,-0.0949277197770472,-0.05799243768923252
ext,IRN,Iran,Lower middle income,d_log_gdp,0.005164365457497677,0.003154970357465325
ext,ISR,Israel,High income,dd,-0.004170639987981773,-0.022963769642362592
ext,ISR,Israel,High income,d_inf,0.018583820465950605,0.102323521925858
ext,ISR,Israel,High income,d_gov,-0.009158608832275946,-0.050427796231500434
ext,ISR,Israel,High income,d_mil,-0.023780142449810086,-0.13093475218518272
ext,ISR,Israel,High income,d_trade,-0.015327680259838928,-0.08439503760885816
ext,ISR,Israel,High income,d_log_gdp,-0.01731983942079342,-0.09536397383804805
ext,ITA,Italy,High income,dd,-0.003607922077780456,-0.003788583492077973
ext,ITA,Italy,High income,d_inf,0.019832651594120343,0.020825742578077483
ext,ITA,Italy,High income,d_gov,-0.22474494034567868,-0.23599871409792103
ext,ITA,Italy,High income,d_mil,1.11263018494049,1.1683435120212997
ext,ITA,Italy,High income,d_trade,-0.06381849057168115,-0.06701410802584343
ext,ITA,Italy,High income,d_log_gdp,0.07606344278155706,0.07987220828508149
ext,JAM,Jamaica,Lower middle income,dd,-8.229824914837831e-4,-6.540642999477015e-4
ext,JAM,Jamaica,Lower middle income,d_inf,0.012462963813744425,0.009904924814880962
ext,JAM,Jamaica,Lower middle income,d_gov,0.03892751940755252,0.030937597085567054
ext,JAM,Jamaica,Lower middle income,d_mil,-0.5127872436829188,-0.40753701692594113
ext,JAM,Jamaica,Lower middle income,d_trade,0.006640318424085076,0.005277384715255042
ext,JAM,Jamaica,Lower middle income,d_log_gdp,0.006468016942928399,0.005140448329829016
ext,JOR,Jordan,Lower middle income,dd,0.041679999240500316,0.044896365205635835
ext,JOR,Jordan,Lower middle income,d_inf,0.05119555136509352,0.05514621432040929
ext,JOR,Jordan,Lower middle income,d_gov,-0.0963889569749026,-0.10382710875701064
ext,JOR,Jordan,Lower middle income,d_mil,1.2622919925477347,1.359700655620563
ext,JOR,Jordan,Lower middle income,d_trade,0.12541230662556083,0.1350901348882744
ext,JOR,Jordan,Lower middle income,d_log_gdp,0.03843026575804762,0.04139585599479576
ext,JPN,Japan,High income,dd,0.25916212496742197,0.16823704561750855
ext,JPN,Japan,High income,d_inf,1.3516271326187157,0.8774189345639211
ext,JPN,Japan,High income,d_gov,5.844327601995054,3.7938892865001153
ext,JPN,Japan,High income,d_mil,-114.2304375536462,-74.15354900349159
ext,JPN,Japan,High income,d_trade,0.04636229460390204,0.030096432776160947
ext,JPN,Japan,High income,d_log_gdp,0.001677939283526872,0.0010892469253429894
ext,KEN,Kenya,Low income,dd,-0.16721163787860494,-0.18891277330174863
ext,KEN,Kenya,Low income,d_inf,0.04129452002338892,0.04665382385313715
ext,KEN,Kenya,Low income,d_gov,-0.13164770516322127,-0.14873326639650852
ext,KEN,Kenya,Low income,d_mil,7.217638406647284,8.154361175977785
ext,KEN,Kenya,Low income,d_trade,-0.8061913419996938,-0.9108208265957529
ext,KEN,Kenya,Low income,d_log_gdp,-0.03522239571706187,-0.0397936443997549
ext,KHM,Cambodia,Low income,dd,-0.06790289488993634,-0.0646911399029949
ext,KHM,Cambodia,Low income,d_inf,-0.011791096783894391,-0.011233386925447772
ext,KHM,Cambodia,Low income,d_gov,0.45706069683049216,0.4354420754924816
ext,KHM,Cambodia,Low income,d_mil,-0.6805632762224738,-0.648373153844338
ext,KHM,Cambodia,Low income,d_trade,-0.04675734396277485,-0.04454575735970007
ext,KHM,Cambodia,Low income,d_log_gdp,-0.04602855824899549,-0.04385144265270821
ext,KWT,Kuwait,High income,dd,-8.806126362675617e-4,-7.334269314274795e-4
ext,KWT,Kuwait,High income,d_inf,0.0012462277442150396,0.001037933085054795
ext,KWT,Kuwait,High income,d_gov,0.014664444468721824,0.012213427408183907
ext,KWT,Kuwait,High income,d_mil,-0.010748746485115809,-0.008952199669407343
ext,KWT,Kuwait,High income,d_trade,-0.002610660991341625,-0.0021743147906582464
ext,KWT,Kuwait,High income,d_log_gdp,0.03135849501973581,0.02611723228727411
ext,LKA,Sri Lanka,Lower middle income,dd,0.007236849802559042,0.007848348133930082
ext,LKA,Sri Lanka,Lower middle income,d_inf,-0.036680337614165705,-0.03977974769688667
ext,LKA,Sri Lanka,Lower middle income,d_gov,-0.1321140214275598,-0.14327737369515878
ext,LKA,Sri Lanka,Lower middle income,d_mil,-0.1299358883489976,-0.14091519302967917
ext,LKA,Sri Lanka,Lower middle income,d_trade,-0.017245948929367066,-0.01870319473119219
ext,LKA,Sri Lanka,Lower middle income,d_log_gdp,-0.07289183796699944,-0.07905104238652833
ext,LSO,Lesotho,Lower middle income,dd,-0.003377365909953096,-0.014600266503005681
ext,LSO,Lesotho,Lower middle income,d_inf,-0.018053054612673286,-0.07804289365318029
ext,LSO,Lesotho,Lower middle income,d_gov,-0.019335417242295663,-0.08358651452375451
ext,LSO,Lesotho,Lower middle income,d_mil,-0.46329522297397685,-2.0028134070564603
ext,LSO,Lesotho,Lower middle income,d_trade,-8.68252882317673e-4,-0.0037534350176516426
ext,LSO,Lesotho,Lower middle income,d_log_gdp,-0.024334786212343192,-0.10519865879703068
ext,LUX,Luxembourg,High income,dd,-0.1223073114610005,-0.13065261456972407
ext,LUX,Luxembourg,High income,d_inf,-0.9041517022426195,-0.9658440076440755
ext,LUX,Luxembourg,High income,d_gov,-2.6492595244126704,-2.8300244638165286
ext,LUX,Luxembourg,High income,d_mil,-41.49587617954013,-44.32723319608894
ext,LUX,Luxembourg,High income,d_trade,0.06194633044153379,0.0661730679753123
ext,LUX,Luxembourg,High income,d_log_gdp,-0.19532761249677932,-0.2086552550744571
ext,MAR,Morocco,Lower middle income,dd,0,0
ext,MAR,Morocco,Lower middle income,d_inf,0,0
ext,MAR,Morocco,Lower middle income,d_gov,0,0
ext,MAR,Morocco,Lower middle income,d_mil,0,0
ext,MAR,Morocco,Lower middle income,d_trade,0,0
ext,MAR,Morocco,Lower middle income,d_log_gdp,0,0
ext,MDG,Madagascar,Low income,dd,0.020696620150234806,0.0742079358236125
ext,MDG,Madagascar,Low income,d_inf,-0.09844411769088109,-0.3529723556207886
ext,MDG,Madagascar,Low income,d_gov,-0.5900965461870749,-2.115796990586844
ext,MDG,Madagascar,Low income,d_mil,-4.789071787587235,-17.171264162371692
ext,MDG,Madagascar,Low income,d_trade,0.4923252151156575,1.765236918030524
ext,MDG,Madagascar,Low income,d_log_gdp,0.23145068128729213,0.8298687021660349
ext,MEX,Mexico,Upper middle income,dd,-0.0353532812340467,-0.021067802924374976
ext,MEX,Mexico,Upper middle income,d_inf,0.0328282786300522,0.01956309797514216
ext,MEX,Mexico,Upper middle income,d_gov,1.0448668392023395,0.6226592803309581
ext,MEX,Mexico,Upper middle income,d_mil,-42.84320632653245,-25.53121509599701
ext,MEX,Mexico,Upper middle income,d_trade,-0.42527871342820556,-0.253432999984415
ext,MEX,Mexico,Upper middle income,d_log_gdp,0.11328477648574722,0.06750890616159089
ext,MLT,Malta,High income,dd,-0.020144412136297564,-0.04406717205630736
ext,MLT,Malta,High income,d_inf,0.28705190684110227,0.6279441505798584
ext,MLT,Malta,High income,d_gov,0.2851031343736897,0.623681087898306
ext,MLT,Malta,High income,d_mil,-2.9746400185776323,-6.507212651196799
ext,MLT,Malta,High income,d_trade,0.02899011018248477,0.06341769443055409
ext,MLT,Malta,High income,d_log_gdp,0.06283950025517504,0.13746537009573542
ext,MUS,Mauritius,Upper middle income,dd,-0.01668348236194999,-0.04130003122272557
ext,MUS,Mauritius,Upper middle income,d_inf,-0.2114741863265328,-0.5235052436058355
ext,MUS,Mauritius,Upper middle income,d_gov,-0.18905524285743483,-0.4680070541291605
ext,MUS,Mauritius,Upper middle income,d_mil,-3.236272544198168,-8.011406385124243
ext,MUS,Mauritius,Upper middle income,d_trade,-0.005150928186534321,-0.012751144534133103
ext,MUS,Mauritius,Upper middle income,d_log_gdp,-0.06403095824384085,-0.1585089082314691
ext,MWI,Malawi,Low income,dd,-0.018143332931753655,-0.13755719919653817
ext,MWI,Malawi,Low income,d_inf,0.042117322961296264,0.31932065657420433
ext,MWI,Malawi,Low income,d_gov,0.11120505729338331,0.8431227203573021
ext,MWI,Malawi,Low income,d_mil,3.2390944764767307,24.557823294821176
ext,MWI,Malawi,Low income,d_trade,-0.013915809680574886,-0.10550541134929907
ext,MWI,Malawi,Low income,d_log_gdp,0.024312396522786318,0.18432915187137502
ext,MYS,Malaysia,Upper middle income,dd,0.0011774940225692198,0.001088661821282299
ext,MYS,Malaysia,Upper middle income,d_inf,0.014438950515379675,0.01334965092322086
ext,MYS,Malaysia,Upper middle income,d_gov,0.22015211691211953,0.20354345751475986
ext,MYS,Malaysia,Upper middle income,d_mil,-0.1353045860494663,-0.12509697225898261
ext,MYS,Malaysia,Upper middle income,d_trade,0.10550810570397717,0.0975483903222828
ext,MYS,Malaysia,Upper middle income,d_log_gdp,0.054603389718453486,0.05048401483123813
ext,NGA,Nigeria,Low income,dd,-2.757337910848736e-4,-5.10297087003611e-4
ext,NGA,Nigeria,Low income,d_inf,-0.010690427589358798,-0.01978464096188209
ext,NGA,Nigeria,Low income,d_gov,-0.14047801042717842,-0.2599809012417579
ext,NGA,Nigeria,Low income,d_mil,-0.27714871469798963,-0.5129156684812923
ext,NGA,Nigeria,Low income,d_trade,0.011958092549077107,0.02213069268697401
ext,NGA,Nigeria,Low income,d_log_gdp,-0.003797088134554708,-0.007027223636738874
ext,NLD,Netherlands,High income,dd,-0.09084858997214365,-0.053426415032422986
ext,NLD,Netherlands,High income,d_inf,-0.05098172299422459,-0.029981430560371256
ext,NLD,Netherlands,High income,d_gov,-0.13419747161413353,-0.07891910944305133
ext,NLD,Netherlands,High income,d_mil,-2.4749462083157,-1.455471167454996
ext,NLD,Netherlands,High income,d_trade,0.03327325316457508,0.019567399269427802
ext,NLD,Netherlands,High income,d_log_gdp,-0.10262133535982021,-0.06034975397853002
ext,NOR,Norway,High income,dd,0.007196508682563268,0.005211257068859447
ext,NOR,Norway,High income,d_inf,0.02569760751952785,0.01860858434915643
ext,NOR,Norway,High income,d_gov,-0.6573513405287031,-0.4760123236361178
ext,NOR,Norway,High income,d_mil,-2.139027461419836,-1.5489485902820075
ext,NOR,Norway,High income,d_trade,-0.05733008594064594,-0.04151482736905379
ext,NOR,Norway,High income,d_log_gdp,0.02998245311474629,0.021711398905770018
ext,NPL,Nepal,Low income,dd,0.013072365397272148,0.03095417504201983
ext,NPL,Nepal,Low income,d_inf,-0.006279759635925685,-0.014869900976973703
ext,NPL,Nepal,Low income,d_gov,-0.0873463047798212,-0.20682812369920403
ext,NPL,Nepal,Low income,d_mil,-0.05824344904421082,-0.13791520218228265
ext,NPL,Nepal,Low income,d_trade,0.023968898954443763,0.05675617772703636
ext,NPL,Nepal,Low income,d_log_gdp,0.004190955232416232,0.009923801692733557
ext,NZL,New Zealand,High income,dd,0.038432111572278826,0.03175550313795028
ext,NZL,New Zealand,High income,d_inf,-0.23967594130872466,-0.19803830169483186
ext,NZL,New Zealand,High income,d_gov,-1.4728441414404012,-1.2169746818948743
ext,NZL,New Zealand,High income,d_mil,-26.554274794808144,-21.941140418127798
ext,NZL,New Zealand,High income,d_trade,-0.39243607885581006,-0.324260224685116
ext,NZL,New Zealand,High income,d_log_gdp,-0.7826646260595066,-0.6466964205714506
ext,OMN,Oman,Upper middle income,dd,0,0
ext,OMN,Oman,Upper middle income,d_inf,0,0
ext,OMN,Oman,Upper middle income,d_gov,0,0
ext,OMN,Oman,Upper middle income,d_mil,0,0
ext,OMN,Oman,Upper middle income,d_trade,0,0
ext,OMN,Oman,Upper middle income,d_log_gdp,0,0
ext,PAK,Pakistan,Low income,dd,-0.025499686000324776,-0.022214302264880886
ext,PAK,Pakistan,Low income,d_inf,-0.10050976015365554,-0.08756006613554172
